<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-30,30-126,DAL,,UTA,W (+18),0,18:38,2,5,.400,0,0,,0,0,,0,4,4,3,0,0,1,0,4,3.6,+13
2,2,2014-11-01,30-128,DAL,@,NOP,W (+5),0,13:37,4,7,.571,0,1,.000,0,0,,0,0,0,3,1,0,1,2,8,6.0,+13
3,3,2014-11-03,30-130,DAL,,BOS,W (+5),0,13:27,3,5,.600,1,1,1.000,0,0,,0,0,0,3,1,0,1,2,7,6.0,+5
4,4,2014-11-06,30-133,DAL,@,POR,L (-21),0,15:42,3,8,.375,0,2,.000,2,2,1.000,0,2,2,2,2,0,0,0,8,7.6,-9
5,5,2014-11-07,30-134,DAL,@,UTA,W (+23),0,17:57,4,8,.500,0,1,.000,0,0,,1,1,2,4,1,0,1,0,8,7.8,+6
6,6,2014-11-09,30-136,DAL,,MIA,L (-9),0,12:38,1,9,.111,1,3,.333,0,0,,0,1,1,2,2,0,0,0,3,0.8,-7
7,7,2014-11-11,30-138,DAL,,SAC,W (+8),0,8:19,1,4,.250,1,2,.500,2,2,1.000,0,0,0,1,1,0,0,3,5,3.1,0
8,8,2014-11-13,30-140,DAL,,PHI,W (+53),0,19:42,3,7,.429,0,1,.000,1,1,1.000,0,3,3,11,1,0,1,1,7,11.5,+32
9,9,2014-11-15,30-142,DAL,,MIN,W (+14),0,20:34,4,9,.444,0,0,,6,6,1.000,0,1,1,5,1,0,0,4,14,12.5,+4
10,10,2014-11-17,30-144,DAL,@,CHO,W (+27),0,18:52,4,6,.667,0,1,.000,0,0,,1,1,2,7,0,0,1,0,8,10.3,+5
11,11,2014-11-19,30-146,DAL,@,WAS,W (+3),0,23:10,4,8,.500,1,3,.333,5,6,.833,0,4,4,6,0,0,2,3,14,11.8,0
12,12,2014-11-21,30-148,DAL,,LAL,W (+34),0,21:48,5,7,.714,5,5,1.000,1,2,.500,1,1,2,8,0,0,2,2,16,16.5,+18
13,13,2014-11-22,30-149,DAL,@,HOU,L (-3),0,17:16,3,5,.600,0,1,.000,1,1,1.000,0,1,1,2,1,0,1,2,7,5.6,-3
14,14,2014-11-24,30-151,DAL,,IND,L (-11),0,10:39,2,5,.400,0,0,,0,2,.000,0,1,1,4,0,0,0,2,4,2.8,-5
15,15,2014-11-26,30-153,DAL,,NYK,W (+7),0,15:23,3,7,.429,1,4,.250,3,4,.750,1,0,1,2,0,0,0,0,10,8.0,+10
16,16,2014-11-28,30-155,DAL,@,TOR,W (+4),0,22:33,2,6,.333,1,3,.333,0,0,,1,4,5,9,3,0,1,2,5,11.0,+3
17,17,2014-11-29,30-156,DAL,@,PHI,W (+7),0,23:05,2,8,.250,0,4,.000,3,4,.750,1,3,4,3,2,0,1,4,7,4.9,-4
18,18,2014-12-02,30-159,DAL,@,CHI,W (+3),0,12:48,5,8,.625,1,2,.500,2,2,1.000,1,0,1,0,0,0,1,1,13,8.7,+14
19,19,2014-12-03,30-160,DAL,@,MIL,W (+2),0,11:52,1,4,.250,1,2,.500,2,2,1.000,0,1,1,0,0,0,0,3,5,1.7,-6
20,20,2014-12-05,30-162,DAL,,PHO,L (-12),0,10:32,2,4,.500,0,0,,1,2,.500,0,0,0,3,0,0,1,2,5,2.9,-4
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-07,30-164,DAL,,MIL,W (+23),0,22:33,4,9,.444,1,5,.200,0,0,,0,0,0,9,1,0,0,4,9,10.0,+8
22,22,2014-12-09,30-166,DAL,@,MEM,L (-9),0,20:44,7,16,.438,3,8,.375,0,0,,0,3,3,1,0,0,2,1,17,7.8,-7
23,23,2014-12-10,30-167,DAL,,NOP,W (+5),1,22:30,1,7,.143,0,1,.000,0,0,,0,2,2,1,0,0,0,1,2,-1.6,-4
24,24,2014-12-13,30-170,DAL,,GSW,L (-7),0,16:57,2,7,.286,0,3,.000,2,3,.667,1,2,3,1,0,0,2,3,6,0.3,-2
25,25,2014-12-16,30-173,DAL,@,NYK,W (+20),0,17:07,4,7,.571,2,2,1.000,0,0,,1,0,1,5,0,0,0,0,10,10.9,+2
26,26,2014-12-17,30-174,DAL,@,DET,W (+11),0,11:42,1,2,.500,1,2,.500,0,0,,0,4,4,3,0,0,2,1,3,2.9,0
27,27,2014-12-20,30-177,DAL,,SAS,W (+6),0,4:41,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-2.2,-12
28,28,2014-12-22,30-179,DAL,,ATL,L (-3),0,12:04,2,6,.333,1,2,.500,0,0,,1,1,2,2,0,0,0,1,5,3.6,+2
29,29,2014-12-23,30-180,DAL,@,PHO,L (-9),0,12:35,4,7,.571,0,1,.000,0,0,,0,0,0,1,0,0,1,1,8,4.0,+2
30,30,2014-12-26,30-183,DAL,,LAL,W (+4),0,12:32,0,3,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,1,0,-0.8,-4
31,31,2014-12-28,30-185,DAL,,OKC,W (+5),1,22:35,3,5,.600,1,2,.500,2,2,1.000,1,3,4,2,1,0,2,3,9,7.5,-6
32,32,2014-12-30,30-187,DAL,,WAS,W (+27),0,21:58,2,8,.250,1,3,.333,0,0,,0,2,2,5,2,0,0,2,5,5.5,+15
33,33,2015-01-02,30-190,DAL,@,BOS,W (+18),0,8:17,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,1,2,1.3,+3
34,34,2015-01-04,30-192,DAL,@,CLE,W (+19),0,20:47,6,7,.857,2,3,.667,0,0,,0,2,2,4,0,0,2,4,14,11.3,+8
