<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,20,OKC,NBA,SG,76,0,1738,233,578,.403,93,248,.375,140,330,.424,.484,194,240,.808,47,197,244,137,80,20,106,200,753
2010-11,21,OKC,NBA,SG,82,5,2189,298,684,.436,113,324,.349,185,360,.514,.518,289,343,.843,42,213,255,176,92,24,106,207,998
2011-12,22,OKC,NBA,SG,62,2,1946,309,629,.491,114,292,.390,195,337,.579,.582,312,369,.846,30,222,252,229,62,15,137,150,1044
2012-13&nbsp;★,23,HOU,NBA,SG,78,78,2985,585,1337,.438,179,486,.368,406,851,.477,.504,674,792,.851,62,317,379,455,142,38,295,178,2023
2013-14&nbsp;★,24,HOU,NBA,SG,73,73,2777,549,1205,.456,177,483,.366,372,722,.515,.529,576,665,.866,61,283,344,446,115,29,265,177,1851
2014-15&nbsp;★,25,HOU,NBA,SG,81,81,2981,647,1470,.440,208,555,.375,439,915,.480,.511,715,824,.868,75,384,459,565,154,60,321,208,2217
2015-16,26,HOU,NBA,SG,7,7,276,57,151,.377,18,75,.240,39,76,.513,.437,76,89,.854,7,34,41,40,12,6,35,16,208
Career,,,NBA,,459,246,14892,2678,6054,.442,902,2463,.366,1776,3591,.495,.517,2836,3322,.854,324,1650,1974,2048,657,192,1265,1136,9094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,HOU,NBA,,239,239,9019,1838,4163,.442,582,1599,.364,1256,2564,.490,.511,2041,2370,.861,205,1018,1223,1506,423,133,916,579,6299
3 seasons,,OKC,NBA,,220,7,5873,840,1891,.444,320,864,.370,520,1027,.506,.529,795,952,.835,119,632,751,542,234,59,349,557,2795
