<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,29-261,ATL,@,TOR,L (-7),1,32:08,4,13,.308,0,2,.000,5,9,.556,5,5,10,5,1,0,4,3,13,8.2,-14
2,2,2014-11-01,29-264,ATL,,IND,W (+10),1,34:00,5,9,.556,1,3,.333,2,4,.500,0,3,3,2,2,1,2,4,13,9.3,+4
3,3,2014-11-05,29-268,ATL,@,SAS,L (-2),1,35:29,8,18,.444,0,2,.000,1,1,1.000,2,5,7,3,5,2,1,4,17,16.4,-5
4,4,2014-11-07,29-270,ATL,@,CHO,L (-3),1,42:55,4,11,.364,1,3,.333,4,4,1.000,1,5,6,3,1,0,6,5,13,4.2,+7
5,5,2014-11-08,29-271,ATL,,NYK,W (+7),1,36:19,3,11,.273,0,2,.000,5,8,.625,2,11,13,3,0,1,3,3,11,6.6,+9
6,6,2014-11-10,29-273,ATL,@,NYK,W (+6),1,33:47,6,14,.429,3,4,.750,4,4,1.000,1,3,4,2,3,0,4,3,19,12.4,+7
7,7,2014-11-12,29-275,ATL,,UTA,W (+3),1,39:48,13,23,.565,4,8,.500,0,0,,6,11,17,3,2,2,2,2,30,29.3,+7
8,8,2014-11-14,29-277,ATL,,MIA,W (+11),1,34:01,7,15,.467,2,5,.400,3,6,.500,1,8,9,2,2,1,2,1,19,14.9,+2
9,9,2014-11-15,29-278,ATL,@,CLE,L (-33),1,28:26,7,13,.538,0,2,.000,2,2,1.000,2,5,7,4,1,1,1,2,16,15.3,-9
10,10,2014-11-18,29-281,ATL,,LAL,L (-5),1,32:33,11,16,.688,2,4,.500,5,8,.625,0,4,4,3,4,2,1,2,29,27.9,-2
11,11,2014-11-21,29-284,ATL,,DET,W (+10),1,36:55,5,12,.417,0,2,.000,5,10,.500,3,9,12,4,2,0,2,3,15,13.0,+19
