<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,37-043,HOU,@,LAL,W (+18),0,21:23,3,5,.600,2,3,.667,0,0,,0,0,0,1,0,0,1,0,8,5.4,+27
2,2,2014-10-29,37-044,HOU,@,UTA,W (+11),0,21:16,3,5,.600,2,3,.667,0,0,,0,0,0,0,0,0,2,1,8,3.3,-1
3,3,2014-11-01,37-047,HOU,,BOS,W (+14),0,22:56,2,5,.400,2,5,.400,1,1,1.000,0,1,1,1,1,2,1,1,7,6.3,+10
4,4,2014-11-03,37-049,HOU,@,PHI,W (+11),0,22:40,3,8,.375,2,5,.400,0,0,,0,1,1,0,1,0,0,1,8,4.5,+2
5,5,2014-11-04,37-050,HOU,@,MIA,W (+17),0,18:39,1,4,.250,1,3,.333,0,0,,1,0,1,1,1,0,0,2,3,2.2,+4
6,6,2014-11-06,37-052,HOU,,SAS,W (+17),0,20:43,4,5,.800,4,5,.800,4,4,1.000,0,0,0,2,2,0,1,0,16,16.5,+3
7,7,2014-11-08,37-054,HOU,,GSW,L (-11),0,29:19,3,8,.375,2,6,.333,3,3,1.000,0,1,1,1,2,0,3,2,11,5.8,+1
8,8,2014-11-12,37-058,HOU,@,MIN,W (+12),0,23:11,3,3,1.000,3,3,1.000,0,0,,0,3,3,3,1,1,1,4,9,10.2,+14
9,9,2014-11-14,37-060,HOU,,PHI,W (+1),0,22:05,2,7,.286,2,6,.333,0,0,,0,1,1,0,3,1,1,1,6,4.5,-13
10,10,2014-11-16,37-062,HOU,@,OKC,W (+4),0,19:12,0,2,.000,0,2,.000,0,0,,1,1,2,1,0,0,0,3,0,-0.9,-8
11,11,2014-11-17,37-063,HOU,@,MEM,L (-26),0,17:35,2,5,.400,2,5,.400,2,3,.667,0,0,0,2,1,0,3,0,8,4.3,-25
12,12,2014-11-19,37-065,HOU,,LAL,L (-6),0,20:10,2,7,.286,1,4,.250,0,0,,0,1,1,2,0,1,2,1,5,0.9,+7
13,13,2014-11-22,37-068,HOU,,DAL,W (+3),0,25:01,3,10,.300,1,6,.167,0,0,,2,0,2,5,0,0,2,0,7,4.1,+5
14,14,2014-11-24,37-070,HOU,,NYK,W (+5),0,21:41,3,7,.429,2,5,.400,0,0,,0,3,3,1,1,0,1,0,8,5.9,-6
15,15,2014-11-26,37-072,HOU,,SAC,W (+13),0,16:01,2,5,.400,1,4,.250,0,0,,0,1,1,1,1,0,1,2,5,2.5,0
16,16,2014-11-28,37-074,HOU,,LAC,L (-17),0,22:07,1,6,.167,0,3,.000,0,0,,0,1,1,2,2,1,0,3,2,1.4,-23
17,17,2014-11-29,37-075,HOU,@,MIL,W (+14),1,34:47,7,15,.467,4,8,.500,0,0,,2,4,6,5,0,0,0,2,18,15.6,+21
18,18,2014-12-03,37-079,HOU,,MEM,W (+9),1,31:05,5,10,.500,3,7,.429,3,5,.600,0,3,3,5,4,0,2,2,16,15.8,+9
19,19,2014-12-05,37-081,HOU,@,MIN,W (+2),1,42:58,7,16,.438,3,8,.375,2,3,.667,0,4,4,6,1,0,0,2,19,15.8,-4
20,20,2014-12-06,37-082,HOU,,PHO,W (+5),1,38:45,5,9,.556,3,3,1.000,0,0,,0,2,2,2,2,0,2,3,13,9.5,-4
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,37-086,HOU,@,GSW,L (-12),0,28:19,1,7,.143,0,5,.000,0,0,,0,3,3,1,1,0,2,1,2,-2.3,-20
22,22,2014-12-11,37-087,HOU,@,SAC,W (+4),0,35:02,4,12,.333,3,10,.300,2,2,1.000,0,0,0,0,0,0,1,2,13,4.4,+7
23,23,2014-12-13,37-089,HOU,,DEN,W (+12),0,25:25,3,9,.333,2,8,.250,0,0,,0,1,1,0,1,0,3,1,8,0.8,-10
24,,2014-12-17,37-093,HOU,,DEN,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,,2014-12-18,37-094,HOU,,NOP,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,24,2014-12-20,37-096,HOU,,ATL,L (-7),0,21:47,5,13,.385,4,10,.400,0,0,,0,3,3,0,1,0,3,0,14,5.8,-8
27,25,2014-12-22,37-098,HOU,,POR,W (+15),0,14:27,2,4,.500,1,3,.333,0,0,,0,0,0,2,0,0,2,2,5,1.6,-5
28,26,2014-12-26,37-102,HOU,@,MEM,W (+6),0,18:33,3,6,.500,3,6,.500,0,0,,0,4,4,3,0,0,1,1,9,7.9,-2
29,27,2014-12-28,37-104,HOU,@,SAS,L (-4),0,16:43,0,4,.000,0,4,.000,0,0,,0,1,1,3,2,0,0,0,0,1.6,+6
30,28,2014-12-29,37-105,HOU,,WAS,L (-1),0,19:27,3,5,.600,0,0,,0,0,,0,2,2,4,1,0,0,0,6,8.1,+20
31,29,2014-12-31,37-107,HOU,,CHO,W (+19),0,19:01,2,4,.500,1,1,1.000,0,0,,0,1,1,2,1,1,0,3,5,5.2,+11
