<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,32-184,POR,,OKC,W (+17),0,21:30,6,10,.600,0,0,,0,0,,1,5,6,2,0,1,2,2,12,8.9,+11
2,2,2014-10-31,32-186,POR,@,SAC,L (-9),0,20:49,6,10,.600,0,0,,0,0,,1,5,6,0,0,2,0,3,12,9.8,+10
3,3,2014-11-02,32-188,POR,,GSW,L (-5),0,20:50,1,5,.200,0,0,,0,0,,1,6,7,1,0,0,2,2,2,-0.7,+14
4,4,2014-11-04,32-190,POR,,CLE,W (+19),0,17:23,2,4,.500,0,0,,1,2,.500,1,6,7,0,0,1,3,2,5,2.0,0
5,5,2014-11-06,32-192,POR,,DAL,W (+21),0,17:43,6,6,1.000,0,0,,0,1,.000,1,4,5,0,0,1,1,2,12,10.6,+14
6,6,2014-11-08,32-194,POR,@,LAC,L (-4),0,18:28,4,5,.800,0,0,,0,0,,3,4,7,0,0,0,3,2,8,5.6,-8
7,7,2014-11-09,32-195,POR,,DEN,W (+16),0,18:41,4,9,.444,0,0,,4,5,.800,2,6,8,0,0,5,1,0,12,12.6,+2
8,8,2014-11-11,32-197,POR,,CHO,W (+2),0,17:56,6,10,.600,0,0,,0,0,,3,5,8,2,0,2,1,3,12,11.6,-4
9,9,2014-11-12,32-198,POR,@,DEN,W (+17),0,21:38,6,8,.750,0,0,,4,5,.800,2,5,7,2,1,2,2,3,16,15.9,+18
10,10,2014-11-15,32-201,POR,,BRK,W (+10),0,18:18,3,11,.273,0,0,,6,9,.667,1,4,5,0,0,0,1,2,12,4.4,+10
11,11,2014-11-17,32-203,POR,,NOP,W (+9),0,20:46,7,10,.700,0,0,,1,1,1.000,2,8,10,0,1,0,3,4,15,11.0,+5
12,12,2014-11-21,32-207,POR,,CHI,W (+18),0,16:43,4,11,.364,0,0,,2,3,.667,0,3,3,0,0,2,1,3,10,3.6,-10
13,13,2014-11-23,32-209,POR,@,BOS,W (+6),0,17:56,6,13,.462,0,0,,4,4,1.000,3,5,8,0,1,0,1,2,16,12.1,+4
14,14,2014-11-24,32-210,POR,@,PHI,W (+10),0,18:47,3,7,.429,0,0,,2,4,.500,2,7,9,1,0,0,1,2,8,5.9,+4
15,15,2014-11-26,32-212,POR,@,CHO,W (+8),0,17:36,5,12,.417,0,0,,2,2,1.000,1,6,7,2,0,0,0,2,12,8.7,+3
16,16,2014-11-28,32-214,POR,,MEM,L (-13),0,24:47,7,16,.438,0,0,,2,3,.667,5,6,11,0,0,2,2,6,16,9.5,-11
17,17,2014-11-30,32-216,POR,,MIN,W (+14),0,17:51,2,7,.286,0,0,,4,6,.667,2,6,8,1,0,1,1,2,8,5.9,+3
18,18,2014-12-02,32-218,POR,@,DEN,W (+2),0,16:53,2,6,.333,0,0,,0,0,,0,1,1,0,0,1,2,2,4,-1.2,-14
19,19,2014-12-04,32-220,POR,,IND,W (+6),0,17:50,2,6,.333,0,0,,2,2,1.000,0,7,7,4,0,0,1,0,6,6.5,+7
20,20,2014-12-07,32-223,POR,@,NYK,W (+4),0,17:07,4,8,.500,0,0,,0,0,,2,2,4,1,0,0,1,2,8,4.9,-5
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-09,32-225,POR,@,DET,W (+12),0,20:40,7,10,.700,0,0,,0,0,,1,2,3,2,0,2,1,3,14,11.7,+1
22,22,2014-12-10,32-226,POR,@,MIN,L (-8),0,17:44,4,9,.444,0,0,,0,1,.000,2,5,7,2,0,4,5,1,8,4.6,-9
