<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,25-229,TOR,,ATL,W (+7),0,23:47,4,9,.444,2,7,.286,0,0,,0,5,5,2,1,0,0,1,10,8.8,+11
2,2,2014-11-01,25-232,TOR,@,ORL,W (+13),0,24:59,1,7,.143,0,4,.000,0,0,,1,7,8,2,0,1,1,1,2,1.0,-5
3,3,2014-11-02,25-233,TOR,@,MIA,L (-5),1,14:51,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,3,0,-0.9,-11
4,4,2014-11-04,25-235,TOR,,OKC,W (+12),1,35:50,5,9,.556,2,2,1.000,2,2,1.000,2,6,8,2,2,1,1,2,14,15.2,+9
5,5,2014-11-05,25-236,TOR,@,BOS,W (+3),1,26:42,5,8,.625,4,6,.667,0,0,,0,3,3,2,1,1,1,0,14,13.4,-7
6,6,2014-11-07,25-238,TOR,,WAS,W (+19),0,27:27,2,6,.333,1,3,.333,2,2,1.000,2,3,5,1,1,0,0,2,7,6.8,+9
7,7,2014-11-09,25-240,TOR,,PHI,W (+32),0,20:31,1,2,.500,0,1,.000,0,0,,0,3,3,3,1,1,0,1,2,5.3,+25
8,8,2014-11-11,25-242,TOR,,ORL,W (+4),0,29:23,4,5,.800,3,3,1.000,1,2,.500,0,4,4,0,0,0,0,2,12,10.1,+9
9,9,2014-11-13,25-244,TOR,,CHI,L (-7),0,24:12,1,5,.200,1,3,.333,0,0,,1,2,3,0,1,0,2,3,3,-1.0,-7
10,10,2014-11-15,25-246,TOR,,UTA,W (+18),0,25:05,7,11,.636,2,5,.400,0,0,,3,2,5,1,1,0,2,3,16,12.3,+9
11,11,2014-11-19,25-250,TOR,,MEM,W (+4),0,20:44,2,4,.500,1,2,.500,2,2,1.000,1,3,4,1,0,1,0,1,7,7.6,+10
