<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,28-276,PHO,,LAL,W (+20),0,22:00,2,8,.250,0,3,.000,0,0,,0,1,1,2,1,0,3,2,4,-1.9,-11
2,2,2014-10-31,28-278,PHO,,SAS,W (+5),0,18:53,3,7,.429,1,4,.250,3,4,.750,0,5,5,0,0,0,0,2,10,6.6,+15
3,3,2014-11-01,28-279,PHO,@,UTA,L (-27),0,30:21,6,18,.333,2,8,.250,2,2,1.000,0,4,4,0,5,0,0,1,16,11.6,-5
4,4,2014-11-04,28-282,PHO,@,LAL,W (+6),0,23:18,11,19,.579,2,4,.500,2,3,.667,1,2,3,1,0,0,1,5,26,15.7,+9
5,5,2014-11-05,28-283,PHO,,MEM,L (-11),0,19:49,2,8,.250,1,4,.250,6,6,1.000,0,3,3,0,1,0,1,3,11,5.9,-5
6,6,2014-11-07,28-285,PHO,,SAC,L (-2),0,13:44,2,7,.286,2,6,.333,0,0,,0,0,0,0,0,0,0,1,6,1.5,-11
7,7,2014-11-09,28-287,PHO,,GSW,W (+12),0,18:40,6,12,.500,4,7,.571,3,3,1.000,1,2,3,0,1,0,3,0,19,12.3,+19
8,8,2014-11-12,28-290,PHO,,BRK,W (+8),0,26:33,7,15,.467,3,9,.333,11,12,.917,0,5,5,3,1,0,2,3,28,21.3,+12
9,9,2014-11-14,28-292,PHO,,CHO,L (-8),0,7:41,0,6,.000,0,4,.000,0,0,,0,1,1,0,0,0,1,3,0,-6.1,-12
10,10,2014-11-15,28-293,PHO,@,LAC,L (-13),0,28:26,10,19,.526,4,8,.500,2,2,1.000,0,3,3,2,2,1,0,5,26,19.7,+5
11,11,2014-11-17,28-295,PHO,@,BOS,W (+4),0,19:55,3,12,.250,1,4,.250,0,0,,1,2,3,0,0,0,1,1,7,-0.3,-10
12,12,2014-11-19,28-297,PHO,@,DET,W (+2),0,22:21,6,13,.462,0,3,.000,0,0,,1,2,3,4,1,1,2,1,12,8.7,+7
13,13,2014-11-21,28-299,PHO,@,PHI,W (+26),0,10:34,5,5,1.000,1,1,1.000,0,0,,0,2,2,1,2,0,2,0,11,10.8,+24
14,14,2014-11-22,28-300,PHO,@,IND,W (+23),0,22:08,8,15,.533,5,9,.556,2,3,.667,1,2,3,2,0,0,0,2,23,17.2,+24
15,15,2014-11-24,28-302,PHO,@,TOR,L (-4),0,30:03,5,12,.417,2,5,.400,1,1,1.000,1,2,3,1,0,0,5,3,13,2.4,+3
16,16,2014-11-26,28-304,PHO,,DEN,W (+8),0,26:10,9,17,.529,6,11,.545,0,0,,1,2,3,2,0,0,2,4,24,14.8,+3
17,17,2014-11-28,28-306,PHO,@,DEN,L (-25),0,20:24,3,10,.300,2,5,.400,4,4,1.000,0,0,0,1,0,0,1,2,12,5.1,-24
18,18,2014-11-30,28-308,PHO,,ORL,L (-3),0,26:12,5,13,.385,1,7,.143,0,0,,0,3,3,1,1,0,1,1,11,5.1,+1
19,19,2014-12-02,28-310,PHO,,IND,W (+17),0,21:14,5,11,.455,4,8,.500,1,2,.500,0,1,1,2,1,0,2,3,15,8.4,-12
20,20,2014-12-05,28-313,PHO,@,DAL,W (+12),0,25:01,6,12,.500,3,7,.429,0,0,,0,2,2,0,2,0,2,6,15,7.2,-6
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-06,28-314,PHO,@,HOU,L (-5),0,24:07,6,14,.429,2,4,.500,2,2,1.000,1,4,5,2,2,1,2,1,16,12.2,+5
22,22,2014-12-08,28-316,PHO,@,LAC,L (-1),0,31:40,5,11,.455,2,6,.333,3,4,.750,1,1,2,3,1,0,0,0,15,13.0,+2
23,23,2014-12-09,28-317,PHO,,MIA,L (-6),0,21:23,6,11,.545,5,7,.714,2,3,.667,0,2,2,2,1,0,4,3,19,11.1,+6
24,24,2014-12-12,28-320,PHO,,DET,L (-2),0,20:39,1,7,.143,1,6,.167,0,0,,0,1,1,1,0,1,1,4,3,-2.4,-10
