<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2015-03-27,27-069,BRK,,CLE,W (+8),0,11:14,3,5,.600,1,3,.333,0,0,,0,1,1,1,1,0,0,2,7,5.9,+7
2,2,2015-03-29,27-071,BRK,,LAL,W (+8),0,19:46,2,10,.200,0,5,.000,0,0,,1,7,8,0,0,2,1,2,4,0.2,-6
3,3,2015-03-31,27-073,BRK,,IND,W (+5),0,2:04,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.1,0
4,,2015-04-01,27-074,BRK,,NYK,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,4,2015-04-03,27-076,BRK,,TOR,W (+5),0,6:41,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,-0.1,-4
6,5,2015-04-04,27-077,BRK,@,ATL,L (-32),0,21:30,4,8,.500,2,3,.667,1,2,.500,0,7,7,1,1,0,2,0,11,8.4,+1
7,6,2015-04-06,27-079,BRK,,POR,W (+10),0,6:07,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,2,0,0.2,+5
8,7,2015-04-08,27-081,BRK,,ATL,L (-3),0,5:35,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,1,2,2.0,-4
9,8,2015-04-10,27-083,BRK,,WAS,W (+37),0,3:26,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,3.7,+5
10,9,2015-04-12,27-085,BRK,@,MIL,L (-23),0,9:58,0,0,,0,0,,0,2,.000,0,2,2,0,0,0,2,4,0,-3.8,-11
11,10,2015-04-13,27-086,BRK,,CHI,L (-27),0,6:46,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.8,-13
12,,2015-04-15,27-088,BRK,,ORL,W (+13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
