<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,29-353,OKC,@,POR,L (-17),0,20:35,2,3,.667,0,0,,0,0,,5,3,8,0,1,1,0,2,4,8.0,-10
2,2,2014-10-30,29-354,OKC,@,LAC,L (-3),0,18:57,0,2,.000,0,0,,3,4,.750,0,6,6,1,0,0,1,1,3,2.3,-6
3,3,2014-11-01,29-356,OKC,,DEN,W (+11),0,19:44,6,7,.857,0,0,,5,6,.833,1,4,5,0,0,0,0,0,17,16.0,0
4,4,2014-11-03,29-358,OKC,@,BRK,L (-31),0,18:09,0,3,.000,0,0,,0,2,.000,2,2,4,0,0,0,2,2,0,-3.7,-19
5,5,2014-11-04,29-359,OKC,@,TOR,L (-12),0,17:02,0,3,.000,0,0,,0,2,.000,1,1,2,0,0,1,2,2,0,-4.0,-6
6,6,2014-11-07,29-362,OKC,,MEM,L (-2),0,14:06,1,3,.333,0,0,,0,0,,1,4,5,1,0,0,1,2,2,1.1,-1
7,7,2014-11-09,29-364,OKC,,SAC,W (+8),0,24:56,4,5,.800,0,0,,1,3,.333,3,2,5,0,1,2,1,2,9,9.6,+11
8,8,2014-11-11,30-001,OKC,@,MIL,L (-7),0,20:53,3,4,.750,0,0,,1,2,.500,2,7,9,2,0,2,1,2,7,9.5,-2
9,9,2014-11-12,30-002,OKC,@,BOS,W (+15),0,23:57,3,6,.500,0,0,,0,0,,1,3,4,0,0,1,1,0,6,4.3,+26
10,10,2014-11-14,30-004,OKC,,DET,L (-7),0,17:43,0,2,.000,0,0,,0,0,,1,2,3,1,1,0,1,3,0,-0.6,+3
11,11,2014-11-16,30-006,OKC,,HOU,L (-4),0,22:47,1,3,.333,0,0,,0,2,.000,3,3,6,1,0,3,2,4,2,1.7,0
12,12,2014-11-18,30-008,OKC,@,UTA,L (-17),0,21:23,4,4,1.000,0,0,,0,0,,2,3,5,1,1,0,1,4,8,8.2,-15
13,13,2014-11-19,30-009,OKC,@,DEN,L (-7),0,24:13,0,3,.000,0,0,,3,4,.750,2,5,7,1,1,0,3,3,3,0.9,+3
