<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,24-238,BRK,@,BOS,L (-16),1,11:29,2,2,1.000,0,0,,0,0,,1,3,4,0,0,2,2,4,4,2.8,-6
2,2,2014-11-01,24-241,BRK,@,DET,W (+12),1,20:50,4,6,.667,0,1,.000,2,4,.500,4,1,5,0,1,0,1,3,10,8.5,-14
3,3,2014-11-03,24-243,BRK,,OKC,W (+31),0,15:30,5,9,.556,0,0,,0,0,,2,6,8,1,0,0,0,1,10,9.2,+27
4,4,2014-11-05,24-245,BRK,,MIN,L (-7),0,12:42,1,2,.500,0,0,,0,2,.000,1,3,4,1,1,0,0,2,2,2.7,+17
5,5,2014-11-07,24-247,BRK,,NYK,W (+11),0,20:32,0,4,.000,0,0,,1,2,.500,1,4,5,1,0,3,0,4,1,0.9,+13
6,6,2014-11-09,24-249,BRK,,ORL,W (+8),0,16:06,4,8,.500,0,0,,4,6,.667,5,5,10,0,1,1,1,0,12,12.9,-7
7,7,2014-11-12,24-252,BRK,@,PHO,L (-8),0,9:28,0,2,.000,0,0,,1,4,.250,1,3,4,0,1,3,2,2,1,0.3,-2
8,8,2014-11-13,24-253,BRK,@,GSW,L (-8),0,20:18,3,9,.333,0,1,.000,7,8,.875,2,6,8,1,0,1,0,1,13,11.7,-4
9,9,2014-11-15,24-255,BRK,@,POR,L (-10),0,18:07,0,4,.000,0,0,,1,2,.500,1,4,5,0,2,0,0,3,1,0.5,-3
10,10,2014-11-17,24-257,BRK,,MIA,L (-12),0,14:21,1,5,.200,0,0,,0,5,.000,5,2,7,2,1,0,0,0,2,3.4,+7
11,11,2014-11-19,24-259,BRK,,MIL,L (-4),0,7:22,1,2,.500,0,0,,1,3,.333,0,2,2,0,1,0,0,2,3,2.0,-2
12,12,2014-11-21,24-261,BRK,@,OKC,W (+2),0,2:55,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,2,2,1.6,0
13,13,2014-11-22,24-262,BRK,@,SAS,L (-12),0,8:09,1,4,.250,0,0,,1,1,1.000,1,0,1,0,0,0,0,1,3,0.9,-5
14,14,2014-11-26,24-266,BRK,@,PHI,W (+8),0,1:24,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-3
15,15,2014-11-30,24-270,BRK,,CHI,L (-18),0,15:45,2,5,.400,0,0,,5,10,.500,2,1,3,0,0,0,1,3,9,3.8,-5
16,16,2014-12-02,24-272,BRK,@,NYK,W (+5),0,18:31,4,6,.667,0,0,,2,6,.333,5,3,8,2,1,1,0,4,10,11.7,+4
17,17,2014-12-03,24-273,BRK,,SAS,W (+2),0,9:36,1,3,.333,0,0,,0,4,.000,1,2,3,0,0,0,1,1,2,-1.4,+1
18,18,2014-12-05,24-275,BRK,,ATL,L (-23),0,12:54,0,3,.000,0,0,,0,4,.000,2,5,7,1,0,1,1,2,0,-1.2,-14
19,19,2014-12-08,24-278,BRK,,CLE,L (-22),0,19:09,4,8,.500,0,0,,1,4,.250,2,1,3,1,0,0,0,1,9,5.8,-12
20,20,2014-12-10,24-280,BRK,@,CHI,L (-25),1,28:03,3,11,.273,0,0,,2,5,.400,5,3,8,2,0,3,3,5,8,3.2,-16
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-12,24-282,BRK,,PHI,W (+18),1,35:05,9,14,.643,0,0,,0,0,,4,6,10,0,2,0,2,2,18,15.6,+8
22,22,2014-12-13,24-283,BRK,@,CHO,W (+27),1,38:22,5,8,.625,0,0,,1,6,.167,3,10,13,2,0,1,0,2,11,11.8,+35
23,23,2014-12-16,24-286,BRK,,MIA,L (-4),1,32:12,8,12,.667,0,0,,5,8,.625,5,4,9,1,1,1,4,2,21,16.9,-4
24,24,2014-12-17,24-287,BRK,@,TOR,L (-16),1,36:53,9,13,.692,0,1,.000,5,11,.455,3,5,8,2,0,2,3,3,23,17.3,-11
25,25,2014-12-19,24-289,BRK,@,CLE,L (-4),1,29:11,5,9,.556,0,0,,4,5,.800,3,6,9,2,0,3,0,5,14,14.7,+16
26,26,2014-12-21,24-291,BRK,,DET,W (+5),1,33:23,9,10,.900,0,0,,3,5,.600,1,11,12,2,2,2,1,4,21,23.0,+5
27,27,2014-12-23,24-293,BRK,,DEN,W (+6),1,39:45,9,14,.643,0,0,,1,3,.333,5,8,13,2,2,3,2,2,19,20.6,+5
28,28,2014-12-26,24-296,BRK,@,BOS,W (+2),1,35:58,6,7,.857,0,0,,2,6,.333,3,9,12,3,0,1,4,2,14,12.7,-1
29,29,2014-12-27,24-297,BRK,,IND,L (-25),1,31:51,2,5,.400,0,0,,5,7,.714,1,7,8,0,0,1,0,3,9,7.8,-11
30,30,2014-12-29,24-299,BRK,,SAC,W (+8),1,33:19,6,7,.857,0,0,,10,16,.625,3,1,4,1,3,1,3,2,22,20.1,+3
31,31,2014-12-30,24-300,BRK,@,CHI,W (+14),1,17:20,2,4,.500,0,0,,2,2,1.000,2,6,8,1,1,1,1,4,6,7.0,+10
