<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,27-172,DEN,,DET,W (+10),0,23:42,1,6,.167,1,4,.250,4,4,1.000,0,3,3,1,2,0,2,1,7,4.4,-1
2,2,2014-11-01,27-175,DEN,@,OKC,L (-11),0,17:59,2,12,.167,0,5,.000,1,2,.500,2,5,7,2,0,1,0,5,5,0.0,-13
3,3,2014-11-03,27-177,DEN,,SAC,L (-5),1,30:46,5,15,.333,1,8,.125,3,3,1.000,1,3,4,0,0,1,2,4,14,4.2,0
4,4,2014-11-05,27-179,DEN,@,SAC,L (-22),1,30:25,5,12,.417,3,6,.500,0,0,,0,2,2,1,0,0,0,4,13,6.3,-25
5,5,2014-11-07,27-181,DEN,,CLE,L (-9),1,26:57,5,10,.500,2,7,.286,2,2,1.000,1,9,10,1,1,0,5,4,14,7.5,-13
6,6,2014-11-09,27-183,DEN,@,POR,L (-16),1,27:52,2,4,.500,1,2,.500,0,0,,0,3,3,2,0,0,0,2,5,4.5,-17
7,7,2014-11-12,27-186,DEN,,POR,L (-17),1,28:21,3,6,.500,2,3,.667,3,4,.750,0,4,4,4,0,1,1,5,11,9.3,+4
8,8,2014-11-14,27-188,DEN,@,IND,W (+21),1,25:43,6,10,.600,0,2,.000,1,1,1.000,1,4,5,1,0,1,0,3,13,10.5,+16
9,9,2014-11-16,27-190,DEN,@,NYK,L (-16),1,31:13,4,14,.286,3,9,.333,0,0,,1,4,5,4,2,0,2,4,11,5.9,-2
10,10,2014-11-17,27-191,DEN,@,CLE,W (+9),1,37:39,5,14,.357,2,6,.333,0,0,,1,8,9,1,2,0,3,3,12,5.8,+5
11,11,2014-11-19,27-193,DEN,,OKC,W (+7),1,27:01,8,15,.533,3,6,.500,2,4,.500,2,7,9,1,0,1,1,2,21,16.0,+15
12,12,2014-11-21,27-195,DEN,,NOP,W (+20),1,32:00,7,11,.636,3,4,.750,1,1,1.000,0,5,5,1,1,2,1,1,18,16.3,+12
13,13,2014-11-23,27-197,DEN,@,LAL,W (+7),1,41:29,6,15,.400,5,11,.455,2,3,.667,0,8,8,2,1,1,1,5,19,13.0,+6
14,14,2014-11-25,27-199,DEN,,CHI,W (+5),1,28:36,6,11,.545,2,4,.500,0,0,,2,5,7,0,0,0,1,3,14,9.4,+8
15,15,2014-11-26,27-200,DEN,@,PHO,L (-8),1,31:38,7,12,.583,2,4,.500,3,4,.750,3,4,7,1,1,1,3,5,19,13.7,-13
16,16,2014-11-28,27-202,DEN,,PHO,W (+25),1,24:47,4,10,.400,3,7,.429,0,0,,3,4,7,0,2,0,2,3,11,7.7,+17
17,17,2014-12-01,27-205,DEN,@,UTA,W (+2),1,34:05,6,13,.462,3,7,.429,0,0,,1,3,4,0,0,0,0,3,15,8.7,-4
18,18,2014-12-02,27-206,DEN,,POR,L (-2),1,33:02,7,13,.538,3,6,.500,1,1,1.000,3,7,10,1,2,0,4,3,18,13.4,-6
19,19,2014-12-05,27-209,DEN,@,WAS,L (-30),1,25:27,6,14,.429,3,4,.750,5,5,1.000,2,3,5,0,0,1,1,5,20,12.6,-27
20,20,2014-12-07,27-211,DEN,@,ATL,L (-12),1,36:59,12,22,.545,4,12,.333,1,1,1.000,3,7,10,2,0,0,5,2,29,18.2,+1
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-08,27-212,DEN,@,TOR,L (-5),1,46:57,7,21,.333,4,11,.364,0,0,,0,6,6,3,3,0,1,3,18,10.8,+4
22,22,2014-12-10,27-214,DEN,,MIA,W (+20),1,23:56,8,17,.471,1,5,.200,0,0,,2,6,8,0,0,0,1,1,17,10.1,+6
23,23,2014-12-13,27-217,DEN,@,HOU,L (-12),1,31:15,4,13,.308,1,5,.200,0,0,,1,8,9,2,0,0,2,3,9,2.8,-22
24,24,2014-12-14,27-218,DEN,,SAS,L (-8),1,36:02,6,10,.600,2,2,1.000,0,0,,1,2,3,3,1,0,1,5,14,10.8,-9
25,25,2014-12-17,27-221,DEN,,HOU,L (-4),1,34:38,8,17,.471,5,10,.500,2,2,1.000,1,5,6,0,1,1,2,3,23,15.0,-21
26,26,2014-12-19,27-223,DEN,,LAC,W (+3),1,35:56,6,16,.375,2,9,.222,2,2,1.000,2,3,5,2,0,0,4,5,16,4.9,-12
27,27,2014-12-20,27-224,DEN,,IND,W (+3),1,29:00,1,10,.100,1,5,.200,1,2,.500,0,3,3,0,0,1,1,1,4,-2.8,-11
28,28,2014-12-22,27-226,DEN,@,CHO,L (-28),1,25:22,3,4,.750,0,1,.000,0,0,,0,6,6,1,1,1,1,4,6,6.0,-13
29,29,2014-12-23,27-227,DEN,@,BRK,L (-6),1,37:48,5,17,.294,1,9,.111,0,0,,0,5,5,1,1,0,2,3,11,1.1,-4
30,30,2014-12-26,27-230,DEN,,MIN,W (+4),1,40:31,7,21,.333,2,9,.222,5,6,.833,0,4,4,1,1,2,0,3,21,11.8,+7
31,31,2014-12-28,27-232,DEN,,TOR,L (-14),1,40:56,8,20,.400,1,3,.333,3,5,.600,2,8,10,3,0,1,3,4,20,10.4,-3
32,32,2014-12-30,27-234,DEN,,LAL,L (-8),1,16:33,2,6,.333,1,3,.333,4,4,1.000,0,2,2,1,0,0,0,0,9,6.9,-12
33,33,2015-01-01,27-236,DEN,@,CHI,L (-5),1,33:35,8,16,.500,2,5,.400,4,4,1.000,1,2,3,2,0,0,2,6,22,12.3,-1
34,34,2015-01-03,27-238,DEN,,MEM,W (+29),1,35:20,4,12,.333,2,4,.500,5,5,1.000,2,3,5,2,0,0,1,2,15,10.1,+9
35,35,2015-01-05,27-240,DEN,@,MIN,W (+9),1,41:06,2,7,.286,0,3,.000,0,0,,1,6,7,1,0,0,1,2,4,1.3,-9
36,36,2015-01-07,27-242,DEN,,ORL,W (+3),1,33:11,5,12,.417,2,5,.400,0,0,,1,5,6,1,0,0,3,2,12,4.7,+4
37,,2015-01-09,27-244,DEN,,SAC,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,37,2015-01-14,27-249,DEN,,DAL,W (+7),1,39:23,6,13,.462,1,5,.200,2,4,.500,1,9,10,6,0,0,2,3,15,11.9,+3
39,38,2015-01-16,27-251,DEN,@,DAL,L (-8),1,40:09,4,12,.333,2,6,.333,0,0,,1,5,6,1,1,0,3,5,10,2.1,-14
40,39,2015-01-17,27-252,DEN,,MIN,L (-8),1,32:46,6,16,.375,2,8,.250,0,1,.000,0,0,0,2,1,0,0,5,14,5.2,-11
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,40,2015-01-19,27-254,DEN,@,GSW,L (-43),1,26:50,3,8,.375,1,4,.250,0,0,,0,6,6,0,0,0,0,1,7,4.0,-25
42,41,2015-01-20,27-255,DEN,,SAS,L (-10),1,37:53,5,11,.455,0,1,.000,1,3,.333,1,4,5,2,0,0,2,4,11,4.2,-12
43,42,2015-01-23,27-258,DEN,,BOS,L (-1),1,36:04,5,15,.333,1,5,.200,3,4,.750,2,4,6,2,3,1,0,1,14,12.4,+8
44,43,2015-01-25,27-260,DEN,,WAS,L (-2),1,37:59,8,19,.421,4,9,.444,0,0,,5,4,9,1,1,1,1,4,20,14.4,+13
45,44,2015-01-26,27-261,DEN,@,LAC,L (-4),1,34:37,7,18,.389,3,8,.375,1,2,.500,3,7,10,2,1,0,1,3,18,12.2,-1
46,45,2015-01-28,27-263,DEN,@,NOP,W (+8),1,28:05,4,8,.500,1,1,1.000,0,0,,2,6,8,3,0,0,2,3,9,7.1,+7
47,46,2015-01-29,27-264,DEN,@,MEM,L (-30),1,25:37,5,11,.455,0,5,.000,0,0,,1,4,5,1,1,1,0,1,10,8.2,-16
48,47,2015-01-31,27-266,DEN,,CHO,L (-18),1,23:34,4,9,.444,1,3,.333,1,1,1.000,1,7,8,2,0,0,0,2,10,8.7,-12
49,48,2015-02-03,27-269,DEN,@,PHI,L (-7),1,25:31,7,15,.467,5,10,.500,0,0,,0,6,6,2,1,0,0,1,19,15.1,+4
50,49,2015-02-04,27-270,DEN,@,BOS,L (-4),1,36:21,2,8,.250,0,5,.000,4,4,1.000,2,6,8,4,1,1,2,2,8,8.1,+4
51,50,2015-02-06,27-272,DEN,@,DET,L (-10),1,22:16,5,11,.455,1,4,.250,0,0,,0,5,5,1,0,1,1,3,11,6.0,-12
52,51,2015-02-09,27-275,DEN,,OKC,L (-10),1,35:26,9,15,.600,1,3,.333,4,4,1.000,0,1,1,2,1,0,0,4,23,17.2,-6
53,52,2015-02-10,27-276,DEN,@,LAL,W (+10),1,29:24,6,13,.462,1,4,.250,0,0,,1,5,6,0,0,0,1,2,13,6.7,+7
54,53,2015-02-20,27-286,DEN,@,MIL,L (-8),1,37:31,8,20,.400,3,12,.250,0,0,,0,4,4,3,0,1,3,2,19,8.4,-4
55,54,2015-02-22,27-288,DEN,@,OKC,L (-25),1,18:08,2,11,.182,0,4,.000,0,0,,3,1,4,1,1,1,0,1,4,1.5,-13
56,,2015-02-23,27-289,DEN,,BRK,L (-28),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,,2015-02-25,27-291,DEN,,PHO,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
58,55,2015-02-27,27-293,DEN,,UTA,L (-22),0,33:30,2,11,.182,1,6,.167,1,1,1.000,4,4,8,3,2,1,3,1,6,4.5,-1
59,56,2015-03-01,27-295,DEN,,NOP,L (-7),1,33:57,6,10,.600,2,5,.400,0,2,.000,1,7,8,0,0,0,0,4,14,9.8,-18
60,57,2015-03-03,27-297,DEN,,MIL,W (+11),1,30:05,5,12,.417,2,5,.400,0,0,,0,3,3,3,1,0,2,4,12,6.0,+6
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
61,58,2015-03-04,27-298,DEN,@,MIN,W (+15),1,26:12,4,10,.400,1,3,.333,0,0,,3,4,7,1,0,0,2,1,9,5.2,+10
62,59,2015-03-06,27-300,DEN,@,SAS,L (-9),1,30:01,7,13,.538,0,2,.000,2,2,1.000,1,7,8,1,0,0,2,4,16,9.6,-7
63,60,2015-03-07,27-301,DEN,,HOU,L (-14),1,37:37,11,15,.733,4,5,.800,0,0,,1,4,5,2,4,0,3,4,26,22.6,+6
64,61,2015-03-09,27-303,DEN,,NYK,W (+28),1,23:07,6,10,.600,2,4,.500,3,3,1.000,1,5,6,2,0,1,1,2,17,14.9,+2
65,62,2015-03-11,27-305,DEN,,ATL,W (+13),1,26:32,3,7,.429,2,4,.500,0,0,,0,5,5,1,1,1,2,3,8,5.0,+23
66,63,2015-03-13,27-307,DEN,,GSW,W (+11),1,31:46,5,9,.556,0,1,.000,0,2,.000,0,3,3,5,0,0,0,3,10,8.1,+19
67,,2015-03-15,27-309,DEN,,NOP,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
68,64,2015-03-16,27-310,DEN,@,MEM,L (-11),1,35:35,4,10,.400,2,2,1.000,3,6,.500,3,5,8,0,2,1,3,1,13,9.3,-14
69,65,2015-03-19,27-313,DEN,@,HOU,L (-10),1,30:39,10,17,.588,2,6,.333,1,1,1.000,0,6,6,2,3,1,1,5,23,19.0,-13
70,66,2015-03-20,27-314,DEN,@,MIA,L (-17),1,36:21,5,8,.625,1,3,.333,2,2,1.000,1,6,7,3,0,0,0,1,13,13.6,-10
71,67,2015-03-22,27-316,DEN,@,ORL,W (+19),1,24:29,3,9,.333,1,2,.500,0,0,,3,4,7,3,1,0,1,2,7,6.5,+8
72,68,2015-03-25,27-319,DEN,,PHI,L (-14),1,39:47,4,14,.286,4,8,.500,4,4,1.000,1,10,11,1,0,0,3,3,16,8.0,-11
73,69,2015-03-27,27-321,DEN,,UTA,W (+16),1,35:26,4,7,.571,1,2,.500,2,2,1.000,1,5,6,4,2,0,0,4,11,13.1,+16
74,70,2015-03-28,27-322,DEN,@,POR,L (-6),1,39:19,5,12,.417,1,5,.200,2,2,1.000,0,8,8,5,2,0,1,3,13,12.3,0
75,71,2015-04-01,27-326,DEN,@,UTA,L (-14),1,24:44,1,7,.143,0,3,.000,0,0,,0,3,3,1,0,0,1,3,2,-3.1,-13
76,72,2015-04-03,27-328,DEN,@,SAS,L (-30),1,28:04,3,8,.375,0,1,.000,1,2,.500,1,2,3,2,0,1,1,3,7,3.4,-21
77,73,2015-04-04,27-329,DEN,,LAC,L (-15),1,34:24,5,15,.333,1,5,.200,6,8,.750,2,4,6,3,0,0,1,3,17,10.2,-11
78,74,2015-04-08,27-333,DEN,,LAL,W (+18),1,27:30,2,7,.286,0,0,,5,8,.625,2,6,8,3,0,0,0,1,9,8.6,+37
79,75,2015-04-10,27-335,DEN,,DAL,L (-1),1,48:42,9,22,.409,2,9,.222,0,0,,6,5,11,2,1,0,3,3,20,12.1,-6
80,76,2015-04-12,27-337,DEN,,SAC,W (+11),1,30:01,8,15,.533,3,6,.500,2,2,1.000,1,8,9,4,3,0,0,5,21,20.6,+10
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
81,77,2015-04-13,27-338,DEN,@,LAC,L (-7),1,35:23,12,23,.522,6,10,.600,2,3,.667,1,5,6,0,1,0,0,6,32,21.1,-8
82,78,2015-04-15,27-340,DEN,@,GSW,L (-7),1,22:35,7,13,.538,1,6,.167,3,4,.750,0,4,4,0,1,0,3,1,18,10.1,-17
