<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,28-255,MIA,,WAS,W (+12),1,31:41,1,9,.111,0,6,.000,1,2,.500,3,3,6,3,2,0,0,5,3,1.8,+6
2,2,2014-11-01,28-258,MIA,@,PHI,W (+18),1,29:00,5,9,.556,3,5,.600,2,2,1.000,0,4,4,4,1,0,1,4,15,13.1,+16
3,3,2014-11-02,28-259,MIA,,TOR,W (+5),1,28:22,5,10,.500,3,7,.429,3,4,.750,1,4,5,0,1,1,0,3,16,13.0,+7
4,4,2014-11-04,28-261,MIA,,HOU,L (-17),1,29:25,4,6,.667,3,4,.750,3,4,.750,2,3,5,1,0,0,0,5,14,12.0,-15
5,5,2014-11-05,28-262,MIA,@,CHO,L (-7),1,29:45,3,5,.600,3,4,.750,0,0,,0,5,5,1,0,3,0,4,9,9.4,-4
6,6,2014-11-08,28-265,MIA,,MIN,W (+10),1,33:02,3,9,.333,1,5,.200,0,0,,1,6,7,1,0,1,0,3,7,4.6,+11
7,7,2014-11-09,28-266,MIA,@,DAL,W (+9),1,19:04,3,5,.600,1,2,.500,0,0,,0,2,2,1,0,0,1,4,7,3.4,-5
8,8,2014-11-12,28-269,MIA,,IND,L (-6),1,22:01,5,6,.833,4,5,.800,1,2,.500,1,0,1,0,0,0,0,1,15,12.7,-2
9,9,2014-11-14,28-271,MIA,@,ATL,L (-11),1,32:32,8,11,.727,5,6,.833,0,0,,2,4,6,1,1,1,1,5,21,18.5,+3
10,10,2014-11-16,28-273,MIA,,MIL,L (-7),1,26:18,5,9,.556,3,6,.500,0,0,,2,9,11,1,0,0,0,5,13,11.5,-11
11,11,2014-11-17,28-274,MIA,@,BRK,W (+12),1,36:17,1,5,.200,1,3,.333,2,2,1.000,0,6,6,4,0,0,0,3,5,5.3,+4
12,12,2014-11-20,28-277,MIA,,LAC,L (-17),1,24:38,1,5,.200,1,2,.500,4,4,1.000,0,3,3,2,0,0,1,2,7,4.4,-7
13,13,2014-11-22,28-279,MIA,@,ORL,W (+7),1,35:49,3,6,.500,2,4,.500,2,2,1.000,0,5,5,3,1,2,1,1,10,11.6,+9
14,14,2014-11-23,28-280,MIA,,CHO,W (+1),1,25:24,2,4,.500,1,3,.333,0,0,,0,6,6,0,0,2,0,3,5,5.0,-3
