<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2015-01-05,27-146,UTA,,IND,L (-4),0,18:19,1,6,.167,0,1,.000,0,0,,1,4,5,4,1,0,0,4,2,2.3,+1
2,2,2015-01-07,27-148,UTA,@,CHI,W (+20),0,21:21,1,3,.333,0,1,.000,0,2,.000,0,2,2,1,1,1,4,4,2,-3.1,+15
3,3,2015-01-09,27-150,UTA,@,OKC,L (-5),0,29:40,3,6,.500,3,4,.750,0,0,,0,4,4,0,2,1,3,4,9,5.3,+2
4,4,2015-01-10,27-151,UTA,@,HOU,L (-15),0,27:51,3,11,.273,2,5,.400,0,0,,1,1,2,2,3,1,4,1,8,3.2,-7
5,5,2015-01-13,27-154,UTA,,GSW,L (-11),0,22:19,2,5,.400,1,2,.500,2,2,1.000,0,1,1,0,0,0,0,3,7,3.4,-5
6,6,2015-01-16,27-157,UTA,,LAL,W (+9),0,10:43,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,1,1,3,0,-2.9,-9
7,7,2015-01-18,27-159,UTA,@,SAS,L (-20),0,17:20,2,7,.286,0,0,,3,3,1.000,0,1,1,0,0,1,1,2,7,2.1,-4
8,8,2015-01-21,27-162,UTA,@,CLE,L (-14),0,20:32,4,9,.444,2,5,.400,2,2,1.000,2,1,3,1,1,0,3,5,12,5.7,+5
9,9,2015-01-22,27-163,UTA,@,MIL,W (+2),0,17:37,1,4,.250,1,3,.333,2,2,1.000,1,1,2,1,1,1,2,2,5,3.2,-1
10,10,2015-01-24,27-165,UTA,,BRK,W (+35),0,18:43,2,5,.400,1,2,.500,0,0,,0,2,2,2,2,0,2,2,5,3.5,+14
11,11,2015-01-26,27-167,UTA,,BOS,L (-9),0,20:06,1,4,.250,1,1,1.000,0,0,,0,4,4,2,1,1,2,2,3,2.1,-22
12,12,2015-01-28,27-169,UTA,,LAC,L (-5),0,14:58,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,2,0,0.9,-10
13,13,2015-01-30,27-171,UTA,,GSW,W (+10),0,21:39,3,7,.429,1,4,.250,2,2,1.000,0,1,1,0,1,0,0,3,9,5.4,+10
14,14,2015-02-03,27-175,UTA,@,POR,L (-1),0,17:49,1,5,.200,1,2,.500,0,0,,0,2,2,0,1,0,0,3,3,0.3,0
15,15,2015-02-04,27-176,UTA,,MEM,L (-10),0,17:23,2,5,.400,0,2,.000,3,5,.600,0,4,4,0,1,0,1,3,7,3.5,+10
16,16,2015-02-06,27-178,UTA,@,PHO,L (-7),0,5:54,0,2,.000,0,0,,0,0,,0,0,0,0,1,0,1,0,0,-1.4,-12
17,17,2015-02-07,27-179,UTA,,SAC,W (+12),1,36:16,1,3,.333,0,0,,5,6,.833,2,5,7,3,1,0,0,3,7,9.7,+11
18,18,2015-02-09,27-181,UTA,@,NOP,W (+4),1,36:42,1,8,.125,0,1,.000,0,2,.000,4,3,7,2,4,2,0,4,2,4.9,-14
