<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,25-247,MEM,,MIN,W (+4),0,4:56,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,-2
2,2,2014-10-31,25-249,MEM,@,IND,W (+8),0,22:20,1,4,.250,0,0,,1,2,.500,3,2,5,1,0,0,0,2,3,2.8,0
3,3,2014-11-01,25-250,MEM,@,CHO,W (+2),0,19:43,0,2,.000,0,0,,1,2,.500,3,3,6,1,0,0,2,2,1,0.1,-3
4,4,2014-11-03,25-252,MEM,,NOP,W (+12),0,7:39,0,0,,0,0,,0,0,,0,3,3,1,0,1,1,1,0,0.9,+4
5,5,2014-11-05,25-254,MEM,@,PHO,W (+11),0,12:37,0,2,.000,0,0,,0,0,,2,3,5,1,0,0,0,1,0,1.2,-6
6,6,2014-11-07,25-256,MEM,@,OKC,W (+2),0,15:26,2,5,.400,0,0,,0,0,,3,4,7,0,1,0,0,0,4,5.6,+3
7,7,2014-11-08,25-257,MEM,@,MIL,L (-1),0,10:00,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,1,1,2,0.6,-7
8,8,2014-11-11,25-260,MEM,,LAL,W (+5),0,24:51,5,5,1.000,0,0,,4,4,1.000,0,3,3,0,0,1,1,3,14,11.9,+13
9,9,2014-11-13,25-262,MEM,,SAC,W (+1),0,10:33,3,4,.750,0,0,,2,2,1.000,0,1,1,0,0,1,1,3,8,5.2,+3
10,10,2014-11-15,25-264,MEM,,DET,W (+7),0,13:46,3,5,.600,0,0,,1,2,.500,0,4,4,0,1,2,0,1,7,7.5,+7
11,11,2014-11-17,25-266,MEM,,HOU,W (+26),0,17:24,5,6,.833,0,0,,0,0,,1,5,6,1,3,3,0,3,10,14.6,+21
12,,2014-11-19,25-268,MEM,,TOR,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12,2014-11-21,25-270,MEM,,BOS,W (+17),0,15:28,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,1,3,4,1.1,-3
14,13,2014-11-23,25-272,MEM,,LAC,W (+16),0,11:55,1,3,.333,0,0,,0,1,.000,0,6,6,1,0,0,0,2,2,1.6,-3
15,14,2014-11-26,25-275,MEM,@,LAL,W (+6),0,12:42,3,5,.600,0,0,,0,0,,0,8,8,1,0,2,0,2,6,7.4,+2
