<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,24-263,GSW,@,SAC,W (+18),1,37:59,4,14,.286,2,8,.250,9,10,.900,0,2,2,6,2,1,5,1,19,12.5,+21
2,2,2014-11-01,24-266,GSW,,LAL,W (+23),1,34:08,14,18,.778,5,7,.714,8,9,.889,0,5,5,2,0,0,1,2,41,34.7,+24
3,3,2014-11-02,24-267,GSW,@,POR,W (+5),1,33:56,11,22,.500,3,7,.429,4,4,1.000,0,1,1,1,3,1,2,2,29,19.9,+7
4,4,2014-11-05,24-270,GSW,,LAC,W (+17),1,30:17,7,13,.538,3,4,.750,2,2,1.000,0,1,1,1,0,2,1,4,19,12.5,+12
5,5,2014-11-08,24-273,GSW,@,HOU,W (+11),1,31:09,3,16,.188,0,6,.000,5,8,.625,0,4,4,6,0,0,4,3,11,0.0,+28
6,,2014-11-09,24-274,GSW,,PHO,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,6,2014-11-11,24-276,GSW,,SAS,L (-13),1,39:42,9,17,.529,5,6,.833,6,6,1.000,0,5,5,4,1,0,4,0,29,22.0,-7
8,7,2014-11-13,24-278,GSW,,BRK,W (+8),1,35:52,8,22,.364,4,9,.444,5,6,.833,2,2,4,2,2,0,2,0,25,15.8,+12
9,8,2014-11-15,24-280,GSW,,CHO,W (+25),1,27:12,7,13,.538,4,6,.667,3,3,1.000,1,3,4,5,3,1,2,1,21,21.1,+24
10,9,2014-11-16,24-281,GSW,@,LAL,W (+21),1,29:13,5,11,.455,2,7,.286,6,6,1.000,0,3,3,3,0,3,2,3,18,14.2,+38
11,10,2014-11-21,24-286,GSW,,UTA,W (+13),1,22:55,6,11,.545,1,5,.200,1,2,.500,0,1,1,2,2,0,0,1,14,11.6,+25
12,11,2014-11-23,24-288,GSW,@,OKC,W (+5),1,38:09,6,20,.300,4,11,.364,4,4,1.000,1,7,8,5,0,0,0,0,20,14.7,+9
13,12,2014-11-25,24-290,GSW,@,MIA,W (+17),1,37:58,10,19,.526,3,7,.429,1,2,.500,1,3,4,3,0,1,3,5,24,13.7,+22
14,13,2014-11-26,24-291,GSW,@,ORL,W (+15),1,25:08,6,14,.429,0,2,.000,0,0,,0,4,4,2,2,1,3,0,12,6.9,+26
15,14,2014-11-28,24-293,GSW,@,CHO,W (+5),1,34:30,7,22,.318,3,5,.600,0,0,,2,3,5,4,3,1,1,3,17,11.0,+3
16,15,2014-11-30,24-295,GSW,@,DET,W (+11),1,35:08,5,11,.455,2,2,1.000,3,3,1.000,0,3,3,2,1,0,3,1,15,9.2,+10
17,16,2014-12-02,24-297,GSW,,ORL,W (+1),1,35:04,8,16,.500,4,8,.500,0,0,,0,6,6,5,2,0,1,1,20,17.9,+7
18,17,2014-12-04,24-299,GSW,,NOP,W (+27),1,33:01,8,16,.500,5,8,.625,2,4,.500,1,3,4,5,2,1,2,0,23,20.0,+19
19,18,2014-12-06,24-301,GSW,@,CHI,W (+10),1,37:36,9,23,.391,2,8,.250,4,4,1.000,0,5,5,5,2,2,2,3,24,16.7,+25
20,19,2014-12-08,24-303,GSW,@,MIN,W (+16),1,29:54,7,15,.467,3,6,.500,4,4,1.000,0,1,1,3,0,0,1,2,21,13.9,+8
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,20,2014-12-10,24-305,GSW,,HOU,W (+12),1,34:52,8,18,.444,1,8,.125,4,4,1.000,0,4,4,4,1,2,4,2,21,13.2,+8
22,21,2014-12-13,24-308,GSW,@,DAL,W (+7),1,41:15,10,21,.476,5,11,.455,0,0,,0,5,5,3,1,1,2,3,25,16.4,-7
23,22,2014-12-14,24-309,GSW,@,NOP,W (+6),1,41:39,10,22,.455,2,7,.286,7,9,.778,0,4,4,3,1,3,3,3,29,19.0,+20
24,23,2014-12-16,24-311,GSW,@,MEM,L (-7),1,40:20,8,16,.500,4,5,.800,2,2,1.000,0,2,2,0,1,1,2,1,22,13.9,-17
25,24,2014-12-18,24-313,GSW,,OKC,W (+5),1,35:17,7,15,.467,2,4,.500,3,3,1.000,0,2,2,5,1,1,1,0,19,16.1,-5
26,25,2014-12-22,24-317,GSW,,SAC,W (+20),1,27:36,10,16,.625,2,4,.500,3,3,1.000,0,2,2,3,1,0,1,0,25,20.5,+10
27,26,2014-12-23,24-318,GSW,@,LAL,L (-10),1,30:06,6,15,.400,4,8,.500,2,2,1.000,1,2,3,1,1,1,1,1,18,12.2,-21
28,27,2014-12-25,24-320,GSW,@,LAC,L (-14),1,36:35,6,18,.333,2,10,.200,1,2,.500,0,3,3,3,2,1,3,2,15,6.3,-9
29,28,2014-12-27,24-322,GSW,,MIN,W (+13),1,24:25,8,15,.533,4,9,.444,1,2,.500,0,5,5,4,1,0,2,2,21,15.8,+15
30,29,2014-12-30,24-325,GSW,,PHI,W (+40),1,23:44,6,14,.429,2,8,.250,0,0,,0,3,3,3,1,0,4,2,14,5.8,+14
31,30,2015-01-02,24-328,GSW,,TOR,W (+21),1,28:37,8,13,.615,4,6,.667,0,0,,0,2,2,1,2,3,3,4,20,14.9,+19
32,31,2015-01-05,24-331,GSW,,OKC,W (+26),1,18:49,6,12,.500,3,5,.600,4,5,.800,0,3,3,0,1,1,3,4,19,10.6,+10
33,32,2015-01-07,24-333,GSW,,IND,W (+15),1,40:02,14,25,.560,6,11,.545,6,6,1.000,0,4,4,3,1,1,2,1,40,30.7,+20
34,33,2015-01-09,24-335,GSW,,CLE,W (+18),1,29:38,8,17,.471,4,10,.400,4,4,1.000,1,3,4,2,2,1,1,3,24,18.8,+8
35,34,2015-01-13,24-339,GSW,@,UTA,W (+11),1,26:43,5,8,.625,2,2,1.000,0,0,,0,4,4,3,0,0,1,1,12,10.3,+12
36,35,2015-01-14,24-340,GSW,,MIA,W (+15),1,32:39,7,17,.412,3,9,.333,2,2,1.000,0,4,4,1,1,2,1,1,19,12.8,+3
37,36,2015-01-16,24-342,GSW,@,OKC,L (-12),1,33:15,12,22,.545,3,6,.500,5,6,.833,2,2,4,4,0,0,3,1,32,22.4,-14
38,37,2015-01-17,24-343,GSW,@,HOU,W (+25),1,30:48,9,15,.600,3,5,.600,6,9,.667,0,5,5,2,1,5,1,0,27,25.3,+18
39,38,2015-01-19,24-345,GSW,,DEN,W (+43),1,23:17,7,13,.538,4,8,.500,4,4,1.000,0,3,3,3,1,0,0,0,22,19.7,+20
40,39,2015-01-21,24-347,GSW,,HOU,W (+13),1,31:16,10,21,.476,3,8,.375,4,4,1.000,3,0,3,5,4,0,0,2,27,25.1,+29
