<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,23-069,SAS,,DAL,W (+1),0,16:42,3,4,.750,1,2,.500,0,0,,0,1,1,2,0,0,0,1,7,6.7,+6
2,2,2014-10-31,23-072,SAS,@,PHO,L (-5),0,14:13,3,6,.500,0,2,.000,1,2,.500,1,4,5,1,0,1,0,3,7,5.7,-2
3,3,2014-11-05,23-077,SAS,,ATL,W (+2),0,13:41,3,6,.500,1,2,.500,3,3,1.000,2,0,2,0,0,0,1,1,10,7.0,-2
4,4,2014-11-06,23-078,SAS,@,HOU,L (-17),0,21:31,9,11,.818,0,1,.000,0,0,,0,1,1,0,0,0,3,1,18,10.8,0
5,5,2014-11-08,23-080,SAS,,NOP,L (-1),0,15:41,1,7,.143,0,1,.000,1,2,.500,0,1,1,3,0,1,0,4,3,-0.4,-5
6,6,2014-11-10,23-082,SAS,@,LAC,W (+4),0,16:03,0,4,.000,0,2,.000,0,0,,0,3,3,1,2,0,0,1,0,0.4,+4
7,7,2014-11-11,23-083,SAS,@,GSW,W (+13),0,19:56,5,7,.714,0,0,,1,2,.500,0,0,0,4,2,0,0,3,11,11.3,+9
8,8,2014-11-14,23-086,SAS,@,LAL,W (+13),0,25:40,5,10,.500,1,2,.500,3,4,.750,0,3,3,4,1,0,2,2,14,10.5,+10
9,9,2014-11-15,23-087,SAS,@,SAC,L (-3),0,15:36,0,2,.000,0,0,,0,0,,0,1,1,2,1,0,1,0,0,0.3,-3
10,10,2014-11-17,23-089,SAS,,PHI,W (+25),0,26:20,3,8,.375,1,4,.250,7,9,.778,1,4,5,2,1,0,1,0,14,12.1,0
11,11,2014-11-19,23-091,SAS,@,CLE,W (+2),0,17:42,4,5,.800,1,1,1.000,1,2,.500,2,1,3,3,0,0,0,2,10,10.7,+4
12,12,2014-11-21,23-093,SAS,@,MIN,W (+29),0,6:59,0,1,.000,0,0,,0,0,,0,2,2,3,0,0,1,2,0,0.2,-3
13,,2014-11-22,23-094,SAS,,BRK,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,,2014-11-26,23-098,SAS,,IND,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,13,2014-11-28,23-100,SAS,,SAC,W (+8),0,9:51,1,3,.333,0,1,.000,1,2,.500,1,1,2,1,0,0,0,2,3,1.8,+3
16,14,2014-11-30,23-102,SAS,@,BOS,W (+22),0,16:43,3,7,.429,0,1,.000,2,3,.667,1,2,3,4,1,0,1,1,8,7.6,+7
17,15,2014-12-01,23-103,SAS,@,PHI,W (+6),1,33:55,4,10,.400,0,1,.000,6,8,.750,1,7,8,6,0,0,3,3,14,10.6,-6
18,16,2014-12-03,23-105,SAS,@,BRK,L (-2),0,23:47,3,8,.375,0,0,,1,2,.500,1,2,3,3,0,0,0,3,7,4.4,+19
19,17,2014-12-05,23-107,SAS,@,MEM,W (+6),0,23:24,5,8,.625,0,1,.000,2,2,1.000,1,2,3,0,1,0,1,3,12,8.5,+5
20,18,2014-12-06,23-108,SAS,,MIN,W (+22),1,32:42,7,10,.700,0,0,,4,4,1.000,1,3,4,5,1,0,0,0,18,19.9,+19
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
