<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,24-106,POR,,OKC,W (+17),1,29:38,3,10,.300,2,7,.286,2,2,1.000,0,2,2,5,1,0,1,4,10,6.7,+9
2,2,2014-10-31,24-108,POR,@,SAC,L (-9),1,35:20,4,13,.308,4,8,.500,8,9,.889,2,5,7,2,0,1,1,4,20,14.5,-16
3,3,2014-11-02,24-110,POR,,GSW,L (-5),1,38:22,4,18,.222,1,7,.143,2,2,1.000,3,3,6,5,0,0,2,1,11,4.1,-3
4,4,2014-11-04,24-112,POR,,CLE,W (+19),1,36:13,6,13,.462,5,10,.500,10,10,1.000,1,5,6,7,1,1,0,2,27,28.3,+15
5,5,2014-11-06,24-114,POR,,DAL,W (+21),1,31:52,6,13,.462,1,6,.167,5,5,1.000,0,5,5,6,1,0,5,1,18,12.6,+23
6,6,2014-11-08,24-116,POR,@,LAC,L (-4),1,38:36,9,14,.643,4,8,.500,3,4,.750,0,7,7,8,0,0,5,5,25,19.1,-1
7,7,2014-11-09,24-117,POR,,DEN,W (+16),1,33:44,4,9,.444,2,5,.400,1,1,1.000,1,4,5,7,2,0,0,3,11,13.9,-1
8,8,2014-11-11,24-119,POR,,CHO,W (+2),1,38:37,12,21,.571,5,8,.625,0,0,,1,3,4,7,2,0,6,1,29,21.2,-3
9,9,2014-11-12,24-120,POR,@,DEN,W (+17),1,30:06,10,16,.625,5,6,.833,2,2,1.000,1,4,5,9,2,0,4,1,27,25.6,+28
10,10,2014-11-15,24-123,POR,,BRK,W (+10),1,37:54,8,14,.571,4,6,.667,8,9,.889,0,5,5,10,0,0,4,2,28,24.7,+2
11,11,2014-11-17,24-125,POR,,NOP,W (+9),1,35:26,7,18,.389,2,7,.286,8,8,1.000,1,3,4,7,2,0,4,2,24,17.9,-2
12,12,2014-11-21,24-129,POR,,CHI,W (+18),1,26:07,7,9,.778,4,4,1.000,3,3,1.000,0,6,6,9,1,0,4,0,21,22.6,+40
13,13,2014-11-23,24-131,POR,@,BOS,W (+6),1,37:54,4,14,.286,2,6,.333,2,2,1.000,0,9,9,5,4,0,5,2,12,8.2,+4
14,14,2014-11-24,24-132,POR,@,PHI,W (+10),1,37:02,6,11,.545,1,4,.250,3,3,1.000,1,4,5,4,2,0,3,3,16,13.2,+14
15,15,2014-11-26,24-134,POR,@,CHO,W (+8),1,35:30,8,17,.471,4,8,.500,2,3,.667,0,4,4,7,1,0,1,2,22,18.2,+13
16,16,2014-11-28,24-136,POR,,MEM,L (-13),1,35:55,7,16,.438,1,6,.167,5,7,.714,1,3,4,9,3,0,1,1,20,20.3,-5
17,17,2014-11-30,24-138,POR,,MIN,W (+14),1,35:32,6,14,.429,1,7,.143,4,7,.571,0,1,1,8,3,1,1,1,17,16.6,-1
18,18,2014-12-02,24-140,POR,@,DEN,W (+2),1,31:00,7,15,.467,1,5,.200,2,2,1.000,1,2,3,6,1,0,2,5,17,11.8,+2
19,19,2014-12-04,24-142,POR,,IND,W (+6),1,34:21,7,15,.467,1,5,.200,8,11,.727,0,8,8,3,2,0,1,1,23,19.2,+6
20,20,2014-12-07,24-145,POR,@,NYK,W (+4),1,36:09,5,16,.313,2,8,.250,8,9,.889,0,5,5,2,1,0,1,0,20,13.3,+11
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-09,24-147,POR,@,DET,W (+12),1,35:20,6,14,.429,1,5,.200,1,2,.500,0,5,5,7,2,0,2,2,14,11.8,+10
22,22,2014-12-10,24-148,POR,@,MIN,L (-8),1,41:42,9,24,.375,2,12,.167,3,3,1.000,1,6,7,5,3,0,1,3,23,16.6,0
23,23,2014-12-12,24-150,POR,@,CHI,L (-9),1,38:18,13,21,.619,7,11,.636,2,3,.667,0,5,5,6,0,0,4,3,35,25.6,-3
24,24,2014-12-13,24-151,POR,@,IND,W (+10),1,36:38,7,22,.318,0,3,.000,4,4,1.000,0,3,3,4,1,0,1,2,18,8.3,+13
25,25,2014-12-15,24-153,POR,,SAS,W (+13),1,33:48,8,18,.444,1,3,.333,6,6,1.000,3,7,10,6,2,0,2,3,23,20.8,+8
26,26,2014-12-17,24-155,POR,,MIL,W (+7),1,36:39,10,18,.556,4,7,.571,5,6,.833,0,3,3,7,2,0,4,3,29,22.6,+14
27,27,2014-12-19,24-157,POR,@,SAS,W (+10),1,52:30,16,29,.552,4,9,.444,7,8,.875,0,3,3,6,2,1,4,2,43,31.7,+20
28,28,2014-12-20,24-158,POR,@,NOP,W (+26),1,27:47,6,12,.500,3,6,.500,2,2,1.000,0,3,3,7,1,0,1,2,17,16.0,+30
29,29,2014-12-22,24-160,POR,@,HOU,L (-15),1,32:12,6,16,.375,0,5,.000,6,6,1.000,1,2,3,3,1,0,6,1,18,7.2,-18
30,30,2014-12-23,24-161,POR,@,OKC,W (+4),1,45:46,11,21,.524,8,12,.667,10,11,.909,1,5,6,11,2,0,2,1,40,38.8,+17
31,31,2014-12-26,24-164,POR,,PHI,W (+21),1,32:30,9,17,.529,3,8,.375,7,7,1.000,0,5,5,9,1,0,7,1,28,21.1,+18
32,32,2014-12-28,24-166,POR,,NYK,W (+22),1,29:41,4,11,.364,2,6,.333,1,2,.500,0,4,4,6,2,0,2,0,11,9.9,+14
33,33,2014-12-30,24-168,POR,,TOR,W (+5),1,46:11,9,24,.375,4,15,.267,4,5,.800,0,2,2,9,1,2,2,3,26,18.5,+11
34,34,2015-01-03,24-172,POR,,ATL,L (-8),1,38:59,7,18,.389,2,6,.333,0,1,.000,2,6,8,7,0,1,2,5,16,10.6,-7
35,35,2015-01-05,24-174,POR,,LAL,W (+4),1,38:53,12,21,.571,4,8,.500,11,13,.846,2,4,6,5,2,1,1,0,39,36.1,+4
36,36,2015-01-08,24-177,POR,,MIA,W (+16),1,33:26,6,17,.353,2,8,.250,2,2,1.000,0,0,0,3,0,2,1,2,16,8.2,+18
37,37,2015-01-10,24-179,POR,,ORL,W (+11),1,34:56,3,10,.300,2,8,.250,8,10,.800,1,4,5,5,1,0,4,0,16,11.8,+6
38,38,2015-01-11,24-180,POR,@,LAL,W (+12),1,36:41,13,23,.565,4,8,.500,4,5,.800,0,3,3,7,0,0,3,2,34,24.7,+13
39,39,2015-01-14,24-183,POR,,LAC,L (-6),1,37:03,5,16,.313,4,9,.444,1,2,.500,0,3,3,4,1,0,3,3,15,5.9,-6
40,40,2015-01-16,24-185,POR,@,SAS,L (-14),1,36:03,9,17,.529,0,5,.000,5,6,.833,0,2,2,5,0,0,1,2,23,16.6,-22
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,41,2015-01-17,24-186,POR,@,MEM,L (-4),1,40:59,9,26,.346,3,10,.300,2,3,.667,3,3,6,6,2,0,2,2,23,14.4,-4
42,42,2015-01-19,24-188,POR,,SAC,W (+4),1,37:44,6,19,.316,2,9,.222,8,11,.727,2,4,6,5,3,0,0,1,22,18.6,-5
43,43,2015-01-21,24-190,POR,@,PHO,L (-5),1,40:37,6,22,.273,2,10,.200,8,8,1.000,0,3,3,6,2,0,5,2,22,10.3,+5
44,44,2015-01-22,24-191,POR,,BOS,L (-1),1,35:15,8,23,.348,2,5,.400,3,3,1.000,2,4,6,7,1,0,1,2,21,14.8,+2
45,45,2015-01-24,24-193,POR,,WAS,W (+7),1,35:56,5,13,.385,2,6,.333,8,8,1.000,0,3,3,7,1,0,2,2,20,16.9,+2
46,46,2015-01-28,24-197,POR,@,CLE,L (-5),1,38:13,4,19,.211,3,10,.300,3,4,.750,0,0,0,5,0,1,1,2,14,4.3,0
47,47,2015-01-30,24-199,POR,@,ATL,L (-6),1,40:20,6,20,.300,1,9,.111,0,0,,1,5,6,11,3,1,6,3,13,7.8,-1
48,48,2015-01-31,24-200,POR,@,MIL,L (-7),1,38:15,6,19,.316,1,10,.100,6,7,.857,1,4,5,9,3,1,6,2,19,12.8,-4
49,49,2015-02-03,24-203,POR,,UTA,W (+1),1,37:07,10,17,.588,0,6,.000,5,7,.714,0,4,4,6,2,0,1,3,25,21.5,+12
50,50,2015-02-05,24-205,POR,,PHO,W (+21),1,32:34,6,15,.400,0,5,.000,1,2,.500,1,3,4,3,2,1,2,0,13,8.9,+13
51,51,2015-02-07,24-207,POR,@,DAL,L (-10),1,42:21,7,19,.368,4,10,.400,8,9,.889,2,5,7,7,4,2,5,5,26,21.3,-11
52,52,2015-02-08,24-208,POR,@,HOU,W (+11),1,36:45,6,10,.600,1,5,.200,10,11,.909,0,5,5,5,2,0,1,3,23,22.8,+7
53,53,2015-02-11,24-211,POR,,LAL,W (+16),1,28:06,5,8,.625,0,3,.000,5,5,1.000,1,0,1,8,1,0,2,3,15,15.5,+22
54,54,2015-02-20,24-220,POR,@,UTA,L (-16),1,34:38,7,15,.467,3,9,.333,2,2,1.000,0,4,4,2,0,0,5,0,19,8.9,-4
55,55,2015-02-22,24-222,POR,,MEM,L (-6),1,35:25,7,17,.412,2,8,.250,2,4,.500,0,5,5,7,0,0,4,1,18,10.1,-23
56,56,2015-02-25,24-225,POR,,SAS,W (+16),1,33:41,7,15,.467,3,4,.750,1,1,1.000,1,6,7,5,1,0,3,2,18,13.5,+15
57,57,2015-02-27,24-227,POR,,OKC,W (+3),1,36:41,10,22,.455,2,7,.286,7,8,.875,0,3,3,5,1,0,1,1,29,21.2,+12
58,58,2015-03-01,24-229,POR,@,SAC,W (+11),1,35:42,11,20,.550,3,5,.600,6,6,1.000,0,4,4,7,0,1,2,1,31,25.8,+23
59,59,2015-03-04,24-232,POR,@,LAC,W (+5),1,43:21,1,13,.077,0,7,.000,3,4,.750,1,17,18,4,0,0,5,4,5,-2.1,+14
60,60,2015-03-05,24-233,POR,,DAL,W (+19),1,31:13,4,10,.400,2,5,.400,4,4,1.000,0,6,6,5,2,0,5,3,14,9.7,+16
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
61,61,2015-03-07,24-235,POR,@,MIN,L (-8),1,37:51,11,23,.478,4,8,.500,6,6,1.000,1,6,7,8,1,0,2,3,32,26.2,-7
62,62,2015-03-11,24-239,POR,,HOU,W (+5),1,34:35,5,16,.313,1,5,.200,3,4,.750,1,4,5,8,0,0,3,2,14,8.1,-1
63,63,2015-03-13,24-241,POR,,DET,W (+19),1,29:27,9,12,.750,5,7,.714,5,6,.833,0,2,2,9,0,0,1,0,28,28.7,+13
64,64,2015-03-15,24-243,POR,@,TOR,W (+16),1,35:15,10,20,.500,2,8,.250,1,2,.500,0,4,4,5,2,0,3,2,23,15.5,+7
65,65,2015-03-16,24-244,POR,@,WAS,L (-8),1,38:41,5,18,.278,2,8,.250,2,2,1.000,0,4,4,9,0,1,3,2,14,7.8,-5
66,66,2015-03-18,24-246,POR,@,MIA,L (-4),1,35:10,7,13,.538,2,5,.400,1,3,.333,0,3,3,3,1,0,4,1,17,9.5,-12
67,67,2015-03-20,24-248,POR,@,ORL,L (-7),1,36:42,6,15,.400,0,5,.000,6,6,1.000,1,3,4,4,1,0,1,1,18,13.9,-6
68,68,2015-03-21,24-249,POR,@,MEM,L (-11),1,39:19,8,18,.444,2,6,.333,9,9,1.000,0,3,3,7,0,0,5,2,27,17.6,-21
69,69,2015-03-24,24-252,POR,,GSW,L (-14),1,32:50,9,21,.429,6,11,.545,5,5,1.000,3,4,7,5,1,1,4,1,29,22.0,-15
70,70,2015-03-25,24-253,POR,@,UTA,W (+3),1,40:15,6,16,.375,1,6,.167,10,10,1.000,1,7,8,12,1,0,2,2,23,23.6,+6
71,71,2015-03-27,24-255,POR,@,PHO,W (+6),1,33:17,4,15,.267,2,6,.333,1,2,.500,0,4,4,4,0,0,3,2,11,1.9,+6
