Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
1,1,2014-10-28,25-130,NOP,,ORL,W (+17),0,2:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6,babbilu01
3,2,2014-11-03,25-136,NOP,@,MEM,L (-12),0,10:31,0,4,.000,0,3,.000,0,0,,0,4,4,0,0,0,2,2,0,-4.4,-13,babbilu01
7,3,2014-11-12,25-145,NOP,,LAL,W (+7),0,16:56,1,2,.500,1,1,1.000,0,0,,1,0,1,0,1,0,1,3,3,1.5,0,babbilu01
8,4,2014-11-14,25-147,NOP,,MIN,W (+48),0,21:33,4,4,1.000,4,4,1.000,0,0,,0,3,3,2,1,0,1,4,12,11.5,+15,babbilu01
9,5,2014-11-17,25-150,NOP,@,POR,L (-9),0,10:14,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,0,0,1.6,-3,babbilu01
10,6,2014-11-18,25-151,NOP,@,SAC,W (+6),0,20:28,2,3,.667,1,1,1.000,0,0,,0,3,3,1,0,2,0,4,5,5.1,-1,babbilu01
11,7,2014-11-21,25-154,NOP,@,DEN,L (-20),0,17:13,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,1,0,0,-0.7,-12,babbilu01
12,8,2014-11-22,25-155,NOP,@,UTA,W (+12),0,8:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-12,babbilu01
13,9,2014-11-25,25-158,NOP,,SAC,L (-10),0,8:55,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,1,0,-0.5,+2,babbilu01
14,10,2014-11-28,25-161,NOP,@,ATL,L (-9),0,4:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-5,babbilu01
15,11,2014-11-29,25-162,NOP,@,WAS,L (-3),0,17:44,1,3,.333,1,2,.500,1,2,.500,0,1,1,1,0,0,0,1,4,2.5,+5,babbilu01
16,12,2014-12-02,25-165,NOP,,OKC,W (+8),1,15:17,2,5,.400,2,4,.500,0,0,,0,2,2,1,0,1,1,4,6,2.7,-4,babbilu01
17,13,2014-12-04,25-167,NOP,@,GSW,L (-27),1,19:05,2,3,.667,1,2,.500,0,0,,0,3,3,0,1,0,0,1,5,5.2,-14,babbilu01
18,14,2014-12-06,25-169,NOP,@,LAC,L (-20),1,18:11,4,6,.667,4,5,.800,0,0,,0,3,3,0,0,0,0,3,12,9.1,-15,babbilu01
