<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,29-196,MIA,,WAS,W (+12),1,30:18,4,8,.500,0,2,.000,4,5,.800,2,2,4,1,0,1,2,2,12,8.2,+5
2,2,2014-11-01,29-199,MIA,@,PHI,W (+18),1,29:11,7,11,.636,1,3,.333,0,1,.000,2,2,4,2,2,0,1,0,15,14.1,+4
3,3,2014-11-02,29-200,MIA,,TOR,W (+5),1,36:53,8,14,.571,0,2,.000,2,4,.500,2,2,4,3,1,1,0,3,18,15.2,+12
4,4,2014-11-04,29-202,MIA,,HOU,L (-17),1,23:26,3,9,.333,1,1,1.000,4,6,.667,0,1,1,0,1,0,3,2,11,2.6,-14
5,5,2014-11-05,29-203,MIA,@,CHO,L (-7),1,27:42,3,9,.333,0,2,.000,3,5,.600,1,2,3,0,2,0,0,1,9,6.0,+2
6,6,2014-11-08,29-206,MIA,,MIN,W (+10),1,31:39,6,9,.667,2,2,1.000,0,0,,1,2,3,3,2,0,2,3,14,12.3,+10
7,7,2014-11-09,29-207,MIA,@,DAL,W (+9),1,36:41,13,19,.684,4,9,.444,0,2,.000,0,5,5,4,1,0,0,1,30,26.0,+15
8,8,2014-11-12,29-210,MIA,,IND,L (-6),1,34:32,2,10,.200,1,3,.333,0,0,,2,5,7,0,2,1,0,1,5,4.0,-10
9,9,2014-11-14,29-212,MIA,@,ATL,L (-11),1,35:26,5,12,.417,3,5,.600,6,7,.857,1,3,4,1,1,0,1,0,19,14.5,-4
10,10,2014-11-16,29-214,MIA,,MIL,L (-7),1,36:55,3,11,.273,1,3,.333,3,4,.750,2,4,6,2,3,0,2,3,10,6.9,-1
11,,2014-11-17,29-215,MIA,,BRK,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,11,2014-11-20,29-218,MIA,,LAC,L (-17),1,28:17,5,10,.500,0,4,.000,3,4,.750,2,3,5,0,0,0,0,0,13,9.9,-9
13,12,2014-11-22,29-220,MIA,@,ORL,W (+7),1,32:52,4,9,.444,1,2,.500,0,0,,1,6,7,0,1,0,2,3,9,4.6,+6
14,13,2014-11-23,29-221,MIA,,CHO,W (+1),1,37:49,10,14,.714,2,3,.667,4,5,.800,1,7,8,3,0,1,0,2,26,24.6,+6
15,14,2014-11-25,29-223,MIA,,GSW,L (-17),1,31:45,6,11,.545,2,3,.667,2,3,.667,1,2,3,1,1,0,1,1,16,11.9,-25
16,15,2014-11-30,29-228,MIA,@,NYK,W (+7),1,37:42,2,11,.182,0,4,.000,6,8,.750,5,5,10,2,3,0,2,3,10,8.5,0
17,16,2014-12-01,29-229,MIA,@,WAS,L (-21),1,23:36,2,7,.286,0,2,.000,5,7,.714,0,3,3,0,1,0,1,0,9,5.0,-5
