Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
18,17,2014-12-02,22-210,TOR,@,SAC,W (+8),1,33:16,3,6,.500,0,0,,9,10,.900,1,7,8,1,1,0,2,2,15,13.3,+13,valanjo01
19,18,2014-12-03,22-211,TOR,@,UTA,W (+19),1,33:15,4,9,.444,0,0,,1,2,.500,0,6,6,1,0,1,0,2,9,6.3,-4,valanjo01
20,19,2014-12-05,22-213,TOR,,CLE,L (-14),1,20:27,3,7,.429,0,0,,1,2,.500,0,2,2,0,0,2,0,3,7,3.7,-11,valanjo01
21,20,2014-12-08,22-216,TOR,,DEN,W (+5),1,31:19,8,11,.727,0,0,,2,3,.667,2,10,12,0,0,4,2,5,18,16.3,-6,valanjo01
22,21,2014-12-09,22-217,TOR,@,CLE,L (-4),1,36:30,6,7,.857,0,0,,6,6,1.000,5,10,15,0,0,0,3,2,18,18.2,-5,valanjo01
23,22,2014-12-12,22-220,TOR,,IND,W (+12),1,27:11,3,12,.250,0,0,,4,4,1.000,6,8,14,0,1,0,1,3,10,8.2,+5,valanjo01
24,23,2014-12-14,22-222,TOR,@,NYK,W (+5),1,33:26,3,6,.500,0,0,,2,4,.500,3,10,13,0,1,0,2,3,8,7.1,-3,valanjo01
25,24,2014-12-15,22-223,TOR,,ORL,W (+13),1,22:39,2,6,.333,0,0,,2,2,1.000,2,6,8,0,0,1,1,1,6,5.1,+2,valanjo01
26,25,2014-12-17,22-225,TOR,,BRK,W (+16),1,27:30,6,7,.857,0,0,,4,4,1.000,3,7,10,1,0,1,2,0,16,17.1,+8,valanjo01
27,26,2014-12-19,22-227,TOR,@,DET,W (+10),1,27:04,6,11,.545,0,0,,5,10,.500,2,5,7,0,0,2,1,2,17,12.2,+5,valanjo01
28,27,2014-12-21,22-229,TOR,,NYK,W (+10),1,22:00,2,6,.333,0,0,,6,6,1.000,2,4,6,1,0,0,0,3,10,8.7,+9,valanjo01
29,28,2014-12-22,22-230,TOR,@,CHI,L (-9),1,32:55,8,18,.444,0,0,,4,6,.667,4,5,9,0,0,0,0,4,20,12.5,-12,valanjo01
30,29,2014-12-27,22-235,TOR,@,LAC,W (+12),1,34:17,8,13,.615,0,0,,6,8,.750,5,6,11,1,0,0,0,1,22,20.9,+11,valanjo01
31,30,2014-12-28,22-236,TOR,@,DEN,W (+14),1,17:14,2,5,.400,0,0,,3,4,.750,3,3,6,0,1,0,0,3,7,6.7,-15,valanjo01
32,31,2014-12-30,22-238,TOR,@,POR,L (-5),1,30:03,7,15,.467,0,0,,0,0,,4,4,8,1,2,0,0,1,14,12.6,-4,valanjo01
33,32,2015-01-02,22-241,TOR,@,GSW,L (-21),1,10:39,3,5,.600,0,0,,2,2,1.000,0,0,0,1,0,0,2,1,8,4.0,-14,valanjo01
34,33,2015-01-04,22-243,TOR,@,PHO,L (-16),1,32:47,9,14,.643,0,0,,3,4,.750,3,7,10,1,0,0,3,1,21,15.9,-12,valanjo01
35,34,2015-01-08,22-247,TOR,,CHO,L (-8),1,21:34,3,9,.333,0,0,,4,4,1.000,1,5,6,0,0,0,1,1,10,5.7,-16,valanjo01
36,35,2015-01-10,22-249,TOR,,BOS,W (+13),1,26:17,7,11,.636,0,0,,1,1,1.000,3,4,7,2,0,3,1,3,15,14.7,+9,valanjo01
37,36,2015-01-12,22-251,TOR,,DET,L (-3),1,35:36,14,15,.933,0,0,,3,4,.750,4,8,12,0,0,1,2,4,31,28.0,-14,valanjo01
38,37,2015-01-14,22-253,TOR,,PHI,W (+16),1,20:37,4,8,.500,0,0,,4,6,.667,1,6,7,0,1,0,2,5,12,6.7,+4,valanjo01
39,38,2015-01-16,22-255,TOR,,ATL,L (-21),1,23:29,1,4,.250,0,0,,2,2,1.000,4,2,6,0,0,0,1,0,4,4.0,-17,valanjo01
40,39,2015-01-18,22-257,TOR,,NOP,L (-2),1,27:58,2,5,.400,0,0,,2,2,1.000,1,6,7,0,1,2,3,3,6,4.0,-4,valanjo01
41,40,2015-01-19,22-258,TOR,@,MIL,W (+3),1,18:52,5,8,.625,0,0,,1,1,1.000,6,7,13,0,1,1,5,2,11,9.6,0,valanjo01
42,41,2015-01-21,22-260,TOR,@,MEM,L (-6),1,28:37,4,8,.500,0,0,,4,4,1.000,4,6,10,0,1,1,1,4,12,11.7,-9,valanjo01
43,42,2015-01-23,22-262,TOR,@,PHI,W (+5),1,25:43,3,5,.600,0,0,,5,7,.714,0,3,3,0,2,3,1,4,11,10.3,+1,valanjo01
44,43,2015-01-25,22-264,TOR,,DET,W (+4),1,28:12,9,15,.600,0,0,,2,2,1.000,3,8,11,0,0,3,0,4,20,18.1,+11,valanjo01
45,44,2015-01-27,22-266,TOR,@,IND,W (+13),1,27:00,1,2,.500,0,0,,4,4,1.000,1,7,8,0,0,1,1,5,6,5.5,+2,valanjo01
46,45,2015-01-28,22-267,TOR,,SAC,W (+17),1,25:31,6,10,.600,0,0,,3,3,1.000,4,5,9,0,1,2,3,3,15,12.9,+11,valanjo01
47,46,2015-01-30,22-269,TOR,@,BRK,W (+5),1,32:51,7,7,1.000,0,0,,0,0,,3,8,11,0,0,2,0,1,14,17.4,+12,valanjo01
48,47,2015-01-31,22-270,TOR,@,WAS,W (+4),1,17:10,3,6,.500,0,0,,0,0,,0,2,2,1,1,3,0,6,6,5.0,-17,valanjo01
49,48,2015-02-02,22-272,TOR,,MIL,L (-7),1,25:19,6,9,.667,0,0,,0,0,,6,7,13,0,0,1,1,2,12,13.3,-9,valanjo01
50,49,2015-02-04,22-274,TOR,,BRK,L (-16),1,33:34,3,5,.600,0,0,,3,5,.600,3,7,10,1,0,2,1,1,9,10.8,-9,valanjo01
51,50,2015-02-06,22-276,TOR,,LAC,W (+16),1,19:37,2,4,.500,0,0,,0,0,,2,4,6,0,0,1,3,2,4,1.5,-1,valanjo01
52,51,2015-02-08,22-278,TOR,,SAS,W (+5),1,33:44,3,7,.429,0,0,,2,2,1.000,3,13,16,0,1,4,1,1,8,12.7,+14,valanjo01
53,52,2015-02-11,22-281,TOR,,WAS,W (+2),1,15:34,3,5,.600,0,0,,0,0,,2,3,5,0,0,0,3,0,6,3.0,-2,valanjo01
54,53,2015-02-20,22-290,TOR,@,ATL,W (+25),1,24:37,4,13,.308,0,0,,0,0,,8,5,13,1,0,2,1,3,8,7.5,+15,valanjo01
55,54,2015-02-21,22-291,TOR,@,HOU,L (-22),1,25:19,3,5,.600,0,0,,5,5,1.000,2,5,7,0,3,0,1,3,11,12.4,0,valanjo01
56,55,2015-02-23,22-293,TOR,@,NOP,L (-3),1,35:59,5,10,.500,0,0,,7,10,.700,5,9,14,1,1,1,1,3,17,17.2,+10,valanjo01
57,56,2015-02-24,22-294,TOR,@,DAL,L (-7),1,25:33,5,7,.714,0,0,,0,0,,1,8,9,1,1,0,2,4,10,8.3,-9,valanjo01
58,57,2015-02-27,22-297,TOR,,GSW,L (-24),1,27:04,2,4,.500,0,0,,3,6,.500,4,8,12,0,1,0,3,0,7,7.0,-10,valanjo01
59,58,2015-02-28,22-298,TOR,@,NYK,L (-5),1,27:30,6,8,.750,0,0,,4,6,.667,1,7,8,0,1,0,0,6,16,13.4,-6,valanjo01
60,59,2015-03-02,22-300,TOR,@,PHI,W (+11),1,23:29,1,2,.500,0,0,,3,4,.750,2,3,5,0,0,1,3,4,5,2.0,+12,valanjo01
61,60,2015-03-04,22-302,TOR,,CLE,L (-8),1,30:48,12,17,.706,0,0,,2,2,1.000,4,7,11,1,0,2,1,3,26,23.7,-2,valanjo01
62,61,2015-03-06,22-304,TOR,@,CHO,L (-9),1,22:30,2,3,.667,0,0,,5,5,1.000,2,4,6,0,0,2,0,1,9,11.3,+6,valanjo01
63,62,2015-03-08,22-306,TOR,@,OKC,L (-4),1,30:09,4,11,.364,0,0,,2,2,1.000,4,1,5,0,1,1,2,4,10,5.1,-2,valanjo01
64,63,2015-03-10,22-308,TOR,@,SAS,L (-10),1,21:28,4,6,.667,0,0,,1,2,.500,3,3,6,0,0,1,2,4,9,6.1,-19,valanjo01
66,64,2015-03-15,22-313,TOR,,POR,L (-16),1,22:08,7,7,1.000,0,0,,0,0,,3,6,9,1,0,1,1,2,14,15.4,-16,valanjo01
67,65,2015-03-16,22-314,TOR,@,IND,W (+19),1,25:54,7,10,.700,0,0,,0,1,.000,5,7,12,0,0,2,0,2,14,15.6,+8,valanjo01
68,66,2015-03-18,22-316,TOR,,MIN,W (+5),1,23:30,7,9,.778,0,0,,1,2,.500,4,11,15,1,0,1,2,3,15,15.4,+15,valanjo01
69,67,2015-03-20,22-318,TOR,@,CHI,L (-16),1,24:20,0,1,.000,0,0,,5,6,.833,1,5,6,0,1,1,1,3,5,5.6,-12,valanjo01
