<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,28-324,HOU,@,LAL,W (+18),1,20:34,3,5,.600,0,0,,7,16,.438,3,8,11,1,0,1,1,5,13,10.0,+20
2,2,2014-10-29,28-325,HOU,@,UTA,W (+11),1,31:54,10,16,.625,0,0,,2,3,.667,3,7,10,0,1,2,6,6,22,12.6,+7
3,3,2014-11-01,28-328,HOU,,BOS,W (+14),1,33:02,5,9,.556,0,0,,4,10,.400,0,8,8,4,0,2,0,5,14,11.9,+13
4,4,2014-11-03,28-330,HOU,@,PHI,W (+11),1,36:02,5,8,.625,0,0,,1,4,.250,7,7,14,3,3,4,5,5,11,14.1,+2
5,5,2014-11-04,28-331,HOU,@,MIA,W (+17),1,38:00,10,16,.625,0,0,,6,11,.545,3,7,10,0,1,0,5,4,26,15.4,+27
6,6,2014-11-06,28-333,HOU,,SAS,W (+17),1,32:38,12,18,.667,0,1,.000,8,13,.615,2,14,16,0,1,2,2,3,32,27.0,+33
7,,2014-11-08,28-335,HOU,,GSW,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,7,2014-11-12,28-339,HOU,@,MIN,W (+12),1,33:20,9,16,.563,0,0,,4,5,.800,2,8,10,2,0,4,0,3,22,20.8,+8
9,8,2014-11-14,28-341,HOU,,PHI,W (+1),1,40:55,9,14,.643,0,0,,3,12,.250,5,11,16,0,2,7,6,4,21,17.3,+6
10,9,2014-11-16,28-343,HOU,@,OKC,W (+4),1,39:48,4,14,.286,0,0,,4,13,.308,4,5,9,1,0,1,4,5,12,-0.1,+7
11,10,2014-11-17,28-344,HOU,@,MEM,L (-26),1,28:26,6,11,.545,0,0,,3,4,.750,1,8,9,2,0,0,4,1,15,9.4,-27
12,,2014-11-19,28-346,HOU,,LAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,,2014-11-22,28-349,HOU,,DAL,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,,2014-11-24,28-351,HOU,,NYK,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
