<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,23,CHA,NBA,SF,77,29,1507,172,399,.431,53,154,.344,119,245,.486,.497,75,103,.728,51,99,150,63,47,15,48,136,472
2013-14,24,CHA,NBA,SF,26,8,629,82,218,.376,18,67,.269,64,151,.424,.417,26,47,.553,15,45,60,22,13,5,25,62,208
2014-15,25,CHO,NBA,SF,29,13,430,45,114,.395,11,36,.306,34,78,.436,.443,26,41,.634,14,39,53,22,12,1,19,36,127
Career,,,NBA,,132,50,2566,299,731,.409,82,257,.319,217,474,.458,.465,127,191,.665,80,183,263,107,72,21,92,234,807
