<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,29-273,MEM,,MIN,W (+4),1,36:55,12,17,.706,0,0,,8,10,.800,2,7,9,3,2,2,3,1,32,29.7,+9
2,2,2014-10-31,29-275,MEM,@,IND,W (+8),1,32:50,9,16,.563,0,0,,2,3,.667,0,6,6,2,2,2,2,5,20,14.6,+2
3,3,2014-11-01,29-276,MEM,@,CHO,W (+2),1,35:39,9,18,.500,0,0,,4,5,.800,2,6,8,2,0,0,4,5,22,11.2,+9
4,4,2014-11-03,29-278,MEM,,NOP,W (+12),1,39:59,4,10,.400,0,0,,8,12,.667,3,8,11,2,0,3,1,3,16,14.8,+10
5,5,2014-11-05,29-280,MEM,@,PHO,W (+11),1,35:23,6,12,.500,0,0,,6,6,1.000,1,4,5,6,4,0,4,3,18,16.9,+17
6,6,2014-11-07,29-282,MEM,@,OKC,W (+2),1,40:46,4,11,.364,0,0,,0,0,,3,6,9,3,0,3,5,3,8,3.8,-4
7,7,2014-11-08,29-283,MEM,@,MIL,L (-1),1,33:51,4,11,.364,0,0,,10,11,.909,1,3,4,1,2,2,3,0,18,14.2,+8
8,8,2014-11-11,29-286,MEM,,LAL,W (+5),1,32:10,3,10,.300,0,0,,2,2,1.000,3,5,8,9,0,0,2,0,8,10.1,0
9,9,2014-11-13,29-288,MEM,,SAC,W (+1),1,37:25,5,13,.385,0,0,,10,11,.909,3,4,7,2,2,2,2,4,20,17.0,-2
10,10,2014-11-15,29-290,MEM,,DET,W (+7),1,37:48,6,16,.375,0,1,.000,11,12,.917,0,8,8,3,1,2,1,3,23,18.5,+2
11,11,2014-11-17,29-292,MEM,,HOU,W (+26),1,25:12,4,10,.400,0,0,,1,1,1.000,1,5,6,3,2,1,2,2,9,7.8,+12
12,12,2014-11-19,29-294,MEM,@,TOR,L (-4),1,41:05,8,16,.500,0,0,,6,10,.600,2,10,12,4,2,1,3,1,22,18.9,-6
13,13,2014-11-21,29-296,MEM,,BOS,W (+17),1,29:37,13,22,.591,0,1,.000,6,6,1.000,2,6,8,2,0,1,5,2,32,21.3,+16
14,14,2014-11-23,29-298,MEM,,LAC,W (+16),1,33:30,13,18,.722,0,0,,4,5,.800,1,11,12,1,0,2,1,2,30,26.5,+20
15,15,2014-11-26,29-301,MEM,@,LAL,W (+6),1,36:55,5,10,.500,0,0,,9,10,.900,2,9,11,4,2,3,3,4,19,20.0,+4
16,16,2014-11-28,29-303,MEM,@,POR,W (+13),1,35:33,9,15,.600,0,0,,8,9,.889,1,6,7,9,0,1,4,2,26,23.4,+16
17,17,2014-11-30,29-305,MEM,@,SAC,W (+12),1,30:33,6,11,.545,0,0,,6,6,1.000,0,6,6,5,1,1,1,5,18,16.7,+8
18,18,2014-12-03,29-308,MEM,@,HOU,L (-9),1,25:11,4,8,.500,0,0,,0,1,.000,0,7,7,3,0,1,3,1,8,5.1,-21
19,19,2014-12-05,29-310,MEM,,SAS,L (-6),1,40:19,9,20,.450,0,0,,10,11,.909,1,11,12,2,0,4,1,1,28,24.0,-1
20,20,2014-12-07,29-312,MEM,,MIA,W (+16),1,27:47,1,6,.167,0,0,,0,0,,0,6,6,7,0,1,2,1,2,3.2,+7
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-09,29-314,MEM,,DAL,W (+9),1,37:08,9,14,.643,0,0,,12,13,.923,2,4,6,6,1,0,1,2,30,29.4,+13
22,22,2014-12-12,29-317,MEM,,CHO,W (+6),1,36:38,8,20,.400,0,0,,3,6,.500,2,1,3,5,2,6,3,3,19,14.2,+13
23,23,2014-12-13,29-318,MEM,@,PHI,W (+5),1,36:31,6,11,.545,0,1,.000,6,8,.750,0,9,9,3,2,1,2,3,18,16.2,+7
24,24,2014-12-16,29-321,MEM,,GSW,W (+7),1,34:38,11,21,.524,0,0,,2,4,.500,2,5,7,3,0,1,1,2,24,16.8,-7
25,25,2014-12-17,29-322,MEM,@,SAS,W (+1),1,46:17,10,16,.625,1,1,1.000,5,6,.833,3,6,9,2,1,2,4,4,26,20.5,-3
26,26,2014-12-19,29-324,MEM,,CHI,L (-6),1,29:50,5,15,.333,0,0,,3,4,.750,4,6,10,3,1,1,1,5,13,9.5,+1
27,27,2014-12-21,29-326,MEM,@,CLE,L (-14),1,29:43,10,17,.588,0,1,.000,3,4,.750,5,6,11,5,0,1,4,3,23,19.0,-11
28,28,2014-12-22,29-327,MEM,,UTA,L (-6),1,36:31,10,22,.455,0,1,.000,4,4,1.000,3,9,12,5,0,0,2,2,24,18.1,-4
29,29,2014-12-26,29-331,MEM,,HOU,L (-6),1,38:51,12,21,.571,1,1,1.000,4,4,1.000,0,8,8,4,0,2,0,2,29,24.9,-8
30,30,2014-12-27,29-332,MEM,@,MIA,W (+8),1,32:26,7,14,.500,0,0,,8,10,.800,1,9,10,3,0,2,2,0,22,19.1,+4
31,31,2014-12-30,29-335,MEM,,SAS,W (+8),1,36:35,6,12,.500,0,0,,5,7,.714,1,8,9,5,0,2,3,3,17,14.0,+10
32,32,2015-01-02,29-338,MEM,@,LAL,W (+3),1,35:24,7,13,.538,0,0,,4,10,.400,0,10,10,5,1,2,5,3,18,12.0,+4
