<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2015-02-04,28-325,NOP,,OKC,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,2015-02-06,28-327,NOP,,OKC,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1,2015-02-07,28-328,NOP,,CHI,L (-35),0,15:56,2,6,.333,1,2,.500,0,0,,0,1,1,3,2,0,2,0,5,4.0,-6
4,2,2015-02-09,28-330,NOP,,UTA,L (-4),0,24:59,2,7,.286,1,4,.250,3,4,.750,1,4,5,2,1,2,1,2,8,7.4,0
5,3,2015-02-11,28-332,NOP,,IND,L (-13),0,25:03,5,9,.556,1,1,1.000,3,6,.500,0,1,1,7,1,0,2,3,14,11.5,+12
6,,2015-03-25,29-009,NOP,,HOU,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,4,2015-03-27,29-011,NOP,,SAC,W (+14),0,12:39,2,4,.500,1,2,.500,0,0,,0,1,1,5,0,0,0,0,5,6.8,+9
8,5,2015-03-29,29-013,NOP,,MIN,W (+22),0,16:11,1,4,.250,1,3,.333,0,0,,0,1,1,3,3,0,0,1,3,5.6,+11
9,6,2015-04-01,29-016,NOP,@,LAL,W (+21),0,18:08,1,3,.333,0,0,,0,1,.000,1,6,7,2,1,0,1,4,2,2.2,+8
10,7,2015-04-03,29-018,NOP,@,SAC,W (+6),0,9:59,0,2,.000,0,0,,0,0,,0,2,2,0,0,1,0,2,0,-0.9,+3
11,8,2015-04-04,29-019,NOP,@,POR,L (-9),0,9:05,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,2,1,2,0.6,-5
12,9,2015-04-07,29-022,NOP,,GSW,W (+3),0,11:02,0,2,.000,0,1,.000,0,0,,0,2,2,0,1,1,0,0,0,0.9,-1
13,10,2015-04-08,29-023,NOP,@,MEM,L (-36),0,16:32,3,8,.375,0,3,.000,2,2,1.000,0,1,1,1,0,0,1,4,8,2.0,-17
14,11,2015-04-10,29-025,NOP,,PHO,W (+15),0,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
15,,2015-04-12,29-027,NOP,,HOU,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,12,2015-04-13,29-028,NOP,@,MIN,W (+12),0,15:40,2,5,.400,0,2,.000,0,0,,0,0,0,1,1,0,1,3,4,0.8,-3
17,,2015-04-15,29-030,NOP,,SAS,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
