<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,24-138,NOP,,ORL,W (+17),1,27:02,4,11,.364,0,3,.000,0,0,,0,2,2,4,3,1,2,2,8,6.2,+9
2,2,2014-11-01,24-142,NOP,,DAL,L (-5),1,36:57,10,19,.526,3,8,.375,1,1,1.000,1,3,4,6,3,0,2,4,24,19.9,+7
3,3,2014-11-03,24-144,NOP,@,MEM,L (-12),1,36:11,4,11,.364,1,3,.333,1,1,1.000,1,2,3,6,0,0,3,5,10,4.4,-18
4,4,2014-11-04,24-145,NOP,,CHO,W (+9),1,34:43,5,11,.455,1,3,.333,5,5,1.000,0,1,1,9,0,1,0,0,16,17.6,+9
5,5,2014-11-08,24-149,NOP,@,SAS,W (+1),1,35:55,6,15,.400,1,2,.500,2,2,1.000,0,3,3,11,3,2,2,4,15,16.3,-4
6,6,2014-11-10,24-151,NOP,@,CLE,L (-7),1,37:01,5,12,.417,1,4,.250,5,5,1.000,0,3,3,5,1,0,1,2,16,13.2,+1
7,7,2014-11-12,24-153,NOP,,LAL,W (+7),1,34:23,8,17,.471,1,4,.250,0,0,,0,1,1,5,1,1,1,5,17,10.8,-3
8,8,2014-11-14,24-155,NOP,,MIN,W (+48),1,27:40,9,10,.900,2,2,1.000,4,4,1.000,0,0,0,9,0,0,1,1,24,25.5,+40
9,9,2014-11-17,24-158,NOP,@,POR,L (-9),1,39:28,5,19,.263,0,3,.000,4,4,1.000,4,3,7,2,3,0,1,2,14,9.0,-4
10,10,2014-11-18,24-159,NOP,@,SAC,W (+6),1,34:09,3,10,.300,0,2,.000,3,4,.750,0,2,2,9,2,0,0,2,9,10.9,+8
11,11,2014-11-21,24-162,NOP,@,DEN,L (-20),1,29:27,4,8,.500,1,2,.500,3,3,1.000,1,2,3,6,0,1,0,3,12,13.0,+5
12,12,2014-11-22,24-163,NOP,@,UTA,W (+12),1,34:39,7,16,.438,2,2,1.000,3,4,.750,2,4,6,9,1,0,2,4,19,16.5,+14
13,13,2014-11-25,24-166,NOP,,SAC,L (-10),1,29:28,5,11,.455,0,3,.000,1,2,.500,1,2,3,3,1,1,3,5,11,5.0,-6
14,14,2014-11-28,24-169,NOP,@,ATL,L (-9),1,37:47,8,15,.533,2,5,.400,2,2,1.000,1,3,4,7,0,0,1,2,20,17.4,0
15,15,2014-11-29,24-170,NOP,@,WAS,L (-3),1,34:07,7,18,.389,3,5,.600,0,0,,3,4,7,2,0,0,4,4,17,6.3,-2
16,16,2014-12-02,24-173,NOP,,OKC,W (+8),1,38:22,6,17,.353,0,4,.000,4,4,1.000,0,5,5,10,3,2,2,1,16,17.0,+19
17,17,2014-12-04,24-175,NOP,@,GSW,L (-27),1,32:38,5,15,.333,0,2,.000,2,2,1.000,2,1,3,8,1,0,4,2,12,7.0,-11
18,18,2014-12-06,24-177,NOP,@,LAC,L (-20),1,27:38,3,7,.429,0,2,.000,1,2,.500,0,3,3,6,0,0,3,0,7,5.0,-23
19,19,2014-12-07,24-178,NOP,@,LAL,W (+17),1,35:21,9,17,.529,4,5,.800,0,0,,0,4,4,8,0,1,3,3,22,17.0,+19
20,20,2014-12-09,24-180,NOP,,NYK,W (+11),1,32:36,6,10,.600,0,1,.000,1,1,1.000,1,5,6,7,2,0,0,2,13,16.7,+11
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,24-181,NOP,@,DAL,L (-5),1,35:20,12,22,.545,5,8,.625,1,2,.500,0,1,1,10,3,0,2,3,30,26.1,+3
22,22,2014-12-12,24-183,NOP,,CLE,W (+5),1,33:25,7,12,.583,0,1,.000,2,2,1.000,0,3,3,8,0,1,4,4,16,12.0,-2
23,23,2014-12-14,24-185,NOP,,GSW,L (-6),1,45:26,12,24,.500,2,5,.400,4,5,.800,2,1,3,9,5,1,3,4,30,26.7,-1
24,24,2014-12-16,24-187,NOP,,UTA,W (+8),1,31:55,2,6,.333,0,0,,0,0,,0,2,2,8,1,1,3,4,4,3.9,+4
25,25,2014-12-18,24-189,NOP,@,HOU,W (+9),1,38:22,8,19,.421,0,2,.000,0,1,.000,1,2,3,10,2,2,4,3,16,12.0,+1
26,26,2014-12-20,24-191,NOP,,POR,L (-26),1,27:31,3,12,.250,0,2,.000,0,0,,3,2,5,7,1,1,4,2,6,3.3,-26
27,27,2014-12-21,24-192,NOP,@,OKC,W (+2),1,36:02,4,12,.333,3,7,.429,0,0,,0,1,1,15,4,0,4,2,11,14.2,-5
28,28,2014-12-23,24-194,NOP,@,IND,L (-12),1,32:07,7,21,.333,0,5,.000,2,2,1.000,1,4,5,5,0,0,3,4,16,4.9,-3
29,29,2014-12-26,24-197,NOP,,SAS,W (+7),1,34:39,6,14,.429,1,2,.500,2,4,.500,0,5,5,7,2,2,3,2,15,12.8,+1
30,30,2014-12-27,24-198,NOP,@,CHI,L (-7),1,34:57,9,12,.750,1,2,.500,0,0,,2,1,3,7,2,0,5,0,19,17.8,-5
31,31,2014-12-30,24-201,NOP,,PHO,W (+4),1,32:09,8,13,.615,3,5,.600,2,2,1.000,0,3,3,6,2,0,3,4,21,17.6,+3
32,32,2014-12-31,24-202,NOP,@,SAS,L (-2),1,38:47,5,18,.278,3,6,.500,0,0,,0,6,6,9,2,0,2,6,13,8.1,+10
33,33,2015-01-02,24-204,NOP,,HOU,W (+28),1,26:17,3,8,.375,1,2,.500,0,0,,1,6,7,6,2,2,2,1,7,10.3,+20
34,34,2015-01-05,24-207,NOP,,WAS,L (-7),1,34:14,6,16,.375,1,5,.200,0,0,,0,0,0,5,4,0,4,3,13,6.5,-4
35,35,2015-01-07,24-209,NOP,@,CHO,L (-4),1,38:24,6,13,.462,2,4,.500,2,4,.500,2,4,6,9,2,2,3,4,16,16.2,-5
36,36,2015-01-09,24-211,NOP,,MEM,W (+11),1,35:52,7,13,.538,3,6,.500,6,6,1.000,0,3,3,8,2,0,0,3,23,24.0,+15
37,37,2015-01-12,24-214,NOP,@,BOS,L (-8),1,15:54,2,5,.400,0,1,.000,0,0,,1,3,4,2,2,1,5,1,4,1.6,0
38,,2015-01-14,24-216,NOP,,DET,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,,2015-01-16,24-218,NOP,,PHI,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,,2015-01-18,24-220,NOP,,TOR,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,,2015-01-19,24-221,NOP,,NYK,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,,2015-01-21,24-223,NOP,,LAL,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,2015-01-23,24-225,NOP,,MIN,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,,2015-01-25,24-227,NOP,,DAL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,,2015-01-26,24-228,NOP,,PHI,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,2015-01-28,24-230,NOP,,DEN,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,,2015-01-30,24-232,NOP,,LAC,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,2015-02-02,24-235,NOP,,ATL,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,,2015-02-04,24-237,NOP,,OKC,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,,2015-02-06,24-239,NOP,,OKC,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,,2015-02-07,24-240,NOP,,CHI,L (-35),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
