<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,19-327,MIL,@,CHO,L (-2),0,24:00,3,6,.500,1,1,1.000,3,3,1.000,0,5,5,1,0,1,0,1,10,9.5,+4
2,2,2014-10-31,19-329,MIL,,PHI,W (+12),0,25:53,4,8,.500,0,0,,0,0,,1,5,6,2,0,1,4,3,8,3.1,-9
3,3,2014-11-01,19-330,MIL,@,WAS,L (-11),0,12:42,2,3,.667,0,1,.000,0,1,.000,0,3,3,1,1,1,3,1,4,2.2,-3
4,4,2014-11-04,19-333,MIL,@,IND,W (+6),0,17:15,4,7,.571,1,2,.500,2,2,1.000,1,2,3,1,0,0,2,2,11,6.9,+5
5,5,2014-11-05,19-334,MIL,,CHI,L (-9),0,26:56,6,11,.545,0,1,.000,1,2,.500,2,6,8,1,0,0,0,2,13,10.4,+7
6,6,2014-11-07,19-336,MIL,@,DET,L (-3),0,27:10,3,8,.375,0,0,,3,4,.750,0,5,5,1,0,0,1,0,9,5.4,+2
7,7,2014-11-08,19-337,MIL,,MEM,W (+1),0,30:03,6,11,.545,0,1,.000,6,7,.857,0,2,2,2,0,1,0,3,18,13.8,-5
8,8,2014-11-11,19-340,MIL,,OKC,W (+7),0,25:40,6,13,.462,0,0,,2,4,.500,2,7,9,1,0,2,1,2,14,10.3,+10
9,9,2014-11-14,19-343,MIL,@,ORL,L (-16),0,30:52,9,15,.600,0,2,.000,1,1,1.000,3,4,7,1,1,0,0,2,19,16.3,-10
10,10,2014-11-16,19-345,MIL,@,MIA,W (+7),1,32:24,4,8,.500,0,0,,3,7,.429,1,6,7,3,2,0,5,3,11,5.8,+9
11,11,2014-11-18,19-347,MIL,,NYK,W (+4),1,17:53,3,6,.500,0,0,,7,7,1.000,3,3,6,0,0,0,1,3,13,10.8,-11
12,12,2014-11-19,19-348,MIL,@,BRK,W (+4),1,47:55,7,11,.636,0,1,.000,4,8,.500,1,11,12,4,3,0,2,4,18,17.7,+5
13,13,2014-11-21,19-350,MIL,@,TOR,L (-42),0,15:02,1,4,.250,0,0,,5,7,.714,0,2,2,2,1,0,1,2,7,5.0,-9
14,14,2014-11-22,19-351,MIL,,WAS,L (-11),1,35:48,6,11,.545,0,0,,8,8,1.000,0,4,4,5,3,0,2,2,20,19.6,-10
