<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2015-02-06,24-097,PHI,@,BOS,L (-11),0,34:38,2,9,.222,0,1,.000,1,5,.200,1,4,5,11,2,0,2,4,5,5.9,-9
2,2,2015-02-07,24-098,PHI,,CHO,W (+8),1,36:40,0,7,.000,0,2,.000,0,0,,0,3,3,8,1,0,4,2,0,-2.2,+15
3,3,2015-02-09,24-100,PHI,,GSW,L (-5),1,35:55,4,11,.364,1,2,.500,1,2,.500,3,3,6,7,0,0,7,3,10,3.2,-2
4,4,2015-02-20,24-111,PHI,,IND,L (-11),1,32:36,5,9,.556,2,3,.667,1,3,.333,0,3,3,7,1,0,4,4,13,9.1,+7
5,5,2015-02-22,24-113,PHI,@,ORL,L (-5),0,19:44,2,6,.333,0,2,.000,2,3,.667,0,2,2,6,1,0,1,3,6,5.8,-4
6,6,2015-02-23,24-114,PHI,@,MIA,L (-11),0,11:55,0,1,.000,0,1,.000,0,2,.000,0,0,0,4,1,0,0,0,0,2.3,-1
7,,2015-04-01,24-151,POR,,LAC,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7,2015-04-03,24-153,POR,@,LAL,W (+30),0,4:51,1,1,1.000,0,0,,0,0,,1,0,1,0,2,0,1,1,2,3.0,+1
9,,2015-04-04,24-154,POR,,NOP,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,8,2015-04-06,24-156,POR,@,BRK,L (-10),0,0:39,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+2
11,9,2015-04-08,24-158,POR,,MIN,W (+25),0,5:22,1,2,.500,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,3,1.2,0
12,,2015-04-09,24-159,POR,,GSW,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,,2015-04-11,24-161,POR,,UTA,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,10,2015-04-13,24-163,POR,@,OKC,L (-11),0,26:59,1,8,.125,1,3,.333,0,0,,0,4,4,7,0,0,1,5,3,0.9,-8
15,11,2015-04-15,24-165,POR,@,DAL,L (-16),0,30:11,4,6,.667,1,2,.500,4,4,1.000,1,3,4,10,0,0,5,3,13,12.8,-7
