<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,21-260,SAC,,GSW,L (-18),1,26:27,0,5,.000,0,2,.000,0,0,,0,2,2,1,1,0,2,3,0,-4.4,+2
2,2,2014-10-31,21-262,SAC,,POR,W (+9),1,31:43,2,5,.400,1,2,.500,2,2,1.000,1,3,4,1,0,0,2,0,7,4.6,+3
3,3,2014-11-02,21-264,SAC,@,LAC,W (+6),1,20:12,1,4,.250,1,3,.333,0,0,,0,1,1,0,1,0,0,3,3,0.7,+1
4,4,2014-11-03,21-265,SAC,@,DEN,W (+5),1,19:28,2,5,.400,1,3,.333,0,0,,0,5,5,0,0,1,2,3,5,1.3,-2
5,5,2014-11-05,21-267,SAC,,DEN,W (+22),1,35:46,3,7,.429,2,5,.400,2,2,1.000,0,7,7,3,0,1,1,2,10,9.4,+37
6,6,2014-11-07,21-269,SAC,@,PHO,W (+2),1,29:29,5,9,.556,1,4,.250,4,4,1.000,1,2,3,0,1,0,1,5,15,10.0,-12
7,7,2014-11-09,21-271,SAC,@,OKC,L (-8),1,27:43,6,9,.667,4,6,.667,0,0,,0,2,2,2,0,0,1,3,16,11.9,+15
8,8,2014-11-11,21-273,SAC,@,DAL,L (-8),1,39:10,6,12,.500,4,8,.500,1,1,1.000,0,4,4,0,1,1,1,1,17,12.5,-8
9,9,2014-11-13,21-275,SAC,@,MEM,L (-1),1,37:20,6,12,.500,3,6,.500,2,4,.500,0,4,4,0,0,0,1,1,17,10.0,+10
10,10,2014-11-15,21-277,SAC,,SAS,W (+3),1,39:42,3,8,.375,0,3,.000,2,2,1.000,2,2,4,1,0,0,2,2,8,3.5,+8
11,11,2014-11-18,21-280,SAC,,NOP,L (-6),1,29:00,1,6,.167,0,3,.000,0,0,,0,3,3,1,1,0,2,1,2,-1.6,+9
12,12,2014-11-20,21-282,SAC,,CHI,W (+15),1,29:57,4,6,.667,3,4,.750,0,0,,0,1,1,0,1,0,2,2,11,6.9,+3
13,13,2014-11-22,21-284,SAC,@,MIN,W (+12),1,40:57,9,17,.529,4,9,.444,0,0,,2,7,9,3,1,0,3,5,22,15.3,+17
14,14,2014-11-25,21-287,SAC,@,NOP,W (+10),1,29:16,4,6,.667,2,3,.667,0,0,,0,2,2,1,1,0,0,3,10,8.5,+18
15,15,2014-11-26,21-288,SAC,@,HOU,L (-13),1,37:59,6,17,.353,2,9,.222,0,0,,0,3,3,1,0,1,1,2,14,5.0,-7
16,16,2014-11-28,21-290,SAC,@,SAS,L (-8),1,41:10,6,9,.667,2,2,1.000,0,0,,0,3,3,2,1,0,3,3,14,9.2,-6
17,17,2014-11-30,21-292,SAC,,MEM,L (-12),1,40:55,7,13,.538,1,3,.333,3,4,.750,0,2,2,2,1,0,3,3,18,10.1,-2
18,18,2014-12-02,21-294,SAC,,TOR,L (-8),1,38:57,8,17,.471,1,5,.200,4,4,1.000,0,0,0,2,1,0,1,2,21,12.9,-15
19,19,2014-12-05,21-297,SAC,,IND,W (+1),1,46:36,4,9,.444,1,3,.333,3,4,.750,1,4,5,0,1,0,2,1,12,7.4,+5
20,20,2014-12-06,21-298,SAC,,ORL,L (-9),1,23:55,1,3,.333,0,2,.000,0,0,,1,1,2,1,1,0,1,2,2,1.2,-6
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-08,21-300,SAC,,UTA,W (+9),1,18:00,2,5,.400,0,0,,2,2,1.000,0,0,0,1,0,1,0,3,6,3.5,+2
22,22,2014-12-09,21-301,SAC,@,LAL,L (-3),1,24:45,3,7,.429,3,5,.600,6,7,.857,0,1,1,2,1,1,2,5,15,10.3,+11
23,23,2014-12-11,21-303,SAC,,HOU,L (-4),1,46:01,9,15,.600,2,4,.500,1,3,.333,0,2,2,2,0,0,3,4,21,10.7,-2
24,24,2014-12-13,21-305,SAC,,DET,L (-5),1,30:39,5,14,.357,4,8,.500,0,0,,2,4,6,1,0,1,2,3,14,7.0,-2
25,25,2014-12-16,21-308,SAC,,OKC,L (-12),1,32:27,4,11,.364,2,6,.333,0,0,,1,2,3,3,0,0,3,2,10,3.5,-15
26,26,2014-12-18,21-310,SAC,,MIL,L (-1),1,41:21,8,10,.800,1,2,.500,5,5,1.000,0,4,4,3,0,0,3,5,22,16.5,+12
27,27,2014-12-21,21-313,SAC,,LAL,W (+7),1,37:49,10,18,.556,2,9,.222,1,2,.500,1,7,8,1,1,0,5,4,23,11.9,+19
28,28,2014-12-22,21-314,SAC,@,GSW,L (-20),1,32:41,4,8,.500,3,6,.500,0,0,,0,2,2,3,1,0,1,3,11,8.5,-21
29,29,2014-12-26,21-318,SAC,,PHO,L (-9),1,35:02,5,14,.357,2,7,.286,1,3,.333,0,2,2,1,0,0,1,1,13,4.3,-5
30,30,2014-12-27,21-319,SAC,,NYK,W (+6),1,35:48,2,4,.500,1,2,.500,0,0,,0,5,5,3,1,1,3,5,5,3.3,+4
31,31,2014-12-29,21-321,SAC,@,BRK,L (-8),1,31:57,4,9,.444,3,7,.429,0,0,,0,2,2,2,1,0,2,4,11,5.7,-7
32,32,2014-12-31,21-323,SAC,@,BOS,L (-22),1,18:49,3,5,.600,2,3,.667,4,4,1.000,0,5,5,0,1,0,3,4,12,7.6,-9
33,33,2015-01-01,21-324,SAC,@,MIN,W (+3),1,37:55,6,9,.667,1,2,.500,1,2,.500,1,3,4,2,0,0,2,3,14,9.5,+11
34,34,2015-01-04,21-327,SAC,@,DET,L (-19),1,39:32,2,11,.182,0,6,.000,7,7,1.000,0,0,0,4,1,0,1,2,11,6.1,-13
35,35,2015-01-07,21-330,SAC,,OKC,W (+21),1,34:16,5,9,.556,1,2,.500,0,0,,1,1,2,1,4,0,2,4,11,8.8,+28
36,36,2015-01-09,21-332,SAC,,DEN,L (-10),1,29:32,2,8,.250,1,6,.167,2,2,1.000,0,2,2,3,0,0,2,3,7,1.7,-4
37,37,2015-01-11,21-334,SAC,,CLE,W (+19),1,26:30,3,8,.375,1,5,.200,0,0,,1,3,4,3,1,0,0,1,7,6.9,+27
38,38,2015-01-13,21-336,SAC,,DAL,L (-4),1,38:40,2,8,.250,0,5,.000,4,4,1.000,0,1,1,4,0,0,3,3,8,2.1,-10
