<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,38-224,WAS,@,MIA,L (-12),0,10:24,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,-0.1,-11
2,2,2014-10-30,38-225,WAS,@,ORL,W (+7),0,11:17,0,1,.000,0,0,,2,2,1.000,0,3,3,1,0,0,1,0,2,1.9,-7
3,3,2014-11-01,38-227,WAS,,MIL,W (+11),0,10:02,0,0,,0,0,,0,0,,0,0,0,2,0,0,3,0,0,-1.6,-14
4,4,2014-11-04,38-230,WAS,@,NYK,W (+15),0,16:45,6,10,.600,0,0,,0,0,,0,2,2,3,1,0,1,1,12,9.7,+1
5,5,2014-11-05,38-231,WAS,,IND,W (+2),0,10:06,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,2,2,1.9,-5
6,6,2014-11-07,38-233,WAS,@,TOR,L (-19),0,17:40,4,4,1.000,0,0,,2,4,.500,1,2,3,2,2,0,0,5,10,10.7,0
7,7,2014-11-08,38-234,WAS,@,IND,W (+7),0,13:29,0,3,.000,0,0,,2,2,1.000,1,2,3,4,0,0,0,2,2,3.2,-1
8,8,2014-11-12,38-238,WAS,,DET,W (+4),0,11:05,0,0,,0,0,,1,2,.500,0,0,0,7,0,0,0,2,1,4.7,0
9,9,2014-11-15,38-241,WAS,,ORL,W (+5),0,14:53,2,3,.667,0,0,,0,0,,0,0,0,5,0,0,3,1,4,2.8,+3
10,10,2014-11-19,38-245,WAS,,DAL,L (-3),0,13:21,1,2,.500,0,0,,0,0,,1,0,1,4,1,0,0,1,2,5.1,+3
11,11,2014-11-21,38-247,WAS,,CLE,W (+13),0,10:37,3,3,1.000,0,0,,0,0,,0,0,0,2,0,0,0,1,6,6.1,+1
12,12,2014-11-22,38-248,WAS,@,MIL,W (+11),0,11:22,4,6,.667,0,0,,0,1,.000,2,1,3,2,0,0,1,2,8,6.3,-1
13,13,2014-11-25,38-251,WAS,,ATL,L (-4),0,9:34,2,2,1.000,0,0,,0,0,,0,0,0,4,0,0,1,2,4,4.4,-3
14,14,2014-11-26,38-252,WAS,@,CLE,L (-26),0,15:23,3,4,.750,0,0,,1,2,.500,0,2,2,6,0,0,0,3,7,8.6,-10
15,15,2014-11-29,38-255,WAS,,NOP,W (+3),0,14:22,2,6,.333,0,1,.000,0,0,,1,1,2,5,0,0,0,2,4,4.3,-3
16,16,2014-12-01,38-257,WAS,,MIA,W (+21),0,16:23,3,3,1.000,0,0,,0,0,,0,0,0,4,0,0,0,2,6,7.1,+10
17,17,2014-12-03,38-259,WAS,,LAL,W (+16),0,11:19,2,3,.667,0,0,,0,0,,0,0,0,3,0,0,3,0,4,1.8,-9
18,18,2014-12-05,38-261,WAS,,DEN,W (+30),0,15:30,2,2,1.000,0,0,,0,0,,0,3,3,7,0,0,1,2,4,7.4,+20
