<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,32-342,LAL,,HOU,L (-18),1,27:35,7,13,.538,0,0,,3,3,1.000,3,4,7,2,1,0,0,1,17,16.0,-7
2,2,2014-10-29,32-343,LAL,@,PHO,L (-20),1,23:01,2,6,.333,0,0,,0,0,,0,4,4,1,1,0,8,2,4,-5.3,-25
3,3,2014-10-31,32-345,LAL,,LAC,L (-7),1,28:31,3,9,.333,0,0,,3,5,.600,2,5,7,3,0,1,2,5,9,4.8,-4
4,4,2014-11-01,32-346,LAL,@,GSW,L (-23),1,23:41,4,9,.444,0,0,,1,1,1.000,3,1,4,1,0,0,0,4,9,5.8,-26
5,5,2014-11-04,32-349,LAL,,PHO,L (-6),1,28:42,6,13,.462,0,0,,1,2,.500,1,5,6,4,0,0,1,4,13,8.3,-7
6,6,2014-11-09,32-354,LAL,,CHO,W (+15),1,30:14,7,11,.636,0,0,,2,2,1.000,0,5,5,1,1,0,2,5,16,10.3,+5
7,7,2014-11-11,32-356,LAL,@,MEM,L (-5),1,28:47,8,13,.615,0,0,,4,5,.800,4,4,8,3,0,0,0,6,20,17.4,-1
8,8,2014-11-12,32-357,LAL,@,NOP,L (-7),1,33:54,6,13,.462,0,0,,4,6,.667,2,4,6,0,2,0,2,2,16,10.3,-15
9,9,2014-11-14,32-359,LAL,,SAS,L (-13),1,32:05,8,13,.615,0,0,,3,4,.750,2,6,8,1,2,0,2,2,19,15.8,-10
10,10,2014-11-16,32-361,LAL,,GSW,L (-21),1,20:57,3,13,.231,0,0,,0,0,,1,4,5,1,0,0,0,4,6,-0.9,-28
11,11,2014-11-18,32-363,LAL,@,ATL,W (+5),1,29:28,10,14,.714,0,0,,0,0,,4,6,10,2,0,0,0,3,20,19.0,-4
12,12,2014-11-19,32-364,LAL,@,HOU,W (+6),1,30:00,5,15,.333,0,0,,2,3,.667,3,10,13,1,0,0,2,3,12,5.7,-2
13,13,2014-11-21,33-001,LAL,@,DAL,L (-34),1,19:47,6,11,.545,0,0,,0,2,.000,0,1,1,2,0,0,0,3,12,6.4,-3
14,,2014-11-23,33-003,LAL,,DEN,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,14,2014-11-26,33-006,LAL,,MEM,L (-6),1,20:37,2,6,.333,0,0,,0,2,.000,1,5,6,1,0,0,1,2,4,0.9,-7
16,15,2014-11-28,33-008,LAL,,MIN,L (-1),1,22:14,6,9,.667,0,0,,3,4,.750,2,3,5,0,1,0,0,2,15,13.2,-1
17,16,2014-11-30,33-010,LAL,,TOR,W (+7),1,29:38,9,15,.600,0,0,,0,0,,2,7,9,2,0,0,2,2,18,13.2,+11
18,17,2014-12-02,33-012,LAL,@,DET,W (+10),1,25:50,7,13,.538,0,0,,0,0,,0,7,7,2,2,0,0,4,14,11.6,+16
19,18,2014-12-03,33-013,LAL,@,WAS,L (-16),1,25:34,5,9,.556,0,0,,0,0,,2,6,8,0,1,0,2,3,10,6.7,-20
20,19,2014-12-05,33-015,LAL,@,BOS,L (-17),1,18:16,1,6,.167,0,0,,0,0,,0,7,7,1,0,0,2,3,2,-2.2,-10
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,20,2014-12-07,33-017,LAL,,NOP,L (-17),0,23:00,6,12,.500,0,0,,0,0,,2,4,6,1,0,0,0,3,12,8.1,-15
22,21,2014-12-09,33-019,LAL,,SAC,W (+3),0,27:59,6,13,.462,0,0,,3,6,.500,0,9,9,1,1,0,0,1,15,11.1,+13
23,22,2014-12-12,33-022,LAL,@,SAS,W (+2),0,31:22,7,12,.583,0,0,,0,0,,3,10,13,1,0,2,1,3,14,13.4,+2
24,23,2014-12-14,33-024,LAL,@,MIN,W (+6),0,26:44,10,14,.714,0,0,,2,3,.667,6,7,13,2,0,0,1,4,22,20.9,+4
25,24,2014-12-15,33-025,LAL,@,IND,L (-19),0,25:22,3,8,.375,0,0,,7,10,.700,2,8,10,2,1,0,1,0,13,12.6,-8
26,25,2014-12-19,33-029,LAL,,OKC,L (-1),0,28:28,6,12,.500,0,0,,2,5,.400,1,5,6,2,0,0,1,4,14,7.8,-2
27,26,2014-12-21,33-031,LAL,@,SAC,L (-7),0,22:21,3,7,.429,0,0,,0,0,,1,6,7,0,0,0,0,1,6,4.4,-7
