<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,19-108,UTA,,HOU,L (-11),0,9:37,2,3,.667,1,1,1.000,0,0,,0,0,0,1,1,0,1,0,5,4.4,+3
2,2,2014-10-30,19-109,UTA,@,DAL,L (-18),0,19:25,1,4,.250,0,3,.000,0,0,,0,0,0,0,0,0,2,1,2,-2.8,-15
3,3,2014-11-01,19-111,UTA,,PHO,W (+27),0,17:37,3,4,.750,3,4,.750,1,4,.250,0,2,2,3,2,1,1,3,10,10.4,+15
4,4,2014-11-03,19-113,UTA,@,LAC,L (-6),0,16:34,3,6,.500,0,3,.000,1,2,.500,0,1,1,2,0,1,1,2,7,4.2,-1
5,5,2014-11-05,19-115,UTA,,CLE,W (+2),0,24:56,1,5,.200,0,3,.000,1,2,.500,0,2,2,5,0,0,0,2,3,2.8,+1
6,6,2014-11-07,19-117,UTA,,DAL,L (-23),0,26:56,4,7,.571,2,4,.500,1,2,.500,0,2,2,5,0,0,1,4,11,8.8,-6
7,7,2014-11-09,19-119,UTA,@,DET,W (+1),0,20:49,2,4,.500,0,1,.000,5,5,1.000,1,2,3,5,1,0,0,2,9,12.0,+11
8,8,2014-11-10,19-120,UTA,@,IND,L (-11),0,19:12,1,5,.200,1,4,.250,0,0,,1,3,4,0,1,0,0,3,3,1.3,-2
9,9,2014-11-12,19-122,UTA,@,ATL,L (-3),0,18:49,1,5,.200,0,2,.000,0,0,,0,1,1,2,0,1,0,4,2,-0.3,+2
10,10,2014-11-14,19-124,UTA,@,NYK,W (+2),0,16:51,1,3,.333,1,3,.333,0,0,,0,0,0,2,0,1,3,0,3,0.4,-18
11,11,2014-11-15,19-125,UTA,@,TOR,L (-18),0,17:40,2,4,.500,1,1,1.000,1,2,.500,0,2,2,2,1,0,3,1,6,3.2,-6
12,12,2014-11-18,19-128,UTA,,OKC,W (+17),0,15:24,3,5,.600,3,5,.600,0,0,,0,1,1,5,0,0,0,2,9,9.7,+8
13,13,2014-11-21,19-131,UTA,@,GSW,L (-13),0,22:22,1,5,.200,0,2,.000,0,0,,0,4,4,5,1,0,2,2,2,1.8,+15
14,14,2014-11-22,19-132,UTA,,NOP,L (-12),0,19:09,1,5,.200,0,1,.000,0,0,,0,1,1,1,1,0,0,4,2,-0.7,-3
