Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
4,1,2014-11-04,21-315,CHO,@,NOP,L (-9),0,13:58,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,0,1,1,4,1.6,-8,hairspj02
5,2,2014-11-05,21-316,CHO,,MIA,W (+7),0,16:17,2,9,.222,2,8,.250,1,2,.500,0,2,2,2,0,3,0,1,7,4.8,+23,hairspj02
6,3,2014-11-07,21-318,CHO,,ATL,W (+3),0,12:17,1,4,.250,1,4,.250,1,1,1.000,1,2,3,2,0,0,2,2,4,1.5,-6,hairspj02
7,4,2014-11-09,21-320,CHO,@,LAL,L (-15),0,9:53,1,2,.500,0,1,.000,0,0,,1,2,3,1,0,0,1,1,2,1.6,+2,hairspj02
8,5,2014-11-11,21-322,CHO,@,POR,L (-2),0,13:46,2,4,.500,2,3,.667,2,2,1.000,0,0,0,1,1,0,0,2,8,6.9,+9,hairspj02
9,6,2014-11-14,21-325,CHO,@,PHO,W (+8),1,17:15,3,8,.375,2,4,.500,1,1,1.000,1,1,2,0,0,0,0,3,9,4.4,+1,hairspj02
10,7,2014-11-15,21-326,CHO,@,GSW,L (-25),1,17:47,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,1,0,3,1.7,-18,hairspj02
11,8,2014-11-17,21-328,CHO,,DAL,L (-27),0,9:47,2,5,.400,2,4,.500,0,0,,0,0,0,0,0,0,0,3,6,2.1,-14,hairspj02
16,9,2014-11-26,21-337,CHO,,POR,L (-8),0,20:40,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,2,3,3,-2.7,-7,hairspj02
17,10,2014-11-28,21-339,CHO,,GSW,L (-5),0,18:38,3,10,.300,2,7,.286,0,0,,0,4,4,0,0,1,0,1,8,3.7,-4,hairspj02
18,11,2014-11-29,21-340,CHO,@,ATL,L (-30),0,26:58,5,13,.385,3,7,.429,2,2,1.000,1,3,4,1,1,1,0,1,15,11.5,-3,hairspj02
19,12,2014-12-03,21-344,CHO,,CHI,L (-7),0,19:12,1,7,.143,0,4,.000,2,2,1.000,1,1,2,1,2,1,0,3,4,2.7,-9,hairspj02
20,13,2014-12-05,21-346,CHO,,NYK,W (+1),0,5:25,1,3,.333,1,3,.333,0,0,,0,1,1,0,1,0,0,1,3,2.2,+7,hairspj02
23,14,2014-12-13,21-354,CHO,,BRK,L (-27),0,12:00,0,5,.000,0,3,.000,0,0,,0,2,2,1,1,1,0,1,0,-0.9,-1,hairspj02
26,15,2014-12-19,21-360,CHO,@,PHI,W (+18),0,15:07,1,7,.143,0,5,.000,5,5,1.000,1,1,2,1,2,0,1,1,7,4.8,+6,hairspj02
27,16,2014-12-20,21-361,CHO,,UTA,W (+18),0,8:47,2,8,.250,2,7,.286,0,0,,2,1,3,0,0,0,0,1,6,2.5,+5,hairspj02
28,17,2014-12-22,21-363,CHO,,DEN,W (+28),0,20:59,4,11,.364,2,5,.400,0,0,,1,9,10,0,1,3,1,1,10,9.0,+18,hairspj02
29,18,2014-12-23,21-364,CHO,@,MIL,W (+7),0,16:48,4,7,.571,2,4,.500,0,0,,0,2,2,0,1,0,2,2,10,5.5,+11,hairspj02
30,19,2014-12-26,22-002,CHO,@,OKC,L (-23),0,27:14,2,9,.222,1,6,.167,0,2,.000,1,2,3,1,1,0,0,1,5,1.3,-12,hairspj02
31,20,2014-12-27,22-003,CHO,,ORL,L (-8),0,11:44,0,3,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,2,0,-1.9,-6,hairspj02
32,21,2014-12-29,22-005,CHO,,MIL,L (-10),0,12:28,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,0,1,3,0.1,-7,hairspj02
33,22,2014-12-31,22-007,CHO,@,HOU,L (-19),0,13:56,1,6,.167,0,4,.000,0,0,,1,0,1,1,0,1,1,0,2,-0.7,-6,hairspj02
34,23,2015-01-02,22-009,CHO,,CLE,L (-4),0,16:56,3,6,.500,2,4,.500,0,0,,1,1,2,1,1,0,0,4,8,6.1,-3,hairspj02
35,24,2015-01-03,22-010,CHO,@,ORL,W (+8),0,5:47,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-1,hairspj02
36,25,2015-01-05,22-012,CHO,@,BOS,W (+9),0,12:52,3,5,.600,1,3,.333,1,1,1.000,0,2,2,0,0,2,0,0,8,7.7,0,hairspj02
37,26,2015-01-07,22-014,CHO,,NOP,W (+4),0,7:37,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,1,0,0,-1.8,-6,hairspj02
39,27,2015-01-10,22-017,CHO,@,NYK,W (+28),0,22:37,6,12,.500,3,6,.500,0,0,,1,3,4,1,1,0,1,1,15,10.9,-6,hairspj02
40,28,2015-01-14,22-021,CHO,,SAS,L (-5),0,21:12,4,9,.444,3,5,.600,0,0,,1,2,3,0,0,0,0,1,11,7.2,+5,hairspj02
41,29,2015-01-17,22-024,CHO,,IND,W (+9),0,16:10,0,5,.000,0,4,.000,0,0,,0,1,1,0,1,0,0,2,0,-3.0,+5,hairspj02
42,30,2015-01-19,22-026,CHO,,MIN,W (+25),0,17:35,4,8,.500,3,5,.600,0,0,,1,3,4,0,0,0,1,3,11,6.4,+9,hairspj02
44,31,2015-01-23,22-030,CHO,@,CLE,L (-39),0,6:43,0,4,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.8,+10,hairspj02
45,32,2015-01-24,22-031,CHO,,NYK,W (+5),0,10:53,2,3,.667,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,5,4.0,+9,hairspj02
46,33,2015-01-28,22-035,CHO,@,SAS,L (-9),0,9:00,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-2.2,-16,hairspj02
47,34,2015-01-31,22-038,CHO,@,DEN,W (+18),0,10:39,0,3,.000,0,2,.000,2,2,1.000,0,0,0,0,1,0,1,1,2,-0.5,-15,hairspj02
52,35,2015-02-10,22-048,CHO,,DET,L (-28),0,26:31,6,16,.375,4,9,.444,0,0,,0,2,2,1,0,0,1,3,16,6.3,-22,hairspj02
71,36,2015-03-27,22-093,CHO,@,WAS,L (-3),0,11:15,1,3,.333,1,3,.333,5,6,.833,1,1,2,0,0,0,0,1,8,6.5,-14,hairspj02
72,37,2015-03-28,22-094,CHO,,ATL,W (+15),0,19:35,4,4,1.000,2,2,1.000,2,2,1.000,0,2,2,0,2,0,0,0,12,13.4,+1,hairspj02
73,38,2015-03-30,22-096,CHO,,BOS,L (-12),0,18:05,1,4,.250,0,2,.000,0,0,,0,3,3,0,0,0,0,1,2,0.1,-4,hairspj02
74,39,2015-04-01,22-098,CHO,,DET,W (+24),0,22:54,3,10,.300,1,4,.250,5,6,.833,1,2,3,1,1,0,1,0,12,7.8,+18,hairspj02
75,40,2015-04-03,22-100,CHO,@,IND,L (-19),0,10:06,0,5,.000,0,2,.000,0,0,,2,0,2,1,0,0,0,1,0,-1.8,-17,hairspj02
