Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
1,1,2014-10-29,23-195,NYK,,CHI,L (-24),0,6:43,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7,+8,earlycl01
5,2,2014-11-05,23-202,NYK,@,DET,L (-3),0,6:12,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,3.0,+3,earlycl01
6,3,2014-11-07,23-204,NYK,@,BRK,L (-11),0,15:43,4,8,.500,3,5,.600,1,1,1.000,1,2,3,1,1,0,0,1,12,10.6,+5,earlycl01
7,4,2014-11-08,23-205,NYK,@,ATL,L (-7),0,10:44,0,4,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,1,0,-2.9,-8,earlycl01
8,5,2014-11-10,23-207,NYK,,ATL,L (-6),0,8:26,0,4,.000,0,2,.000,0,0,,0,1,1,1,0,1,0,1,0,-1.5,-7,earlycl01
9,6,2014-11-12,23-209,NYK,,ORL,L (-2),0,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,earlycl01
10,7,2014-11-14,23-211,NYK,,UTA,L (-2),0,6:34,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,3,2,0.5,+1,earlycl01
35,8,2015-01-02,23-260,NYK,,DET,L (-16),0,14:57,2,5,.400,1,2,.500,0,1,.000,0,1,1,0,1,0,0,0,5,3.2,+13,earlycl01
36,9,2015-01-04,23-262,NYK,,MIL,L (-13),0,21:38,2,5,.400,1,3,.333,0,0,,0,2,2,3,2,0,2,0,5,5.0,-7,earlycl01
37,10,2015-01-05,23-263,NYK,@,MEM,L (-22),0,28:55,3,12,.250,0,4,.000,1,2,.500,2,2,4,1,2,1,2,4,7,1.2,-10,earlycl01
38,11,2015-01-07,23-265,NYK,@,WAS,L (-10),0,18:03,3,5,.600,2,3,.667,0,0,,2,0,2,0,0,0,1,1,8,5.7,+7,earlycl01
39,12,2015-01-08,23-266,NYK,,HOU,L (-24),0,24:35,6,10,.600,1,1,1.000,3,6,.500,3,3,6,1,2,0,1,0,16,14.9,+4,earlycl01
40,13,2015-01-10,23-268,NYK,,CHO,L (-28),1,29:52,2,9,.222,2,6,.333,0,0,,0,2,2,2,0,0,3,2,6,-1.3,-21,earlycl01
44,14,2015-01-23,23-281,NYK,,ORL,W (+7),0,3:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,earlycl01
47,15,2015-01-29,23-287,NYK,@,IND,L (-21),0,18:14,1,5,.200,0,1,.000,0,0,,0,4,4,0,1,2,1,0,2,1.5,+2,earlycl01
49,16,2015-02-03,23-292,NYK,,BOS,L (-11),0,2:37,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,-2,earlycl01
