Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
21,1,2014-12-20,25-211,CHO,,UTA,W (+18),0,3:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,tayloje03
22,2,2014-12-22,25-213,CHO,,DEN,W (+28),0,5:34,0,2,.000,0,1,.000,0,2,.000,0,0,0,0,0,0,0,2,0,-3.0,+1,tayloje03
24,3,2014-12-26,25-217,CHO,@,OKC,L (-23),0,9:05,1,5,.200,0,2,.000,1,2,.500,2,2,4,0,0,0,0,1,3,1.1,+1,tayloje03
33,4,2015-01-10,25-232,CHO,@,NYK,W (+28),0,12:00,1,3,.333,0,0,,0,0,,1,2,3,2,0,0,2,2,2,0.2,-17,tayloje03
36,5,2015-01-19,25-241,CHO,,MIN,W (+25),0,6:55,3,4,.750,2,2,1.000,1,4,.250,1,1,2,0,0,0,0,1,9,6.8,-3,tayloje03
38,6,2015-01-23,25-245,CHO,@,CLE,L (-39),0,6:43,2,3,.667,0,0,,2,2,1.000,0,0,0,2,2,0,0,0,6,8.1,+10,tayloje03
41,7,2015-01-31,25-253,CHO,@,DEN,W (+18),0,9:03,2,4,.500,0,0,,0,2,.000,0,1,1,0,0,0,1,0,4,0.5,-14,tayloje03
44,8,2015-02-07,25-260,CHO,@,PHI,L (-8),0,7:13,2,3,.667,1,2,.500,1,1,1.000,0,1,1,1,0,0,1,0,6,4.7,+1,tayloje03
45,9,2015-02-08,25-261,CHO,,IND,L (-1),1,21:46,2,4,.500,1,2,.500,1,2,.500,0,2,2,1,1,0,1,3,6,3.7,0,tayloje03
46,10,2015-02-10,25-263,CHO,,DET,L (-28),1,31:21,5,8,.625,2,4,.500,0,0,,1,2,3,1,0,1,1,1,12,9.7,-15,tayloje03
47,11,2015-02-21,25-274,CHO,,OKC,L (-7),0,3:21,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-9,tayloje03
48,12,2015-02-22,25-275,CHO,@,DAL,L (-11),0,5:47,0,2,.000,0,1,.000,4,4,1.000,1,1,2,0,0,0,1,2,4,1.8,-7,tayloje03
52,13,2015-03-03,25-284,CHO,,LAL,W (+1),0,5:52,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,1,0,0,1,3,3.3,-8,tayloje03
53,14,2015-03-04,25-285,CHO,@,BRK,W (+24),0,6:21,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,1,0,-0.8,-8,tayloje03
55,15,2015-03-08,25-289,CHO,@,DET,W (+7),0,3:29,0,2,.000,0,0,,0,0,,0,0,0,0,1,0,0,1,0,-0.8,-3,tayloje03
56,16,2015-03-09,25-290,CHO,,WAS,L (-26),0,4:36,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-6,tayloje03
59,17,2015-03-16,25-297,CHO,@,UTA,L (-28),0,12:00,0,6,.000,0,1,.000,0,0,,0,2,2,0,1,0,0,0,0,-2.6,+11,tayloje03
65,18,2015-03-27,25-308,CHO,@,WAS,L (-3),0,0:33,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,-4,tayloje03
66,19,2015-03-28,25-309,CHO,,ATL,W (+15),1,27:03,3,6,.500,0,3,.000,3,4,.750,0,2,2,2,0,0,0,1,9,7.2,+10,tayloje03
67,20,2015-03-30,25-311,CHO,,BOS,L (-12),1,25:54,2,6,.333,1,2,.500,0,0,,1,4,5,0,0,0,1,3,5,1.3,-8,tayloje03
68,21,2015-04-01,25-313,CHO,,DET,W (+24),1,21:33,1,4,.250,0,1,.000,0,0,,1,3,4,2,1,0,1,2,2,1.8,+1,tayloje03
69,22,2015-04-03,25-315,CHO,@,IND,L (-19),1,18:39,0,1,.000,0,0,,0,0,,0,1,1,1,1,0,0,0,0,1.3,0,tayloje03
70,23,2015-04-04,25-316,CHO,,PHI,W (+1),1,26:02,2,4,.500,0,0,,3,3,1.000,3,1,4,3,1,0,1,0,7,9.5,+4,tayloje03
71,24,2015-04-07,25-319,CHO,@,MIA,L (-5),1,19:55,2,2,1.000,0,0,,0,0,,0,1,1,0,1,0,1,3,4,2.5,-6,tayloje03
72,25,2015-04-08,25-320,CHO,,TOR,L (-18),1,18:08,3,6,.500,2,3,.667,0,0,,0,2,2,0,0,0,0,3,8,4.4,-16,tayloje03
73,26,2015-04-10,25-322,CHO,@,ATL,L (-24),1,24:47,2,9,.222,0,3,.000,0,0,,2,4,6,1,1,0,2,3,4,-0.4,-9,tayloje03
74,27,2015-04-12,25-324,CHO,@,DET,L (-39),1,25:23,3,7,.429,0,0,,4,5,.800,0,2,2,0,0,0,2,0,10,4.5,-22,tayloje03
75,28,2015-04-13,25-325,CHO,,HOU,L (-10),1,29:58,6,11,.545,2,4,.500,2,5,.400,0,0,0,2,1,0,0,4,16,10.3,-8,tayloje03
76,29,2015-04-15,25-327,CHO,@,TOR,L (-5),1,38:01,2,6,.333,0,2,.000,2,2,1.000,1,3,4,3,0,0,2,2,6,3.5,0,tayloje03
1,1,2014-10-29,26-141,ATL,@,TOR,L (-7),1,32:26,8,12,.667,1,1,1.000,3,4,.750,0,3,3,8,3,0,6,2,20,17.1,0,teaguje01
2,2,2014-11-01,26-144,ATL,,IND,W (+10),1,32:47,7,14,.500,1,2,.500,10,10,1.000,0,4,4,6,3,2,1,1,25,26.4,0,teaguje01
3,3,2014-11-05,26-148,ATL,@,SAS,L (-2),1,33:36,2,8,.250,0,0,,1,2,.500,0,0,0,7,1,0,5,2,5,-0.1,-1,teaguje01
4,4,2014-11-07,26-150,ATL,@,CHO,L (-3),1,43:52,9,23,.391,1,4,.250,3,4,.750,2,2,4,15,0,1,5,4,22,15.7,+10,teaguje01
5,5,2014-11-08,26-151,ATL,,NYK,W (+7),1,34:43,6,13,.462,0,0,,7,10,.700,1,1,2,5,1,0,0,2,19,15.8,+1,teaguje01
6,6,2014-11-10,26-153,ATL,@,NYK,W (+6),1,25:26,0,4,.000,0,3,.000,3,4,.750,0,0,0,6,0,1,3,1,3,1.3,-2,teaguje01
7,7,2014-11-12,26-155,ATL,,UTA,W (+3),1,34:09,7,12,.583,0,1,.000,6,8,.750,0,2,2,8,3,0,4,2,20,18.0,+10,teaguje01
8,8,2014-11-14,26-157,ATL,,MIA,W (+11),1,31:48,5,11,.455,1,6,.167,5,5,1.000,0,1,1,9,1,0,3,2,16,14.1,+1,teaguje01
9,9,2014-11-15,26-158,ATL,@,CLE,L (-33),1,25:37,2,8,.250,1,2,.500,0,0,,0,2,2,3,1,0,4,3,5,-1.3,-12,teaguje01
10,10,2014-11-18,26-161,ATL,,LAL,L (-5),1,30:36,8,14,.571,1,1,1.000,6,6,1.000,0,0,0,3,0,0,1,1,23,17.1,-4,teaguje01
11,11,2014-11-21,26-164,ATL,,DET,W (+10),1,33:52,9,15,.600,2,3,.667,8,8,1.000,0,4,4,6,2,2,3,3,28,25.7,+26,teaguje01
12,12,2014-11-25,26-168,ATL,@,WAS,W (+4),1,32:13,8,19,.421,0,2,.000,12,14,.857,1,2,3,3,3,1,2,2,28,21.4,0,teaguje01
13,13,2014-11-26,26-169,ATL,,TOR,L (-11),1,34:07,7,14,.500,2,3,.667,8,8,1.000,0,3,3,12,1,0,5,5,24,20.3,-3,teaguje01
14,14,2014-11-28,26-171,ATL,,NOP,W (+9),1,35:32,10,16,.625,1,3,.333,5,5,1.000,2,2,4,7,1,0,4,1,26,22.3,+13,teaguje01
15,15,2014-11-29,26-172,ATL,,CHO,W (+30),1,20:59,2,7,.286,2,3,.667,0,0,,0,2,2,10,0,1,4,2,6,5.4,+24,teaguje01
16,16,2014-12-02,26-175,ATL,,BOS,W (+4),1,25:12,4,9,.444,1,2,.500,0,0,,0,0,0,9,1,0,4,2,9,6.8,0,teaguje01
17,17,2014-12-03,26-176,ATL,@,MIA,W (+10),1,33:30,8,11,.727,3,5,.600,8,8,1.000,0,5,5,6,3,0,2,1,27,28.8,+1,teaguje01
18,18,2014-12-05,26-178,ATL,@,BRK,W (+23),1,24:51,5,9,.556,2,4,.500,2,2,1.000,0,4,4,5,3,0,1,3,14,15.2,+12,teaguje01
19,19,2014-12-07,26-180,ATL,,DEN,W (+12),1,30:00,4,13,.308,1,4,.250,0,0,,1,1,2,7,1,0,3,0,9,5.4,+3,teaguje01
20,20,2014-12-08,26-181,ATL,@,IND,W (+16),1,31:41,8,11,.727,1,1,1.000,4,5,.800,0,3,3,7,3,0,1,0,21,23.9,+20,teaguje01
21,21,2014-12-10,26-183,ATL,,PHI,W (+16),1,24:34,1,5,.200,0,2,.000,2,2,1.000,1,0,1,6,2,0,2,2,4,5.0,+9,teaguje01
22,22,2014-12-12,26-185,ATL,,ORL,W (+6),1,33:24,5,13,.385,1,7,.143,2,2,1.000,1,4,5,5,2,0,3,1,13,9.9,-1,teaguje01
23,23,2014-12-13,26-186,ATL,@,ORL,L (-1),1,32:41,8,18,.444,2,4,.500,6,8,.750,1,2,3,8,3,1,3,3,24,20.2,+4,teaguje01
24,24,2014-12-15,26-188,ATL,,CHI,W (+7),1,34:35,5,12,.417,0,2,.000,2,2,1.000,0,3,3,7,1,1,2,1,12,10.7,+14,teaguje01
28,25,2014-12-23,26-196,ATL,,LAC,W (+3),0,23:51,3,8,.375,1,3,.333,2,3,.667,0,2,2,6,0,0,1,0,9,8.0,+23,teaguje01
29,26,2014-12-26,26-199,ATL,,MIL,L (-30),1,23:47,5,10,.500,0,3,.000,2,2,1.000,0,0,0,4,3,1,3,4,12,8.9,-9,teaguje01
30,27,2014-12-27,26-200,ATL,@,MIL,W (+5),1,36:57,7,14,.500,1,4,.250,10,10,1.000,1,7,8,7,1,0,2,3,25,23.5,+15,teaguje01
31,28,2014-12-30,26-203,ATL,,CLE,W (+8),1,34:48,8,13,.615,1,4,.250,6,10,.600,2,3,5,11,3,0,5,2,23,22.7,+9,teaguje01
32,29,2015-01-02,26-206,ATL,@,UTA,W (+6),1,35:41,9,17,.529,2,4,.500,6,7,.857,0,4,4,8,3,0,0,0,26,27.1,+24,teaguje01
33,30,2015-01-03,26-207,ATL,@,POR,W (+8),1,35:16,8,16,.500,0,2,.000,6,6,1.000,1,2,3,6,2,0,1,0,22,20.5,+10,teaguje01
34,31,2015-01-05,26-209,ATL,@,LAC,W (+9),1,32:26,6,13,.462,3,6,.500,5,6,.833,1,3,4,9,4,0,4,4,20,19.2,+13,teaguje01
35,32,2015-01-07,26-211,ATL,,MEM,W (+10),1,34:15,9,14,.643,3,4,.750,4,4,1.000,0,3,3,6,2,1,3,3,25,22.4,+9,teaguje01
36,33,2015-01-09,26-213,ATL,@,DET,W (+3),1,34:41,4,9,.444,0,2,.000,6,8,.750,0,3,3,11,0,0,3,1,14,13.7,+1,teaguje01
37,34,2015-01-11,26-215,ATL,,WAS,W (+31),1,27:45,4,12,.333,1,5,.200,2,2,1.000,1,1,2,10,4,1,0,0,11,16.9,+13,teaguje01
39,35,2015-01-14,26-218,ATL,@,BOS,W (+14),1,31:35,7,12,.583,2,5,.400,6,6,1.000,0,1,1,6,2,1,1,2,22,21.8,+26,teaguje01
40,36,2015-01-16,26-220,ATL,@,TOR,W (+21),1,25:21,6,12,.500,1,2,.500,0,0,,0,5,5,9,2,1,1,3,13,15.3,+23,teaguje01
41,37,2015-01-17,26-221,ATL,@,CHI,W (+8),1,36:05,5,16,.313,1,4,.250,6,8,.750,0,1,1,11,3,3,2,1,17,17.7,+5,teaguje01
42,38,2015-01-19,26-223,ATL,,DET,W (+11),1,30:12,4,15,.267,0,5,.000,2,2,1.000,0,2,2,7,0,0,3,4,10,2.0,+13,teaguje01
43,39,2015-01-21,26-225,ATL,,IND,W (+19),1,29:36,6,13,.462,1,3,.333,4,5,.800,0,3,3,11,2,0,3,1,17,17.1,+19,teaguje01
