Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
2,1,2014-11-01,19-077,BOS,@,HOU,L (-14),0,5:47,3,3,1.000,0,0,,0,1,.000,0,1,1,0,0,1,0,0,6,5.7,+9,youngja01
7,2,2014-11-12,19-088,BOS,,OKC,L (-15),0,3:31,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3,-5,youngja01
11,3,2014-11-21,19-097,BOS,@,MEM,L (-17),0,2:28,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,youngja01
14,4,2014-11-30,19-106,BOS,,SAS,L (-22),0,4:19,1,3,.333,0,1,.000,0,0,,0,1,1,1,0,0,0,0,2,1.3,-3,youngja01
17,5,2014-12-05,19-111,BOS,,LAL,W (+17),0,1:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6,youngja01
32,6,2015-01-05,19-142,BOS,,CHO,L (-9),0,17:31,5,7,.714,3,4,.750,0,0,,1,0,1,0,0,0,0,1,13,10.4,+9,youngja01
34,7,2015-01-09,19-146,BOS,@,IND,L (-4),0,7:15,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+3,youngja01
35,8,2015-01-10,19-147,BOS,@,TOR,L (-13),0,5:47,0,0,,0,0,,0,0,,0,1,1,2,0,1,0,0,0,2.4,+4,youngja01
36,9,2015-01-12,19-149,BOS,,NOP,W (+8),0,9:31,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,1,0,2,0.6,+5,youngja01
37,10,2015-01-14,19-151,BOS,,ATL,L (-14),0,8:46,2,7,.286,1,6,.167,0,0,,0,0,0,0,0,0,0,0,5,0.9,-4,youngja01
42,11,2015-01-25,19-162,BOS,@,GSW,L (-3),0,14:50,1,5,.200,1,4,.250,0,0,,0,2,2,0,0,0,1,1,3,-0.9,+4,youngja01
44,12,2015-01-28,19-165,BOS,@,MIN,L (-12),0,7:47,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.2,+4,youngja01
46,13,2015-02-01,19-169,BOS,,MIA,L (-8),0,9:07,1,2,.500,0,1,.000,1,2,.500,0,3,3,0,0,0,0,0,3,2.5,-5,youngja01
47,14,2015-02-03,19-171,BOS,@,NYK,W (+11),0,17:01,2,7,.286,0,3,.000,1,2,.500,0,3,3,2,1,0,1,0,5,2.8,+2,youngja01
48,15,2015-02-04,19-172,BOS,,DEN,W (+4),0,20:06,3,9,.333,2,6,.333,0,0,,1,1,2,3,0,0,0,3,8,4.8,+14,youngja01
49,16,2015-02-06,19-174,BOS,,PHI,W (+11),0,11:36,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,2,0,-1.6,-1,youngja01
51,17,2015-02-11,19-179,BOS,,ATL,W (+1),0,17:29,2,5,.400,1,3,.333,0,0,,0,2,2,0,1,0,0,0,5,3.9,-1,youngja01
52,18,2015-02-20,19-188,BOS,@,SAC,L (-8),0,18:12,1,3,.333,0,2,.000,2,5,.400,2,0,2,0,1,0,0,3,4,2.3,-18,youngja01
53,19,2015-02-22,19-190,BOS,@,LAL,L (-7),0,10:27,0,1,.000,0,1,.000,0,0,,1,1,2,1,0,0,1,1,0,-0.4,+1,youngja01
54,20,2015-02-23,19-191,BOS,@,PHO,W (+5),0,18:38,2,3,.667,1,1,1.000,3,4,.750,1,4,5,1,0,0,0,2,8,8.1,-1,youngja01
55,21,2015-02-25,19-193,BOS,,NYK,W (+21),0,7:43,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,0,2,1,-0.6,-8,youngja01
56,22,2015-02-27,19-195,BOS,,CHO,W (+8),0,17:31,1,5,.200,0,4,.000,0,0,,1,0,1,0,3,0,0,0,2,2.6,+12,youngja01
57,23,2015-03-01,19-197,BOS,,GSW,L (-5),0,14:33,1,5,.200,1,4,.250,2,4,.500,0,2,2,0,0,0,0,0,5,1.7,-4,youngja01
58,24,2015-03-03,19-199,BOS,@,CLE,L (-31),0,17:06,2,5,.400,2,5,.400,3,3,1.000,0,1,1,0,0,0,0,0,9,6.6,-9,youngja01
59,25,2015-03-04,19-200,BOS,,UTA,W (+1),0,7:01,1,2,.500,1,2,.500,0,0,,1,0,1,0,0,0,0,0,3,2.7,-1,youngja01
60,26,2015-03-06,19-202,BOS,@,NOP,W (+6),0,12:04,1,4,.250,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,0.9,+7,youngja01
61,27,2015-03-08,19-204,BOS,@,ORL,L (-5),0,5:51,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,-0.7,-4,youngja01
64,28,2015-03-13,19-209,BOS,,ORL,W (+7),0,4:21,1,2,.500,0,1,.000,1,2,.500,0,0,0,0,1,0,0,1,3,2.2,+4,youngja01
66,29,2015-03-16,19-212,BOS,,PHI,W (+19),0,2:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2,youngja01
69,30,2015-03-22,19-218,BOS,,DET,L (-8),0,6:50,1,4,.250,1,2,.500,0,0,,0,1,1,0,1,0,1,0,3,0.9,-6,youngja01
82,31,2015-04-15,19-242,BOS,@,MIL,W (+5),0,24:27,3,7,.429,1,5,.200,2,4,.500,0,1,1,2,0,0,0,3,9,5.0,+5,youngja01
11,1,2014-11-18,29-170,LAL,@,ATL,W (+5),0,27:46,6,10,.600,2,4,.500,3,5,.600,1,4,5,0,1,0,0,1,17,14.1,+4,youngni01
12,2,2014-11-19,29-171,LAL,@,HOU,W (+6),0,28:26,6,15,.400,2,8,.250,2,2,1.000,0,4,4,0,2,0,0,3,16,9.9,+9,youngni01
13,3,2014-11-21,29-173,LAL,@,DAL,L (-34),0,19:22,2,7,.286,1,3,.333,0,0,,0,0,0,2,0,1,0,3,5,1.8,-22,youngni01
14,4,2014-11-23,29-175,LAL,,DEN,L (-7),0,28:05,2,12,.167,1,5,.200,2,2,1.000,0,3,3,1,0,0,1,2,7,-0.8,-8,youngni01
15,5,2014-11-26,29-178,LAL,,MEM,L (-6),0,27:12,4,14,.286,2,5,.400,3,3,1.000,0,1,1,1,0,2,0,2,13,6.4,-7,youngni01
16,6,2014-11-28,29-180,LAL,,MIN,L (-1),0,26:06,6,12,.500,1,3,.333,3,3,1.000,0,1,1,1,0,0,2,5,16,7.0,+4,youngni01
17,7,2014-11-30,29-182,LAL,,TOR,W (+7),0,31:16,6,11,.545,5,8,.625,3,5,.600,0,4,4,0,0,0,4,2,20,10.3,+3,youngni01
18,8,2014-12-02,29-184,LAL,@,DET,W (+10),0,20:52,5,13,.385,3,6,.500,6,7,.857,0,1,1,0,0,1,0,0,19,12.5,-2,youngni01
19,9,2014-12-03,29-185,LAL,@,WAS,L (-16),0,24:29,7,14,.500,5,8,.625,2,2,1.000,0,2,2,0,1,1,1,2,21,14.5,+7,youngni01
20,10,2014-12-05,29-187,LAL,@,BOS,L (-17),0,22:27,5,14,.357,1,3,.333,5,6,.833,0,3,3,1,0,0,0,2,16,8.6,-1,youngni01
21,11,2014-12-07,29-189,LAL,,NOP,L (-17),0,23:52,3,13,.231,2,6,.333,5,6,.833,0,2,2,1,0,1,1,1,13,5.3,-11,youngni01
22,12,2014-12-09,29-191,LAL,,SAC,W (+3),0,22:10,5,13,.385,1,5,.200,1,1,1.000,2,2,4,1,1,1,0,4,12,7.7,+9,youngni01
23,13,2014-12-12,29-194,LAL,@,SAS,W (+2),0,32:26,9,14,.643,6,9,.667,5,5,1.000,0,1,1,1,0,0,1,1,29,22.4,+5,youngni01
24,14,2014-12-14,29-196,LAL,@,MIN,W (+6),0,23:43,2,9,.222,1,3,.333,2,2,1.000,1,0,1,0,2,0,0,2,7,3.4,+2,youngni01
25,15,2014-12-15,29-197,LAL,@,IND,L (-19),0,22:30,6,12,.500,2,6,.333,4,4,1.000,0,3,3,1,1,1,1,2,18,13.5,+3,youngni01
26,16,2014-12-19,29-201,LAL,,OKC,L (-1),0,13:27,4,8,.500,2,4,.500,0,0,,0,2,2,0,1,0,1,1,10,6.2,-7,youngni01
27,17,2014-12-21,29-203,LAL,@,SAC,L (-7),0,30:23,7,14,.500,4,9,.444,8,8,1.000,1,4,5,1,2,0,0,4,26,22.0,-2,youngni01
28,18,2014-12-23,29-205,LAL,,GSW,W (+10),0,30:09,5,13,.385,2,6,.333,3,3,1.000,1,4,5,1,1,1,1,3,15,10.0,+2,youngni01
29,19,2014-12-25,29-207,LAL,@,CHI,L (-20),0,16:52,1,6,.167,1,3,.333,0,0,,0,1,1,2,0,0,1,2,3,-0.9,-14,youngni01
30,20,2014-12-26,29-208,LAL,@,DAL,L (-4),0,28:38,5,16,.313,5,8,.625,0,0,,0,5,5,2,1,0,3,1,15,6.3,+6,youngni01
31,21,2014-12-28,29-210,LAL,,PHO,L (-9),0,25:10,7,15,.467,4,6,.667,3,3,1.000,0,1,1,2,0,0,1,3,21,12.8,-6,youngni01
32,22,2014-12-30,29-212,LAL,@,DEN,W (+8),0,21:43,2,7,.286,0,2,.000,0,0,,0,1,1,2,0,0,1,1,4,0.2,-10,youngni01
33,23,2015-01-02,29-215,LAL,,MEM,L (-3),0,24:29,5,10,.500,1,3,.333,3,4,.750,0,1,1,2,1,1,0,2,14,11.2,-3,youngni01
34,24,2015-01-04,29-217,LAL,,IND,W (+1),0,28:30,4,12,.333,2,5,.400,12,12,1.000,0,3,3,1,1,0,1,2,22,16.0,+7,youngni01
35,25,2015-01-05,29-218,LAL,@,POR,L (-4),0,26:46,3,13,.231,1,4,.250,4,4,1.000,0,2,2,2,1,0,2,2,11,3.3,-8,youngni01
36,26,2015-01-07,29-220,LAL,@,LAC,L (-25),0,30:08,4,15,.267,1,6,.167,2,2,1.000,1,4,5,2,1,0,2,0,11,4.4,-1,youngni01
37,27,2015-01-09,29-222,LAL,,ORL,W (+17),0,19:41,2,13,.154,0,6,.000,5,5,1.000,0,0,0,0,1,0,3,3,9,-2.5,+1,youngni01
38,28,2015-01-11,29-224,LAL,,POR,L (-12),0,17:35,3,11,.273,1,8,.125,2,2,1.000,0,2,2,0,0,0,0,3,9,1.9,+4,youngni01
39,29,2015-01-13,29-226,LAL,,MIA,L (-3),0,19:59,2,11,.182,1,4,.250,3,3,1.000,0,1,1,3,1,0,2,2,8,1.7,+3,youngni01
40,30,2015-01-15,29-228,LAL,,CLE,L (-7),0,22:04,4,13,.308,2,8,.250,4,5,.800,0,2,2,0,0,0,0,4,14,5.1,-8,youngni01
41,31,2015-01-16,29-229,LAL,@,UTA,L (-9),0,25:28,4,9,.444,2,4,.500,13,13,1.000,2,0,2,0,0,0,0,0,23,19.7,+4,youngni01
42,32,2015-01-19,29-232,LAL,@,PHO,L (-15),0,26:22,7,12,.583,4,7,.571,6,7,.857,2,2,4,3,2,0,4,3,24,18.9,-8,youngni01
43,33,2015-01-21,29-234,LAL,@,NOP,L (-16),0,19:11,3,11,.273,2,5,.400,1,1,1.000,0,1,1,1,1,0,1,1,9,3.1,+3,youngni01
44,34,2015-01-23,29-236,LAL,@,SAS,L (-14),0,20:21,5,11,.455,3,6,.500,4,4,1.000,0,0,0,0,0,0,1,1,17,9.9,-8,youngni01
45,35,2015-01-25,29-238,LAL,,HOU,L (-12),0,8:26,0,2,.000,0,1,.000,0,0,,1,2,3,0,0,0,3,0,0,-3.1,-8,youngni01
49,36,2015-02-04,29-248,LAL,@,MIL,L (-8),0,33:40,5,12,.417,2,8,.250,4,7,.571,2,1,3,0,0,0,2,1,16,7.7,+2,youngni01
