Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
1,1,2014-10-29,30-261,MIL,@,CHO,L (-2),0,14:28,2,5,.400,0,0,,0,0,,0,1,1,0,2,1,3,1,4,0.9,-8,pachuza01
3,2,2014-11-01,30-264,MIL,@,WAS,L (-11),0,14:08,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,3,1,2,-1.4,-2,pachuza01
4,3,2014-11-04,30-267,MIL,@,IND,W (+6),0,20:21,4,7,.571,0,0,,1,2,.500,0,3,3,3,1,1,1,4,9,7.4,-5,pachuza01
5,4,2014-11-05,30-268,MIL,,CHI,L (-9),0,18:26,1,5,.200,0,0,,1,1,1.000,1,2,3,3,1,0,2,2,3,1.5,+3,pachuza01
6,5,2014-11-07,30-270,MIL,@,DET,L (-3),0,16:57,3,3,1.000,0,0,,0,0,,1,3,4,1,2,1,1,3,6,7.9,+2,pachuza01
7,6,2014-11-08,30-271,MIL,,MEM,W (+1),0,14:49,2,4,.500,0,0,,0,0,,2,1,3,0,0,0,0,4,4,2.1,-2,pachuza01
8,7,2014-11-11,30-274,MIL,,OKC,W (+7),0,22:29,3,7,.429,0,0,,2,2,1.000,4,6,10,4,2,1,2,4,8,10.8,+13,pachuza01
9,8,2014-11-14,30-277,MIL,@,ORL,L (-16),0,14:54,1,3,.333,0,0,,0,0,,1,4,5,1,0,0,2,4,2,-0.7,-11,pachuza01
10,9,2014-11-16,30-279,MIL,@,MIA,W (+7),0,25:17,5,9,.556,0,1,.000,1,1,1.000,2,3,5,2,1,0,2,3,11,8.2,+2,pachuza01
11,10,2014-11-18,30-281,MIL,,NYK,W (+4),1,34:33,6,11,.545,0,0,,2,2,1.000,7,6,13,4,2,0,4,2,14,15.4,+15,pachuza01
12,11,2014-11-19,30-282,MIL,@,BRK,W (+4),0,28:58,2,7,.286,0,0,,0,0,,2,3,5,1,1,1,2,5,4,0.6,+3,pachuza01
13,12,2014-11-21,30-284,MIL,@,TOR,L (-42),0,8:38,1,3,.333,0,0,,3,4,.750,1,2,3,0,2,0,1,1,5,4.8,-2,pachuza01
14,13,2014-11-22,30-285,MIL,,WAS,L (-11),0,25:57,3,8,.375,0,0,,0,0,,1,6,7,2,0,1,1,2,6,4.4,0,pachuza01
15,14,2014-11-25,30-288,MIL,,DET,W (+12),0,17:39,4,8,.500,0,0,,0,0,,4,1,5,1,0,0,2,3,8,4.6,+5,pachuza01
16,15,2014-11-26,30-289,MIL,@,MIN,W (+17),0,19:34,2,3,.667,0,0,,2,2,1.000,1,3,4,2,2,0,1,1,6,8.3,+3,pachuza01
19,16,2014-12-02,30-295,MIL,@,CLE,L (-3),0,25:21,2,6,.333,0,0,,1,2,.500,3,1,4,1,1,1,1,2,5,4.2,+2,pachuza01
20,17,2014-12-03,30-296,MIL,,DAL,L (-2),0,26:01,3,6,.500,0,0,,2,2,1.000,1,8,9,2,0,0,1,2,8,7.7,+9,pachuza01
21,18,2014-12-05,30-298,MIL,,MIA,W (+24),1,23:34,2,2,1.000,0,0,,0,0,,2,6,8,2,2,1,5,4,4,4.1,-1,pachuza01
22,19,2014-12-07,30-300,MIL,@,DAL,L (-23),0,20:30,5,10,.500,0,1,.000,4,4,1.000,3,5,8,1,1,0,1,3,14,12.1,-3,pachuza01
23,20,2014-12-09,30-302,MIL,@,OKC,L (-13),0,29:37,3,5,.600,0,0,,1,1,1.000,0,1,1,5,0,0,2,4,7,4.9,-3,pachuza01
24,21,2014-12-13,30-306,MIL,,LAC,W (+5),0,19:37,1,6,.167,0,0,,2,4,.500,1,2,3,3,0,1,2,0,4,1.5,-3,pachuza01
25,22,2014-12-15,30-308,MIL,@,PHO,W (+2),0,28:54,6,9,.667,0,0,,1,3,.333,1,2,3,5,2,0,1,1,13,13.7,+9,pachuza01
26,23,2014-12-17,30-310,MIL,@,POR,L (-7),0,26:09,1,3,.333,0,0,,3,4,.750,3,5,8,3,0,0,1,1,5,7.2,-9,pachuza01
27,24,2014-12-18,30-311,MIL,@,SAC,W (+1),1,26:15,2,7,.286,0,0,,3,6,.500,2,3,5,2,0,0,2,5,7,1.4,-7,pachuza01
28,25,2014-12-20,30-313,MIL,@,LAC,L (-4),0,20:09,1,3,.333,0,0,,3,4,.750,2,5,7,2,0,0,2,1,5,4.8,-4,pachuza01
29,26,2014-12-23,30-316,MIL,,CHO,L (-7),0,16:55,1,6,.167,0,0,,1,1,1.000,2,2,4,2,0,0,2,2,3,-0.2,-7,pachuza01
30,27,2014-12-26,30-319,MIL,@,ATL,W (+30),1,26:03,6,9,.667,0,0,,2,2,1.000,1,7,8,2,3,0,2,3,14,14.1,+19,pachuza01
31,28,2014-12-27,30-320,MIL,,ATL,L (-5),1,28:53,4,8,.500,0,0,,3,3,1.000,4,11,15,3,0,1,2,1,11,13.5,-4,pachuza01
32,29,2014-12-29,30-322,MIL,@,CHO,W (+10),1,28:14,6,7,.857,0,0,,3,4,.750,0,4,4,1,0,1,3,3,15,10.5,-5,pachuza01
33,30,2014-12-31,30-324,MIL,@,CLE,W (+16),1,22:39,4,9,.444,0,0,,1,2,.500,3,5,8,1,1,0,1,2,9,7.4,+8,pachuza01
34,31,2015-01-02,30-326,MIL,,IND,L (-3),1,24:48,4,10,.400,0,0,,4,4,1.000,4,10,14,1,1,1,0,0,12,14.8,+10,pachuza01
35,32,2015-01-04,30-328,MIL,@,NYK,W (+13),1,30:52,6,12,.500,0,0,,4,4,1.000,4,10,14,3,2,0,2,4,16,16.3,+8,pachuza01
36,33,2015-01-06,30-330,MIL,,PHO,L (-6),1,23:57,2,7,.286,0,0,,3,4,.750,4,4,8,2,1,0,6,2,7,2.1,+5,pachuza01
37,34,2015-01-07,30-331,MIL,@,PHI,W (+20),1,32:12,5,10,.500,0,0,,1,1,1.000,3,9,12,7,1,0,4,5,11,10.7,+17,pachuza01
38,35,2015-01-09,30-333,MIL,,MIN,W (+14),1,24:16,4,8,.500,0,0,,0,0,,5,4,9,3,2,0,2,1,8,10.4,+7,pachuza01
39,36,2015-01-10,30-334,MIL,@,CHI,L (-8),1,24:39,3,12,.250,0,0,,1,2,.500,2,2,4,2,0,1,2,3,7,0.3,0,pachuza01
40,37,2015-01-15,30-339,MIL,,NYK,W (+16),1,28:09,2,8,.250,0,0,,7,8,.875,7,7,14,5,0,0,3,1,11,12.9,+25,pachuza01
41,38,2015-01-19,30-343,MIL,,TOR,L (-3),1,19:37,3,3,1.000,0,0,,3,6,.500,3,3,6,2,3,0,1,2,9,12.5,+2,pachuza01
42,39,2015-01-22,30-346,MIL,,UTA,L (-2),1,30:41,4,14,.286,0,0,,2,2,1.000,8,2,10,3,0,0,2,2,10,7.3,+19,pachuza01
43,40,2015-01-24,30-348,MIL,,DET,W (+15),1,23:24,4,10,.400,0,0,,0,0,,2,4,6,6,0,0,0,1,8,9.0,+24,pachuza01
44,41,2015-01-25,30-349,MIL,@,SAS,L (-6),1,24:09,5,11,.455,0,0,,2,2,1.000,3,3,6,3,1,1,0,3,12,11.9,+5,pachuza01
45,42,2015-01-27,30-351,MIL,@,MIA,W (+7),1,21:00,1,5,.200,0,0,,2,2,1.000,3,2,5,1,1,0,1,2,4,3.5,-9,pachuza01
52,43,2015-02-09,30-364,MIL,,BRK,W (+6),0,16:07,1,6,.167,0,0,,3,4,.750,3,2,5,1,3,0,0,2,5,6.4,+4,pachuza01
53,44,2015-02-11,31-001,MIL,,SAC,W (+8),0,26:11,4,10,.400,0,0,,0,0,,0,6,6,1,2,0,0,4,8,5.5,+10,pachuza01
54,45,2015-02-20,31-010,MIL,,DEN,W (+8),0,30:07,4,10,.400,0,0,,0,0,,3,3,6,1,0,0,2,1,8,3.9,+12,pachuza01
55,46,2015-02-22,31-012,MIL,,ATL,L (-11),0,14:34,1,3,.333,0,1,.000,0,0,,0,3,3,1,1,0,2,4,2,-0.7,-16,pachuza01
56,47,2015-02-23,31-013,MIL,@,CHI,L (-16),0,5:42,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-2.5,-5,pachuza01
57,48,2015-02-25,31-015,MIL,,PHI,W (+16),1,19:07,5,11,.455,0,0,,2,2,1.000,2,2,4,2,2,0,3,2,12,7.9,+13,pachuza01
58,49,2015-02-27,31-017,MIL,@,LAL,L (-8),1,24:37,2,6,.333,0,0,,4,4,1.000,1,6,7,0,1,1,0,2,8,8.0,-10,pachuza01
59,50,2015-02-28,31-018,MIL,@,UTA,L (-7),1,24:14,1,8,.125,0,0,,0,0,,0,4,4,5,1,0,3,2,2,-1.3,+6,pachuza01
60,51,2015-03-03,31-021,MIL,@,DEN,L (-11),1,13:29,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,3,2,0,-4.5,-8,pachuza01
61,52,2015-03-04,31-022,MIL,@,GSW,L (-9),1,24:50,5,9,.556,0,0,,3,4,.750,6,5,11,4,2,0,1,1,13,17.4,+1,pachuza01
62,53,2015-03-07,31-025,MIL,,WAS,W (+6),1,25:15,2,6,.333,0,0,,0,0,,3,5,8,5,0,0,1,3,4,5.5,+16,pachuza01
63,54,2015-03-09,31-027,MIL,,NOP,L (-11),1,19:17,1,3,.333,0,0,,0,0,,0,3,3,2,2,0,1,1,2,3.2,+1,pachuza01
64,55,2015-03-11,31-029,MIL,,ORL,W (+6),1,23:47,4,8,.500,0,0,,2,2,1.000,5,7,12,5,0,0,3,1,10,11.7,+5,pachuza01
65,56,2015-03-12,31-030,MIL,@,IND,L (-6),1,33:51,5,11,.455,0,0,,6,6,1.000,8,4,12,3,2,0,2,5,16,17.2,+4,pachuza01
66,57,2015-03-14,31-032,MIL,@,MEM,L (-13),1,26:38,5,8,.625,0,0,,4,4,1.000,1,3,4,1,0,1,2,2,14,10.6,+2,pachuza01
67,58,2015-03-17,31-035,MIL,@,NOP,L (-1),1,24:20,3,9,.333,0,0,,5,6,.833,3,8,11,1,2,1,2,4,11,9.8,-11,pachuza01
68,59,2015-03-18,31-036,MIL,,SAS,L (-11),1,17:18,4,7,.571,0,0,,2,4,.500,3,4,7,2,0,0,2,0,10,8.6,-5,pachuza01
69,60,2015-03-20,31-038,MIL,@,BRK,L (-2),1,40:06,9,16,.563,0,0,,4,4,1.000,18,3,21,7,1,0,3,4,22,29.2,+6,pachuza01
70,61,2015-03-22,31-040,MIL,,CLE,L (-18),1,30:36,5,7,.714,0,0,,1,1,1.000,2,7,9,3,2,0,4,2,11,10.9,+10,pachuza01
71,62,2015-03-24,31-042,MIL,,MIA,W (+1),1,33:12,6,11,.545,0,0,,2,3,.667,5,6,11,7,5,1,3,3,14,20.0,+18,pachuza01
72,63,2015-03-26,31-044,MIL,,IND,W (+4),1,32:23,4,7,.571,0,0,,4,4,1.000,1,5,6,3,2,0,3,5,12,10.0,+9,pachuza01
73,64,2015-03-28,31-046,MIL,,GSW,L (-13),1,22:50,5,11,.455,0,0,,2,2,1.000,1,2,3,1,0,1,1,1,12,7.6,-7,pachuza01
74,65,2015-03-30,31-048,MIL,@,ATL,L (-13),1,35:41,8,10,.800,0,0,,1,3,.333,5,8,13,3,1,0,0,2,17,20.6,-5,pachuza01
75,66,2015-04-01,31-050,MIL,,CHI,W (+4),1,29:06,2,6,.333,0,0,,0,0,,5,5,10,0,0,0,1,4,4,3.0,+4,pachuza01
76,67,2015-04-03,31-052,MIL,@,BOS,W (+9),1,29:44,4,10,.400,0,0,,3,6,.500,3,5,8,5,0,1,3,1,11,8.8,+13,pachuza01
77,68,2015-04-04,31-053,MIL,,ORL,L (-7),1,23:21,2,4,.500,0,0,,0,0,,2,3,5,6,2,0,1,1,4,9.1,+9,pachuza01
78,69,2015-04-08,31-057,MIL,,CLE,L (-5),1,31:00,8,13,.615,0,0,,3,5,.600,4,6,10,2,5,1,2,3,19,20.8,+8,pachuza01
79,70,2015-04-10,31-059,MIL,@,NYK,W (+8),1,20:26,4,5,.800,0,0,,1,1,1.000,2,3,5,2,1,0,0,1,9,11.4,+26,pachuza01
