Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
26,1,2014-12-17,21-199,MIL,@,POR,L (-7),0,4:36,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,+1,obryajo01
27,2,2014-12-18,21-200,MIL,@,SAC,W (+1),1,17:13,2,4,.500,0,0,,2,2,1.000,0,1,1,1,0,0,2,4,6,1.4,-6,obryajo01
28,3,2014-12-20,21-202,MIL,@,LAC,L (-4),1,6:16,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,2,4,1.9,-7,obryajo01
29,4,2014-12-23,21-205,MIL,,CHO,L (-7),1,5:58,2,3,.667,0,0,,0,0,,0,1,1,1,0,0,0,1,4,3.3,+3,obryajo01
30,5,2014-12-26,21-208,MIL,@,ATL,W (+30),1,20:42,5,9,.556,0,0,,2,4,.500,1,3,4,0,0,0,0,1,12,8.1,+5,obryajo01
31,6,2014-12-27,21-209,MIL,,ATL,L (-5),1,8:24,0,4,.000,0,0,,0,0,,1,1,2,0,0,0,0,2,0,-2.6,-15,obryajo01
32,7,2014-12-29,21-211,MIL,@,CHO,W (+10),1,9:53,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.7,-11,obryajo01
33,8,2014-12-31,21-213,MIL,@,CLE,W (+16),1,13:28,1,5,.200,0,0,,0,2,.000,3,0,3,1,1,0,1,1,2,0.5,+14,obryajo01
34,9,2015-01-02,21-215,MIL,,IND,L (-3),1,13:29,0,4,.000,0,0,,0,0,,0,0,0,2,0,0,1,0,0,-2.4,-6,obryajo01
35,10,2015-01-04,21-217,MIL,@,NYK,W (+13),1,22:07,3,8,.375,0,0,,4,6,.667,2,0,2,1,0,1,0,1,10,7.2,+6,obryajo01
36,11,2015-01-06,21-219,MIL,,PHO,L (-6),1,13:52,1,4,.250,0,0,,1,2,.500,0,3,3,0,0,1,1,1,3,0.4,+2,obryajo01
37,12,2015-01-07,21-220,MIL,@,PHI,W (+20),1,23:10,3,6,.500,0,0,,0,0,,2,1,3,0,0,0,5,4,6,-1.9,+7,obryajo01
38,13,2015-01-09,21-222,MIL,,MIN,W (+14),1,12:23,2,5,.400,0,0,,0,1,.000,0,0,0,0,0,0,1,0,4,-0.1,-11,obryajo01
39,14,2015-01-10,21-223,MIL,@,CHI,L (-8),1,7:54,1,2,.500,0,0,,0,0,,0,0,0,0,1,2,0,0,2,3.4,-10,obryajo01
40,15,2015-01-15,21-228,MIL,,NYK,W (+16),1,10:08,0,2,.000,0,0,,0,0,,1,0,1,1,0,0,1,1,0,-1.4,+12,obryajo01
41,16,2015-01-19,21-232,MIL,,TOR,L (-3),1,7:09,3,5,.600,0,0,,0,0,,2,0,2,0,0,0,0,1,6,4.7,+2,obryajo01
42,17,2015-01-22,21-235,MIL,,UTA,L (-2),0,22:06,4,8,.500,0,0,,0,0,,3,3,6,1,0,0,0,3,8,6.5,-2,obryajo01
43,18,2015-01-24,21-237,MIL,,DET,W (+15),0,8:58,0,3,.000,0,0,,0,0,,0,2,2,0,0,0,2,3,0,-4.7,-14,obryajo01
