Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,pname
6,1,2014-11-07,22-161,OKC,,MEM,L (-2),1,41:23,8,15,.533,1,6,.167,0,1,.000,1,2,3,0,0,1,1,4,17,8.7,+5,lambje01
7,2,2014-11-09,22-163,OKC,,SAC,W (+8),1,34:09,5,13,.385,2,3,.667,5,6,.833,1,8,9,4,0,0,3,1,17,12.0,+3,lambje01
8,3,2014-11-11,22-165,OKC,@,MIL,L (-7),1,34:18,2,13,.154,0,2,.000,2,2,1.000,2,6,8,3,2,0,3,3,6,0.8,-4,lambje01
9,4,2014-11-12,22-166,OKC,@,BOS,W (+15),1,16:34,2,10,.200,0,5,.000,0,0,,0,1,1,1,0,0,0,3,4,-2.4,-10,lambje01
10,5,2014-11-14,22-168,OKC,,DET,L (-7),1,44:56,10,17,.588,4,7,.571,0,0,,0,10,10,3,3,0,4,4,24,18.6,+1,lambje01
11,6,2014-11-16,22-170,OKC,,HOU,L (-4),1,25:23,2,5,.400,1,4,.250,0,0,,0,4,4,1,2,1,2,1,5,4.5,+2,lambje01
12,7,2014-11-18,22-172,OKC,@,UTA,L (-17),1,36:28,5,15,.333,3,7,.429,6,6,1.000,0,4,4,4,1,1,0,3,19,15.0,-4,lambje01
13,8,2014-11-19,22-173,OKC,@,DEN,L (-7),1,20:44,2,5,.400,2,4,.500,2,2,1.000,0,2,2,2,0,0,2,0,8,5.3,-14,lambje01
14,9,2014-11-21,22-175,OKC,,BRK,L (-2),0,16:45,2,6,.333,0,2,.000,1,1,1.000,0,1,1,2,2,0,0,3,5,4.1,-11,lambje01
15,10,2014-11-23,22-177,OKC,,GSW,L (-5),0,11:33,0,6,.000,0,1,.000,5,5,1.000,0,1,1,1,0,0,0,1,5,1.4,-6,lambje01
16,11,2014-11-26,22-180,OKC,,UTA,W (+15),0,23:48,7,8,.875,3,3,1.000,4,5,.800,0,4,4,2,3,1,3,6,21,18.7,+14,lambje01
17,12,2014-11-28,22-182,OKC,,NYK,W (+27),0,22:07,3,5,.600,3,4,.750,4,4,1.000,0,3,3,2,1,0,0,3,13,12.8,+4,lambje01
18,13,2014-12-02,22-186,OKC,@,NOP,L (-8),0,14:49,5,7,.714,1,2,.500,4,5,.800,0,5,5,0,1,0,0,1,15,13.8,+6,lambje01
19,14,2014-12-05,22-189,OKC,@,PHI,W (+12),0,29:34,6,7,.857,3,3,1.000,0,0,,0,4,4,2,1,0,1,2,15,14.3,+5,lambje01
20,15,2014-12-07,22-191,OKC,@,DET,W (+2),0,21:56,5,8,.625,2,4,.500,0,0,,0,2,2,1,0,0,0,3,12,8.5,+2,lambje01
21,16,2014-12-09,22-193,OKC,,MIL,W (+13),0,16:16,2,7,.286,0,2,.000,2,2,1.000,1,2,3,1,0,0,0,2,6,3.1,-8,lambje01
22,17,2014-12-11,22-195,OKC,,CLE,W (+9),0,18:52,3,9,.333,1,5,.200,2,2,1.000,0,4,4,2,3,1,0,2,9,9.4,+2,lambje01
23,18,2014-12-12,22-196,OKC,@,MIN,W (+19),0,15:37,1,7,.143,0,6,.000,0,0,,0,2,2,2,0,0,0,1,2,-0.9,-5,lambje01
25,19,2014-12-16,22-200,OKC,@,SAC,W (+12),0,15:22,3,9,.333,0,3,.000,0,0,,1,2,3,0,0,0,1,2,6,0.4,-3,lambje01
26,20,2014-12-18,22-202,OKC,@,GSW,L (-5),0,14:07,1,2,.500,0,0,,2,2,1.000,0,4,4,0,0,0,0,0,4,4.2,+1,lambje01
27,21,2014-12-19,22-203,OKC,@,LAL,W (+1),0,7:47,1,5,.200,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,-1.2,-2,lambje01
28,22,2014-12-21,22-205,OKC,,NOP,L (-2),0,6:12,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1,-0.8,-7,lambje01
29,23,2014-12-23,22-207,OKC,,POR,L (-4),0,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+4,lambje01
31,24,2014-12-26,22-210,OKC,,CHO,W (+23),0,20:43,1,4,.250,0,2,.000,4,4,1.000,0,4,4,4,0,0,1,1,6,6.2,+4,lambje01
34,25,2015-01-02,22-217,OKC,,WAS,W (+7),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,lambje01
35,26,2015-01-05,22-220,OKC,@,GSW,L (-26),0,6:20,1,5,.200,0,3,.000,0,0,,1,1,2,2,0,0,0,0,2,1.3,-4,lambje01
36,27,2015-01-07,22-222,OKC,@,SAC,L (-21),0,3:45,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,-2,lambje01
38,28,2015-01-15,22-230,OKC,@,HOU,L (-11),0,2:58,1,2,.500,1,2,.500,0,0,,0,2,2,1,0,0,0,0,3,3.3,+6,lambje01
39,29,2015-01-16,22-231,OKC,,GSW,W (+12),0,1:15,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-4,lambje01
40,30,2015-01-18,22-233,OKC,@,ORL,W (+28),0,6:11,3,4,.750,2,2,1.000,0,0,,0,2,2,0,1,0,1,0,8,7.0,0,lambje01
43,31,2015-01-23,22-238,OKC,@,ATL,L (-10),0,0:48,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+3,lambje01
45,32,2015-01-26,22-241,OKC,,MIN,W (+8),0,1:17,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3,lambje01
47,33,2015-01-31,22-246,OKC,@,MEM,L (-11),0,2:10,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+3,lambje01
51,34,2015-02-08,22-254,OKC,,LAC,W (+23),0,8:31,2,3,.667,2,3,.667,0,0,,0,2,2,0,0,0,0,1,6,4.9,-9,lambje01
53,35,2015-02-11,22-257,OKC,,MEM,W (+16),0,1:59,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,0,2,1.4,-3,lambje01
54,36,2015-02-19,22-265,OKC,,DAL,W (+15),0,4:31,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,1.6,+3,lambje01
56,37,2015-02-22,22-268,OKC,,DEN,W (+25),0,7:38,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0,-2.8,-5,lambje01
57,38,2015-02-24,22-270,OKC,,IND,W (+13),0,5:02,1,4,.250,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-0.1,-10,lambje01
60,39,2015-03-01,22-275,OKC,@,LAL,W (+7),0,16:21,5,8,.625,2,3,.667,2,2,1.000,0,3,3,1,1,1,2,2,14,10.9,-9,lambje01
64,40,2015-03-11,22-285,OKC,,LAC,L (-12),0,3:15,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,+4,lambje01
65,41,2015-03-13,22-287,OKC,,MIN,W (+14),0,2:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-4,lambje01
70,42,2015-03-22,22-296,OKC,,MIA,W (+18),0,3:32,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-2,lambje01
71,43,2015-03-24,22-298,OKC,,LAL,W (+10),0,10:59,0,5,.000,0,4,.000,0,0,,0,1,1,0,0,0,0,0,0,-3.2,-6,lambje01
72,44,2015-03-25,22-299,OKC,@,SAS,L (-39),0,12:00,4,7,.571,1,2,.500,0,0,,0,2,2,1,0,0,0,0,9,7.0,-13,lambje01
78,45,2015-04-07,22-312,OKC,,SAS,L (-25),0,13:02,4,7,.571,0,1,.000,3,4,.750,0,4,4,0,0,0,0,1,11,8.1,+7,lambje01
79,46,2015-04-10,22-315,OKC,,SAC,W (+13),0,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,lambje01
82,47,2015-04-15,22-320,OKC,@,MIN,W (+25),0,7:45,2,4,.500,0,1,.000,0,0,,1,2,3,1,0,0,0,1,4,3.6,0,lambje01
1,1,2014-10-29,31-040,SAC,,GSW,L (-18),0,17:23,3,5,.600,0,0,,2,2,1.000,5,2,7,0,0,0,2,1,8,7.4,-3,landrca01
2,2,2014-10-31,31-042,SAC,,POR,W (+9),0,15:59,1,3,.333,0,0,,0,0,,2,2,4,0,0,0,0,2,2,1.5,+2,landrca01
3,3,2014-11-02,31-044,SAC,@,LAC,W (+6),0,13:56,2,3,.667,0,0,,3,3,1.000,1,0,1,1,0,0,2,2,7,4.3,-5,landrca01
4,4,2014-11-03,31-045,SAC,@,DEN,W (+5),0,23:07,7,12,.583,0,0,,0,0,,1,0,1,1,1,0,2,4,14,7.2,-2,landrca01
