<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,22,PHO,NBA,PG,55,1,728,88,224,.393,20,54,.370,68,170,.400,.438,50,65,.769,33,70,103,111,29,3,73,87,246
2009-10,23,PHO,NBA,PG,80,2,1442,222,491,.452,74,188,.394,148,303,.488,.527,117,159,.736,38,133,171,241,48,8,126,131,635
2010-11,24,TOT,NBA,PG,70,5,1234,192,441,.435,56,155,.361,136,286,.476,.499,83,133,.624,36,106,142,204,50,10,117,125,523
2010-11,24,PHO,NBA,PG,48,2,856,133,316,.421,28,101,.277,105,215,.488,.465,59,97,.608,24,62,86,149,36,6,96,90,353
2010-11,24,HOU,NBA,PG,22,3,378,59,125,.472,28,54,.519,31,71,.437,.584,24,36,.667,12,44,56,55,14,4,21,35,170
2011-12,25,HOU,NBA,PG,66,28,1752,277,600,.462,68,202,.337,209,398,.525,.518,153,190,.805,53,115,168,351,85,10,157,166,775
2012-13,26,PHO,NBA,PG,77,77,2581,401,906,.443,88,276,.319,313,630,.497,.491,244,326,.748,60,178,238,569,124,26,212,214,1134
2013-14,27,PHO,NBA,SG,76,75,2668,552,1093,.505,122,299,.408,430,794,.542,.561,316,416,.760,69,176,245,447,104,22,213,206,1542
2014-15,28,TOT,NBA,SG-PG,78,78,2640,502,1002,.501,90,259,.347,412,743,.555,.546,181,234,.774,81,193,274,350,78,15,173,195,1275
2014-15,28,PHO,NBA,SG,52,52,1735,340,679,.501,66,186,.355,274,493,.556,.549,97,130,.746,51,134,185,211,50,9,114,120,843
2014-15,28,MIA,NBA,PG,26,26,905,162,323,.502,24,73,.329,138,250,.552,.539,84,104,.808,30,59,89,139,28,6,59,75,432
2015-16,29,MIA,NBA,SG,6,6,184,28,58,.483,6,14,.429,22,44,.500,.534,13,14,.929,4,13,17,26,5,3,14,18,75
Career,,,NBA,,508,272,13229,2262,4815,.470,524,1447,.362,1738,3368,.516,.524,1157,1537,.753,374,984,1358,2299,523,97,1085,1142,6205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,PHO,NBA,,388,209,10010,1736,3709,.468,398,1104,.361,1338,2605,.514,.522,883,1193,.740,275,753,1028,1728,391,74,834,848,4753
2 seasons,,HOU,NBA,,88,31,2130,336,725,.463,96,256,.375,240,469,.512,.530,177,226,.783,65,159,224,406,99,14,178,201,945
2 seasons,,MIA,NBA,,32,32,1089,190,381,.499,30,87,.345,160,294,.544,.538,97,118,.822,34,72,106,165,33,9,73,93,507
