<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,23-101,UTA,,HOU,L (-11),1,35:55,6,11,.545,1,2,.500,5,6,.833,1,2,3,2,1,0,2,2,18,13.2,-14
2,2,2014-10-30,23-102,UTA,@,DAL,L (-18),1,25:57,5,11,.455,3,5,.600,2,2,1.000,0,1,1,2,2,0,2,4,15,9.4,+1
3,3,2014-11-01,23-104,UTA,,PHO,W (+27),1,32:55,2,8,.250,0,3,.000,6,6,1.000,0,6,6,3,0,1,4,1,10,5.4,+20
4,4,2014-11-03,23-106,UTA,@,LAC,L (-6),1,31:34,4,13,.308,1,3,.333,7,7,1.000,1,3,4,3,0,0,2,1,16,9.8,-9
5,5,2014-11-05,23-108,UTA,,CLE,W (+2),1,33:02,3,8,.375,1,2,.500,4,4,1.000,1,3,4,5,1,0,1,3,11,10.5,-4
6,6,2014-11-07,23-110,UTA,,DAL,L (-23),1,32:14,5,11,.455,1,2,.500,3,4,.750,0,2,2,3,0,0,4,4,14,5.0,-20
7,7,2014-11-09,23-112,UTA,@,DET,W (+1),1,36:00,6,13,.462,0,1,.000,2,4,.500,0,3,3,4,0,0,1,1,14,8.8,-1
8,8,2014-11-10,23-113,UTA,@,IND,L (-11),1,38:13,4,13,.308,0,1,.000,1,1,1.000,1,3,4,1,1,0,1,2,9,3.0,-5
9,9,2014-11-12,23-115,UTA,@,ATL,L (-3),1,36:39,9,15,.600,1,5,.200,3,3,1.000,0,2,2,3,1,0,3,2,22,15.0,-10
10,10,2014-11-14,23-117,UTA,@,NYK,W (+2),1,38:45,3,9,.333,1,1,1.000,2,2,1.000,1,3,4,4,0,0,1,3,9,6.1,+12
11,11,2014-11-15,23-118,UTA,@,TOR,L (-18),1,35:43,4,11,.364,1,2,.500,1,4,.250,2,8,10,3,0,0,4,3,10,3.4,-19
12,12,2014-11-18,23-121,UTA,,OKC,W (+17),1,37:52,5,8,.625,2,3,.667,8,9,.889,1,13,14,3,1,2,3,2,20,21.3,+20
13,13,2014-11-21,23-124,UTA,@,GSW,L (-13),1,25:10,3,10,.300,1,2,.500,2,2,1.000,1,3,4,0,0,0,2,2,9,2.0,-22
14,14,2014-11-22,23-125,UTA,,NOP,L (-12),1,31:12,1,11,.091,0,1,.000,0,0,,0,4,4,3,2,1,4,2,2,-4.1,-7
15,15,2014-11-24,23-127,UTA,,CHI,L (-2),1,33:45,3,11,.273,0,1,.000,4,4,1.000,1,2,3,4,0,1,1,4,10,5.7,-12
16,16,2014-11-26,23-129,UTA,@,OKC,L (-15),1,35:01,6,14,.429,0,2,.000,4,4,1.000,0,3,3,4,2,0,1,1,16,12.9,-18
17,17,2014-11-29,23-132,UTA,,LAC,L (-16),1,28:22,4,6,.667,1,2,.500,3,5,.600,0,2,2,4,1,0,1,2,12,11.2,-2
18,18,2014-12-01,23-134,UTA,,DEN,L (-2),1,37:26,7,15,.467,0,2,.000,8,10,.800,2,6,8,3,0,0,3,2,22,15.0,+11
19,,2014-12-03,23-136,UTA,,TOR,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,,2014-12-05,23-138,UTA,,ORL,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,19,2014-12-08,23-141,UTA,@,SAC,L (-9),1,30:30,5,11,.455,0,1,.000,6,9,.667,2,2,4,3,2,0,1,3,16,13.0,-13
