<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,27-323,SAS,,DAL,W (+1),0,17:49,2,3,.667,0,0,,0,0,,0,2,2,0,0,1,2,3,4,0.8,+3
2,2,2014-10-31,27-326,SAS,@,PHO,L (-5),0,12:11,2,3,.667,0,0,,2,2,1.000,1,2,3,2,0,0,1,3,6,5.2,+3
3,3,2014-11-05,27-331,SAS,,ATL,W (+2),0,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,0
4,4,2014-11-06,27-332,SAS,@,HOU,L (-17),1,31:05,4,10,.400,0,0,,4,5,.800,7,5,12,0,1,0,0,5,12,11.6,-13
5,5,2014-11-08,27-334,SAS,,NOP,L (-1),0,15:33,2,3,.667,0,0,,0,2,.000,2,2,4,0,0,0,2,1,4,1.5,+1
6,6,2014-11-10,27-336,SAS,@,LAC,W (+4),0,12:22,3,4,.750,0,0,,1,1,1.000,1,1,2,0,0,0,1,2,7,4.6,-3
7,7,2014-11-11,27-337,SAS,@,GSW,W (+13),0,12:37,2,4,.500,0,0,,0,0,,1,1,2,2,0,0,1,2,4,2.6,+2
8,8,2014-11-14,27-340,SAS,@,LAL,W (+13),0,20:18,1,3,.333,0,0,,2,2,1.000,3,4,7,0,0,0,0,5,4,3.6,+5
9,9,2014-11-15,27-341,SAS,@,SAC,L (-3),1,17:42,1,5,.200,0,0,,0,0,,0,2,2,3,0,0,1,1,2,0.2,-11
10,10,2014-11-17,27-343,SAS,,PHI,W (+25),0,19:16,5,8,.625,0,0,,2,2,1.000,1,8,9,0,0,1,0,3,12,11.0,+6
11,11,2014-11-19,27-345,SAS,@,CLE,W (+2),0,13:21,3,4,.750,0,0,,0,0,,2,1,3,0,0,1,1,4,6,4.2,0
12,12,2014-11-21,27-347,SAS,@,MIN,W (+29),0,20:46,6,9,.667,0,0,,0,1,.000,4,5,9,2,1,1,3,4,12,10.5,+9
13,13,2014-11-22,27-348,SAS,,BRK,W (+12),0,20:38,4,8,.500,0,0,,2,2,1.000,2,6,8,1,1,0,1,2,10,9.1,+5
14,14,2014-11-26,27-352,SAS,,IND,W (+6),0,14:56,4,4,1.000,0,0,,1,2,.500,1,2,3,1,0,0,1,5,9,6.4,-10
15,15,2014-11-28,27-354,SAS,,SAC,W (+8),0,14:24,5,6,.833,0,0,,0,0,,1,2,3,1,0,0,1,3,10,7.6,-1
16,16,2014-11-30,27-356,SAS,@,BOS,W (+22),0,18:57,5,8,.625,1,1,1.000,2,2,1.000,0,5,5,0,0,0,1,3,13,8.7,+5
17,17,2014-12-01,27-357,SAS,@,PHI,W (+6),1,29:25,6,9,.667,0,0,,3,4,.750,3,6,9,0,1,0,2,5,15,11.6,+3
18,18,2014-12-03,27-359,SAS,@,BRK,L (-2),0,16:48,2,5,.400,0,0,,0,0,,2,2,4,1,1,0,0,2,4,4.2,+6
19,19,2014-12-05,27-361,SAS,@,MEM,W (+6),0,11:32,2,4,.500,0,0,,0,0,,2,3,5,0,0,2,0,1,4,5.3,-1
20,20,2014-12-06,27-362,SAS,,MIN,W (+22),0,20:04,2,2,1.000,0,0,,1,1,1.000,0,5,5,0,0,2,1,3,5,5.1,+14
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-09,28-000,SAS,@,UTA,L (-4),0,12:23,1,1,1.000,0,0,,0,0,,2,4,6,0,0,1,0,5,2,3.0,-2
22,22,2014-12-10,28-001,SAS,,NYK,W (+14),1,21:36,1,4,.250,0,0,,8,8,1.000,2,3,5,0,0,1,2,5,10,6.6,+3
23,23,2014-12-12,28-003,SAS,,LAL,L (-2),0,8:43,1,1,1.000,0,0,,0,0,,2,2,4,0,0,0,0,0,2,3.7,-8
24,24,2014-12-14,28-005,SAS,@,DEN,W (+8),0,7:49,3,4,.750,0,0,,0,0,,0,2,2,0,0,0,0,1,6,4.6,+7
25,25,2014-12-15,28-006,SAS,@,POR,L (-13),1,32:16,6,9,.667,0,0,,3,4,.750,2,7,9,0,1,0,3,4,15,10.6,+1
26,,2014-12-17,28-008,SAS,,MEM,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,26,2014-12-19,28-010,SAS,,POR,L (-10),0,2:23,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1
