<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,21-080,DET,@,DEN,L (-10),1,27:03,5,10,.500,0,0,,1,4,.250,3,6,9,1,2,1,1,6,11,8.7,+3
2,2,2014-10-30,21-081,DET,@,MIN,L (-6),1,31:19,5,14,.357,0,0,,1,4,.250,2,10,12,1,0,2,2,5,11,4.5,-3
3,3,2014-11-01,21-083,DET,,BRK,L (-12),1,21:33,6,9,.667,0,0,,2,4,.500,3,5,8,0,0,2,0,5,14,12.3,-8
4,4,2014-11-05,21-087,DET,,NYK,W (+3),1,28:52,3,10,.300,0,0,,1,4,.250,6,7,13,0,0,2,2,5,7,3.7,+9
5,5,2014-11-07,21-089,DET,,MIL,W (+3),1,26:22,5,10,.500,0,0,,1,2,.500,3,7,10,0,0,2,1,2,11,9.4,-4
6,6,2014-11-09,21-091,DET,,UTA,L (-1),1,31:07,5,11,.455,0,0,,1,2,.500,7,11,18,0,1,1,3,2,11,11.0,-7
7,7,2014-11-10,21-092,DET,@,CHI,L (-11),1,36:27,0,5,.000,0,0,,2,4,.500,4,8,12,0,1,1,3,6,2,-0.8,-4
8,8,2014-11-12,21-094,DET,@,WAS,L (-4),1,23:08,1,3,.333,0,0,,0,0,,0,5,5,1,0,2,2,4,2,0.3,-4
9,9,2014-11-14,21-096,DET,@,OKC,W (+7),1,32:03,4,11,.364,0,0,,1,1,1.000,4,11,15,1,1,2,2,3,9,8.9,-11
10,10,2014-11-15,21-097,DET,@,MEM,L (-7),1,20:18,2,4,.500,0,0,,2,4,.500,2,8,10,0,0,1,1,5,6,4.7,-8
11,11,2014-11-17,21-099,DET,,ORL,L (-14),1,28:20,5,12,.417,0,0,,2,4,.500,4,6,10,0,0,3,2,4,12,7.9,-10
12,12,2014-11-19,21-101,DET,,PHO,L (-2),1,25:11,2,10,.200,0,0,,0,2,.000,3,10,13,1,0,0,3,3,4,-1.4,+1
13,13,2014-11-21,21-103,DET,@,ATL,L (-10),1,38:20,5,12,.417,0,0,,3,4,.750,7,9,16,0,1,1,2,1,13,13.1,-13
14,14,2014-11-25,21-107,DET,@,MIL,L (-12),1,32:23,11,15,.733,0,0,,1,2,.500,2,8,10,1,1,2,3,4,23,18.8,-3
15,15,2014-11-26,21-108,DET,,LAC,L (-6),1,37:33,6,11,.545,0,0,,5,9,.556,6,7,13,0,2,2,2,0,17,17.8,-2
16,16,2014-11-28,21-110,DET,,MIL,L (-16),1,38:27,12,19,.632,0,0,,2,4,.500,7,13,20,0,1,1,3,3,26,23.0,-2
17,17,2014-11-30,21-112,DET,,GSW,L (-11),1,23:58,1,8,.125,0,0,,0,0,,2,5,7,1,0,2,1,4,2,-0.8,-13
18,18,2014-12-02,21-114,DET,,LAL,L (-10),1,25:01,3,9,.333,0,0,,2,4,.500,7,6,13,0,0,3,1,1,8,9.5,-13
19,19,2014-12-03,21-115,DET,@,BOS,L (-7),1,42:06,12,18,.667,0,0,,3,8,.375,7,7,14,0,4,5,2,6,27,27.3,-1
20,20,2014-12-06,21-118,DET,,PHI,L (-7),1,20:36,3,6,.500,0,0,,1,2,.500,3,5,8,0,1,2,0,4,7,8.0,-4
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-07,21-119,DET,,OKC,L (-2),1,32:26,7,12,.583,0,0,,2,4,.500,3,6,9,0,2,1,0,4,16,14.6,+7
22,22,2014-12-09,21-121,DET,,POR,L (-12),1,30:24,3,12,.250,0,0,,4,7,.571,9,6,15,1,1,0,0,1,10,11.0,-6
23,23,2014-12-12,21-124,DET,@,PHO,W (+2),1,30:27,10,14,.714,0,0,,3,4,.750,7,7,14,1,1,1,1,3,23,24.0,+3
24,24,2014-12-13,21-125,DET,@,SAC,W (+5),1,26:14,6,10,.600,0,0,,0,1,.000,3,7,10,0,2,1,0,4,12,12.3,+3
