<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,27-023,DAL,@,SAS,L (-1),0,18:04,2,2,1.000,0,0,,2,2,1.000,1,4,5,0,0,1,0,2,6,7.2,+6
2,2,2014-10-30,27-025,DAL,,UTA,W (+18),0,20:06,6,7,.857,0,0,,2,2,1.000,3,0,3,1,1,2,0,0,14,16.7,+17
3,3,2014-11-01,27-027,DAL,@,NOP,W (+5),0,18:17,6,7,.857,0,0,,0,0,,3,2,5,0,0,3,0,3,12,13.1,+9
4,4,2014-11-03,27-029,DAL,,BOS,W (+5),0,17:42,2,2,1.000,0,0,,2,3,.667,1,5,6,0,1,2,0,2,6,8.8,+12
5,5,2014-11-06,27-032,DAL,@,POR,L (-21),0,12:03,3,5,.600,0,0,,0,0,,2,1,3,1,0,0,0,1,6,5.7,-12
6,6,2014-11-07,27-033,DAL,@,UTA,W (+23),0,25:32,6,11,.545,0,0,,0,0,,3,2,5,0,0,2,1,1,12,9.4,-1
7,7,2014-11-09,27-035,DAL,,MIA,L (-9),0,18:12,2,2,1.000,0,0,,0,2,.000,0,2,2,0,0,0,1,2,4,1.4,-7
8,8,2014-11-11,27-037,DAL,,SAC,W (+8),0,15:43,4,4,1.000,0,0,,2,2,1.000,0,0,0,0,0,3,0,2,10,10.1,-1
9,9,2014-11-13,27-039,DAL,,PHI,W (+53),0,16:07,4,7,.571,0,0,,6,7,.857,2,3,5,0,1,2,0,3,14,13.8,+16
10,10,2014-11-15,27-041,DAL,,MIN,W (+14),0,20:49,6,6,1.000,0,0,,1,2,.500,2,3,5,1,0,1,1,3,13,12.3,+2
11,11,2014-11-17,27-043,DAL,@,CHO,W (+27),0,17:08,4,7,.571,0,0,,2,4,.500,3,0,3,0,2,1,1,2,10,8.9,+15
12,12,2014-11-19,27-045,DAL,@,WAS,W (+3),0,24:08,6,7,.857,0,0,,2,2,1.000,2,4,6,0,1,1,0,2,14,15.0,-9
13,13,2014-11-21,27-047,DAL,,LAL,W (+34),0,18:30,5,5,1.000,0,0,,2,2,1.000,3,0,3,1,2,0,0,1,12,14.9,+24
14,14,2014-11-22,27-048,DAL,@,HOU,L (-3),0,21:57,6,7,.857,0,0,,2,2,1.000,6,5,11,0,0,3,0,0,14,19.3,+1
15,15,2014-11-24,27-050,DAL,,IND,L (-11),0,24:43,6,6,1.000,0,0,,1,2,.500,1,3,4,0,0,2,2,1,13,11.4,-5
16,16,2014-11-26,27-052,DAL,,NYK,W (+7),0,17:38,3,7,.429,0,0,,0,0,,5,2,7,0,2,1,1,3,6,6.9,-1
17,17,2014-11-28,27-054,DAL,@,TOR,W (+4),0,15:11,2,7,.286,0,0,,0,0,,1,1,2,0,0,1,1,1,4,0.2,-5
18,18,2014-11-29,27-055,DAL,@,PHI,W (+7),0,18:43,3,4,.750,0,0,,0,1,.000,0,1,1,1,1,4,1,3,6,6.6,-18
19,19,2014-12-02,27-058,DAL,@,CHI,W (+3),0,22:59,1,2,.500,0,0,,2,2,1.000,1,3,4,1,1,3,0,2,4,7.6,-4
20,20,2014-12-03,27-059,DAL,@,MIL,W (+2),0,15:14,2,3,.667,0,0,,3,4,.750,1,2,3,0,0,1,0,1,7,6.9,-7
