<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2014-11-04,23-269,CLE,,POR,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,2014-11-05,23-270,CLE,,UTA,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1,2014-11-07,23-272,CLE,@,DEN,W (+9),0,2:43,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-2
4,2,2014-11-10,23-275,CLE,,NOP,W (+7),0,3:43,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,1.3,0
5,,2014-11-14,23-279,CLE,,BOS,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,3,2014-11-15,23-280,CLE,,ATL,W (+33),0,9:50,1,4,.250,1,2,.500,1,2,.500,1,0,1,2,2,0,1,0,4,4.3,-2
7,,2014-11-17,23-282,CLE,,DEN,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4,2014-11-19,23-284,CLE,,SAS,L (-2),0,2:14,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-0.7,-3
9,,2014-11-21,23-286,CLE,,WAS,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,5,2014-11-22,23-287,CLE,,TOR,L (-17),0,5:04,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,3,0,-2.2,-5
11,6,2014-11-24,23-289,CLE,,ORL,W (+32),0,20:17,2,6,.333,1,3,.333,0,0,,0,2,2,4,1,1,1,4,5,4.1,+12
12,7,2014-11-26,23-291,CLE,,WAS,W (+26),0,11:41,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,2,0,0,0,2,2.6,+9
13,8,2014-11-29,23-294,CLE,,IND,W (+12),0,13:53,1,4,.250,0,2,.000,0,2,.000,0,0,0,0,1,0,0,2,2,-1.0,-16
