<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,31-243,DAL,@,SAS,L (-1),0,29:07,6,12,.500,2,5,.400,3,4,.750,0,0,0,5,2,0,1,1,17,14.7,-2
2,2,2014-10-30,31-245,DAL,,UTA,W (+18),0,24:14,3,9,.333,3,7,.429,3,4,.750,0,1,1,3,1,0,1,0,12,8.9,+19
3,3,2014-11-01,31-247,DAL,@,NOP,W (+5),0,27:29,4,7,.571,2,4,.500,2,4,.500,0,3,3,6,1,0,0,2,12,13.2,-6
4,4,2014-11-03,31-249,DAL,,BOS,W (+5),0,29:30,4,9,.444,2,6,.333,2,2,1.000,0,2,2,6,1,0,1,0,12,12.1,+13
5,5,2014-11-06,31-252,DAL,@,POR,L (-21),0,26:35,2,7,.286,0,2,.000,3,3,1.000,1,2,3,4,1,0,0,2,7,7.2,-19
6,6,2014-11-07,31-253,DAL,@,UTA,W (+23),0,20:28,2,2,1.000,1,1,1.000,3,4,.750,0,2,2,6,2,0,2,3,8,10.6,+9
7,7,2014-11-09,31-255,DAL,,MIA,L (-9),0,20:56,0,3,.000,0,2,.000,1,2,.500,0,1,1,2,1,1,0,0,1,1.9,-18
8,8,2014-11-11,31-257,DAL,,SAC,W (+8),0,32:41,4,7,.571,0,1,.000,4,4,1.000,0,2,2,5,3,0,2,4,12,12.2,-7
9,9,2014-11-13,31-259,DAL,,PHI,W (+53),0,12:17,2,3,.667,1,2,.500,2,2,1.000,0,2,2,1,2,0,0,0,7,9.0,+28
10,10,2014-11-15,31-261,DAL,,MIN,W (+14),0,20:52,3,8,.375,1,3,.333,0,0,,0,2,2,5,0,1,0,4,7,5.8,+7
11,11,2014-11-17,31-263,DAL,@,CHO,W (+27),0,10:14,0,1,.000,0,1,.000,0,0,,0,1,1,5,0,0,0,1,0,2.7,+7
12,,2014-11-19,31-265,DAL,,WAS,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,,2014-11-21,31-267,DAL,,LAL,W (+34),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,12,2014-11-22,31-268,DAL,@,HOU,L (-3),0,23:52,2,7,.286,2,6,.333,3,3,1.000,0,0,0,1,1,0,2,1,9,4.2,+8
15,13,2014-11-24,31-270,DAL,,IND,L (-11),0,18:41,1,5,.200,0,1,.000,0,0,,0,0,0,3,0,0,1,4,2,-1.6,-14
16,14,2014-11-26,31-272,DAL,,NYK,W (+7),1,39:34,2,10,.200,1,5,.200,4,6,.667,0,2,2,8,2,1,1,1,9,9.5,+5
17,15,2014-11-28,31-274,DAL,@,TOR,W (+4),1,32:50,1,4,.250,1,3,.333,5,6,.833,0,2,2,6,1,1,2,3,8,8.5,+6
18,16,2014-11-29,31-275,DAL,@,PHI,W (+7),1,30:31,6,13,.462,1,3,.333,2,3,.667,1,4,5,5,1,1,3,3,15,10.8,+18
19,17,2014-12-02,31-278,DAL,@,CHI,W (+3),0,35:15,7,10,.700,6,6,1.000,0,0,,0,4,4,8,1,0,1,4,20,21.0,+1
20,18,2014-12-03,31-279,DAL,@,MIL,W (+2),0,18:13,1,6,.167,0,3,.000,0,0,,0,3,3,3,0,0,3,2,2,-2.6,-7
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,19,2014-12-05,31-281,DAL,,PHO,L (-12),0,23:39,3,8,.375,0,2,.000,4,4,1.000,1,1,2,1,1,0,2,2,10,5.5,-7
22,20,2014-12-07,31-283,DAL,,MIL,W (+23),0,22:57,2,5,.400,2,3,.667,0,0,,0,1,1,1,0,0,0,0,6,4.3,+25
23,21,2014-12-09,31-285,DAL,@,MEM,L (-9),0,25:54,2,4,.500,1,3,.333,1,2,.500,1,2,3,2,0,0,2,4,6,2.7,-3
24,22,2014-12-10,31-286,DAL,,NOP,W (+5),0,25:30,8,13,.615,3,7,.429,1,1,1.000,0,2,2,3,1,0,1,4,20,15.2,+9
25,23,2014-12-13,31-289,DAL,,GSW,L (-7),0,21:47,2,7,.286,1,1,1.000,1,1,1.000,0,1,1,1,2,0,0,2,6,4.1,-18
26,24,2014-12-16,31-292,DAL,@,NYK,W (+20),0,17:57,4,6,.667,3,5,.600,0,0,,0,4,4,2,0,0,2,0,11,9.0,-2
27,25,2014-12-17,31-293,DAL,@,DET,W (+11),0,21:58,2,4,.500,2,3,.667,2,2,1.000,0,3,3,9,3,0,2,2,8,13.4,+17
28,26,2014-12-20,31-296,DAL,,SAS,W (+6),0,22:35,5,12,.417,3,9,.333,0,0,,0,0,0,3,2,0,0,2,13,9.9,-9
29,27,2014-12-22,31-298,DAL,,ATL,L (-3),0,20:27,3,5,.600,3,5,.600,2,2,1.000,0,0,0,1,0,0,0,1,11,9.0,-8
30,28,2014-12-23,31-299,DAL,@,PHO,L (-9),0,17:16,1,5,.200,0,2,.000,1,2,.500,0,0,0,1,0,0,2,3,3,-3.0,-7
31,29,2014-12-26,31-302,DAL,,LAL,W (+4),0,14:59,3,8,.375,0,3,.000,0,0,,0,0,0,0,3,0,0,1,6,4.2,0
32,30,2014-12-28,31-304,DAL,,OKC,W (+5),0,23:44,0,4,.000,0,3,.000,1,2,.500,0,0,0,6,1,0,1,1,1,1.6,-2
33,31,2014-12-30,31-306,DAL,,WAS,W (+27),0,12:56,1,2,.500,0,0,,1,2,.500,0,1,1,3,1,1,0,0,3,5.7,+5
34,32,2015-01-02,31-309,DAL,@,BOS,W (+18),0,17:28,3,8,.375,2,6,.333,2,2,1.000,0,1,1,3,1,0,0,1,10,8.6,+18
35,33,2015-01-04,31-311,DAL,@,CLE,W (+19),0,18:00,3,8,.375,2,5,.400,0,0,,0,1,1,2,1,2,1,1,8,6.3,+7
36,34,2015-01-05,31-312,DAL,@,BRK,W (+8),0,17:12,4,7,.571,1,3,.333,0,0,,0,2,2,2,0,1,1,0,9,7.4,0
37,35,2015-01-07,31-314,DAL,,DET,L (-13),0,21:29,5,8,.625,2,3,.667,2,3,.667,0,3,3,2,2,0,1,3,14,12.1,-6
38,36,2015-01-10,31-317,DAL,@,LAC,L (-20),0,17:41,2,5,.400,0,2,.000,1,2,.500,0,3,3,5,0,0,2,2,5,3.5,+1
39,37,2015-01-13,31-320,DAL,@,SAC,W (+4),0,22:18,3,9,.333,1,6,.167,2,2,1.000,0,2,2,1,1,0,0,1,9,5.8,-21
40,38,2015-01-14,31-321,DAL,@,DEN,L (-7),0,26:20,5,13,.385,0,6,.000,3,4,.750,0,2,2,4,1,0,0,2,13,9.1,+6
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,39,2015-01-16,31-323,DAL,,DEN,W (+8),0,17:09,1,5,.200,1,3,.333,3,4,.750,0,0,0,1,0,0,0,2,6,2.4,-7
42,40,2015-01-19,31-326,DAL,@,MEM,W (+8),0,22:55,5,8,.625,1,3,.333,1,1,1.000,1,4,5,3,2,0,1,3,12,12.2,+15
43,41,2015-01-21,31-328,DAL,@,MIN,W (+23),0,17:32,2,4,.500,2,3,.667,0,0,,0,3,3,2,0,0,1,1,6,4.9,0
44,42,2015-01-23,31-330,DAL,,CHI,L (-4),0,24:29,2,6,.333,2,4,.500,3,3,1.000,0,2,2,2,1,0,2,2,9,5.8,-4
45,43,2015-01-25,31-332,DAL,@,NOP,L (-3),0,14:46,0,5,.000,0,3,.000,0,0,,0,0,0,1,1,0,1,1,0,-3.2,+1
46,44,2015-01-27,31-334,DAL,,MEM,L (-19),0,16:12,3,7,.429,0,2,.000,0,0,,0,2,2,2,1,0,2,4,6,1.7,-10
47,45,2015-01-28,31-335,DAL,@,HOU,L (-5),0,13:29,0,4,.000,0,1,.000,0,0,,0,0,0,0,1,0,3,3,0,-6.0,-10
48,46,2015-01-30,31-337,DAL,@,MIA,W (+21),0,26:51,3,8,.375,3,6,.500,0,0,,1,5,6,2,1,0,0,2,9,8.4,+25
49,47,2015-01-31,31-338,DAL,@,ORL,W (+15),0,30:27,4,8,.500,3,6,.500,1,2,.500,0,1,1,5,0,0,2,4,12,7.8,+32
50,48,2015-02-02,31-340,DAL,,MIN,W (+6),0,23:37,2,6,.333,1,5,.200,2,2,1.000,0,1,1,4,1,1,1,1,7,7.0,+1
51,49,2015-02-04,31-342,DAL,@,GSW,L (-14),0,21:19,2,7,.286,2,5,.400,2,2,1.000,1,1,2,7,0,0,1,3,8,7.6,-13
52,50,2015-02-05,31-343,DAL,@,SAC,W (+23),0,19:03,4,8,.500,3,5,.600,4,4,1.000,0,1,1,2,0,1,0,0,15,13.4,+9
