<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,29-111,MIL,@,CHO,L (-2),1,26:10,1,1,1.000,1,1,1.000,0,0,,0,2,2,2,2,1,1,1,3,6.0,-2
2,2,2014-10-31,29-113,MIL,,PHI,W (+12),1,15:40,2,4,.500,0,2,.000,0,0,,0,2,2,2,1,0,0,1,4,4.6,+6
3,3,2014-11-01,29-114,MIL,@,WAS,L (-11),1,14:04,2,5,.400,0,3,.000,0,0,,0,1,1,0,0,1,0,2,4,1.5,-14
4,4,2014-11-04,29-117,MIL,@,IND,W (+6),1,26:03,1,7,.143,0,4,.000,0,0,,0,1,1,2,1,0,0,3,2,-1.0,-1
5,5,2014-11-05,29-118,MIL,,CHI,L (-9),1,17:38,1,4,.250,1,2,.500,2,2,1.000,0,2,2,1,0,0,0,0,5,3.9,-7
6,6,2014-11-07,29-120,MIL,@,DET,L (-3),0,19:58,3,4,.750,2,3,.667,1,2,.500,0,1,1,0,0,0,1,2,9,5.5,+4
7,7,2014-11-08,29-121,MIL,,MEM,W (+1),1,21:28,2,7,.286,1,2,.500,0,0,,2,0,2,1,0,0,2,0,5,1.0,+6
8,8,2014-11-11,29-124,MIL,,OKC,W (+7),1,18:58,2,6,.333,0,1,.000,0,0,,1,1,2,2,0,0,0,0,4,3.0,+3
9,9,2014-11-14,29-127,MIL,@,ORL,L (-16),1,21:56,1,4,.250,0,0,,0,0,,0,4,4,1,1,0,1,2,2,0.7,+6
10,10,2014-11-16,29-129,MIL,@,MIA,W (+7),1,10:03,0,0,,0,0,,0,0,,0,0,0,2,0,0,1,1,0,0.0,-4
11,11,2014-11-18,29-131,MIL,,NYK,W (+4),0,20:42,3,5,.600,1,1,1.000,0,0,,0,0,0,2,0,0,0,2,7,5.3,-5
12,12,2014-11-19,29-132,MIL,@,BRK,W (+4),0,11:55,1,4,.250,0,2,.000,0,0,,3,2,5,2,0,0,0,0,2,3.7,+2
13,13,2014-11-21,29-134,MIL,@,TOR,L (-42),0,18:30,2,5,.400,1,3,.333,1,2,.500,0,1,1,1,2,0,0,0,6,5.9,-9
14,14,2014-11-22,29-135,MIL,,WAS,L (-11),0,12:12,1,2,.500,1,2,.500,2,2,1.000,0,2,2,1,1,0,1,1,5,4.9,-1
15,15,2014-11-25,29-138,MIL,,DET,W (+12),0,17:30,1,3,.333,1,3,.333,0,0,,0,2,2,1,0,0,0,3,3,1.4,+10
16,16,2014-11-26,29-139,MIL,@,MIN,W (+17),0,20:18,3,3,1.000,1,1,1.000,1,1,1.000,0,2,2,1,1,0,0,0,8,9.4,+7
17,17,2014-11-28,29-141,MIL,@,DET,W (+16),0,22:23,6,8,.750,4,6,.667,0,0,,0,6,6,1,0,1,1,2,16,14.2,+19
18,18,2014-11-29,29-142,MIL,,HOU,L (-14),0,13:54,2,4,.500,1,2,.500,0,0,,0,3,3,1,0,0,0,0,5,4.6,+1
19,19,2014-12-02,29-145,MIL,@,CLE,L (-3),0,19:50,1,3,.333,0,1,.000,0,0,,0,4,4,3,0,0,1,2,2,1.8,+5
20,20,2014-12-03,29-146,MIL,,DAL,L (-2),0,25:36,3,5,.600,2,2,1.000,0,0,,0,0,0,1,2,0,1,1,8,7.0,+3
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-05,29-148,MIL,,MIA,W (+24),0,21:25,3,5,.600,1,2,.500,1,2,.500,0,3,3,1,1,0,0,3,8,6.7,+15
22,22,2014-12-07,29-150,MIL,@,DAL,L (-23),0,15:17,1,5,.200,0,2,.000,0,0,,1,0,1,1,0,0,0,0,2,0.3,-7
23,23,2014-12-09,29-152,MIL,@,OKC,L (-13),0,24:21,4,9,.444,0,3,.000,0,0,,2,2,4,1,1,0,0,1,8,6.6,+5
24,24,2014-12-13,29-156,MIL,,LAC,W (+5),0,17:26,1,3,.333,0,1,.000,0,0,,0,0,0,2,0,0,0,0,2,1.7,+9
25,25,2014-12-15,29-158,MIL,@,PHO,W (+2),0,31:23,3,7,.429,3,5,.600,1,2,.500,1,1,2,5,2,0,1,1,10,11.0,+6
26,26,2014-12-17,29-160,MIL,@,POR,L (-7),1,27:07,1,5,.200,0,2,.000,1,2,.500,1,1,2,5,1,0,1,4,3,2.4,-1
27,27,2014-12-18,29-161,MIL,@,SAC,W (+1),0,32:57,7,10,.700,2,3,.667,3,3,1.000,1,4,5,1,1,0,0,2,19,17.6,+3
