<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,23-293,DAL,@,SAS,L (-1),0,2:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+1
2,2,2014-10-30,23-295,DAL,,UTA,W (+18),0,2:52,0,1,.000,0,0,,0,0,,2,1,3,0,0,0,0,0,0,1.0,+1
3,,2014-11-01,23-297,DAL,,NOP,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,2014-11-03,23-299,DAL,,BOS,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,3,2014-11-06,23-302,DAL,@,POR,L (-21),0,7:22,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0
6,4,2014-11-07,23-303,DAL,@,UTA,W (+23),0,3:26,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,0
7,,2014-11-09,23-305,DAL,,MIA,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,5,2014-11-11,23-307,DAL,,SAC,W (+8),0,5:45,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-11
9,6,2014-11-13,23-309,DAL,,PHI,W (+53),0,13:05,1,1,1.000,0,0,,3,4,.750,1,2,3,0,1,0,0,4,5,5.0,+14
10,7,2014-11-15,23-311,DAL,,MIN,W (+14),0,0:51,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,0
11,8,2014-11-17,23-313,DAL,@,CHO,W (+27),0,9:11,1,1,1.000,0,0,,0,0,,2,2,4,0,0,0,1,2,2,1.9,-2
12,9,2014-11-19,23-315,DAL,@,WAS,W (+3),0,2:49,0,1,.000,0,0,,1,2,.500,2,0,2,0,0,0,0,1,1,0.9,-2
13,10,2014-11-21,23-317,DAL,,LAL,W (+34),0,11:11,1,1,1.000,0,0,,1,2,.500,1,2,3,1,0,0,0,3,3,3.1,+6
14,,2014-11-22,23-318,DAL,,HOU,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,,2014-11-24,23-320,DAL,,IND,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,,2014-11-26,23-322,DAL,,NYK,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,2014-11-28,23-324,DAL,,TOR,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,,2014-11-29,23-325,DAL,,PHI,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,,2014-12-02,23-328,DAL,,CHI,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,,2014-12-03,23-329,DAL,,MIL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,11,2014-12-05,23-331,DAL,,PHO,L (-12),0,0:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
22,12,2014-12-07,23-333,DAL,,MIL,W (+23),0,3:16,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,+3
23,13,2014-12-09,23-335,DAL,@,MEM,L (-9),0,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
24,,2014-12-10,23-336,DAL,,NOP,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,,2014-12-13,23-339,DAL,,GSW,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,14,2014-12-16,23-342,DAL,@,NYK,W (+20),0,4:54,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,0,2,1.7,-5
27,,2014-12-17,23-343,DAL,,DET,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,15,2014-12-20,23-346,DAL,,SAS,W (+6),0,10:07,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,1,1,0.9,-6
29,16,2014-12-22,23-348,DAL,,ATL,L (-3),0,7:11,1,2,.500,0,0,,1,2,.500,0,1,1,0,0,1,0,0,3,2.6,+3
30,17,2014-12-23,23-349,DAL,@,PHO,L (-9),0,12:31,2,2,1.000,0,0,,2,2,1.000,3,3,6,0,0,0,0,2,6,7.6,-3
31,18,2014-12-26,23-352,DAL,,LAL,W (+4),0,17:17,0,2,.000,0,0,,0,2,.000,0,5,5,0,1,1,1,5,0,-2.0,-7
32,19,2014-12-28,23-354,DAL,,OKC,W (+5),0,25:22,1,1,1.000,0,0,,2,2,1.000,2,6,8,0,1,2,3,0,4,6.3,-9
33,20,2014-12-30,23-356,DAL,,WAS,W (+27),0,20:53,3,4,.750,0,0,,2,4,.500,1,0,1,0,1,1,0,3,8,6.8,+10
34,21,2015-01-02,23-359,DAL,@,BOS,W (+18),0,14:27,3,4,.750,0,0,,0,0,,2,1,3,1,1,0,1,2,6,6.0,-1
35,22,2015-01-04,23-361,DAL,@,CLE,W (+19),0,9:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,+5
36,23,2015-01-05,23-362,DAL,@,BRK,W (+8),0,15:44,2,2,1.000,0,0,,1,2,.500,0,3,3,1,0,1,0,3,5,5.1,+8
37,24,2015-01-07,23-364,DAL,,DET,L (-13),0,16:02,1,3,.333,0,0,,0,0,,1,3,4,0,1,1,0,2,2,2.8,-9
38,25,2015-01-10,24-002,DAL,@,LAC,L (-20),0,13:20,0,0,,0,0,,0,0,,2,1,3,0,0,0,1,2,0,-0.1,0
39,26,2015-01-13,24-005,DAL,@,SAC,W (+4),0,6:06,1,2,.500,0,0,,1,2,.500,1,1,2,0,0,0,1,1,3,1.2,-7
40,27,2015-01-14,24-006,DAL,@,DEN,L (-7),1,16:38,0,1,.000,0,0,,1,2,.500,1,4,5,1,0,1,0,2,1,2.4,-10
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,,2015-01-16,24-008,DAL,,DEN,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,28,2015-01-19,24-011,DAL,@,MEM,W (+8),0,0:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2
43,29,2015-01-21,24-013,DAL,@,MIN,W (+23),0,6:57,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,1,1,4,3.0,+2
44,,2015-01-23,24-015,DAL,,CHI,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,,2015-01-25,24-017,DAL,,NOP,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,30,2015-01-27,24-019,DAL,,MEM,L (-19),0,5:04,1,1,1.000,0,0,,0,2,.000,1,2,3,0,0,0,0,0,2,2.2,+2
47,,2015-01-28,24-020,DAL,,HOU,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,31,2015-01-30,24-022,DAL,@,MIA,W (+21),0,12:03,1,2,.500,0,0,,1,2,.500,0,3,3,0,0,2,1,1,3,2.5,-6
49,32,2015-01-31,24-023,DAL,@,ORL,W (+15),0,10:44,2,3,.667,0,0,,0,0,,0,4,4,0,0,0,0,2,4,3.1,+3
50,33,2015-02-02,24-025,DAL,,MIN,W (+6),0,4:14,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-5
51,,2015-02-04,24-027,DAL,,GSW,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
52,34,2015-02-05,24-028,DAL,@,SAC,W (+23),0,13:24,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,2,0,-0.2,-3
