<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,29-120,HOU,@,LAL,W (+18),1,29:34,5,10,.500,5,8,.625,1,1,1.000,1,2,3,2,2,0,2,3,16,12.5,+10
2,2,2014-10-29,29-121,HOU,@,UTA,W (+11),1,36:38,7,10,.700,4,7,.571,2,3,.667,1,4,5,1,2,0,1,1,20,18.6,+8
3,3,2014-11-01,29-124,HOU,,BOS,W (+14),1,29:48,4,9,.444,1,3,.333,0,0,,1,7,8,1,0,0,1,4,9,5.2,+26
4,4,2014-11-03,29-126,HOU,@,PHI,W (+11),1,35:46,8,13,.615,6,9,.667,2,2,1.000,1,5,6,7,2,0,2,1,24,24.8,+14
5,5,2014-11-04,29-127,HOU,@,MIA,W (+17),1,40:13,5,8,.625,5,8,.625,4,4,1.000,1,4,5,5,3,0,4,3,19,18.6,+27
6,6,2014-11-06,29-129,HOU,,SAS,W (+17),1,32:01,2,10,.200,1,5,.200,2,2,1.000,0,3,3,3,2,0,1,1,7,4.4,+16
7,7,2014-11-08,29-131,HOU,,GSW,L (-11),1,39:07,3,16,.188,0,6,.000,1,2,.500,2,9,11,1,2,0,2,2,7,0.6,-10
8,8,2014-11-12,29-135,HOU,@,MIN,W (+12),1,33:52,7,12,.583,3,6,.500,2,2,1.000,1,4,5,1,2,0,2,2,19,15.2,+13
9,9,2014-11-14,29-137,HOU,,PHI,W (+1),1,42:21,4,11,.364,1,7,.143,4,5,.800,2,7,9,2,3,0,3,3,13,10.2,+3
10,10,2014-11-16,29-139,HOU,@,OKC,W (+4),1,37:01,4,11,.364,1,4,.250,2,4,.500,0,4,4,1,1,0,0,2,11,6.2,+2
11,11,2014-11-17,29-140,HOU,@,MEM,L (-26),1,32:21,4,13,.308,1,7,.143,7,7,1.000,1,2,3,4,1,0,2,2,16,10.8,-19
12,12,2014-11-19,29-142,HOU,,LAL,L (-6),1,40:50,4,13,.308,3,9,.333,2,2,1.000,0,7,7,3,2,0,1,3,13,9.5,0
13,13,2014-11-22,29-145,HOU,,DAL,W (+3),1,34:42,2,10,.200,1,8,.125,2,2,1.000,1,3,4,2,1,0,1,3,7,2.6,0
14,14,2014-11-24,29-147,HOU,,NYK,W (+5),1,42:01,3,10,.300,2,6,.333,2,2,1.000,1,4,5,3,3,0,2,3,10,8.0,+5
15,15,2014-11-26,29-149,HOU,,SAC,W (+13),1,41:12,5,12,.417,2,7,.286,1,2,.500,1,4,5,2,1,1,0,3,13,10.0,+12
16,16,2014-11-28,29-151,HOU,,LAC,L (-17),1,38:04,5,13,.385,3,7,.429,0,0,,0,6,6,3,0,1,1,2,13,8.7,-13
17,17,2014-11-29,29-152,HOU,@,MIL,W (+14),1,40:33,5,18,.278,4,12,.333,0,0,,1,9,10,3,2,0,3,4,14,6.3,+18
18,18,2014-12-03,29-156,HOU,,MEM,W (+9),1,34:21,6,18,.333,2,8,.250,2,2,1.000,2,5,7,1,3,1,3,0,16,10.1,+14
19,19,2014-12-05,29-158,HOU,@,MIN,W (+2),1,43:57,6,15,.400,5,12,.417,0,0,,1,8,9,1,1,0,3,3,17,9.5,+1
20,20,2014-12-06,29-159,HOU,,PHO,W (+5),1,43:27,5,15,.333,2,6,.333,7,8,.875,3,4,7,1,0,0,6,2,19,7.3,+1
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,29-163,HOU,@,GSW,L (-12),1,43:24,5,15,.333,4,12,.333,4,6,.667,0,6,6,1,1,0,1,2,18,10.4,-11
22,22,2014-12-11,29-164,HOU,@,SAC,W (+4),1,42:42,4,13,.308,3,10,.300,4,4,1.000,2,5,7,0,3,0,2,4,15,9.8,-4
23,23,2014-12-13,29-166,HOU,,DEN,W (+12),1,41:43,4,14,.286,3,11,.273,2,4,.500,3,5,8,2,2,0,0,3,13,9.8,+24
24,24,2014-12-17,29-170,HOU,@,DEN,W (+4),1,45:39,4,15,.267,3,11,.273,2,3,.667,1,7,8,1,0,0,2,2,13,4.4,+14
25,25,2014-12-18,29-171,HOU,,NOP,L (-9),1,39:37,4,12,.333,0,4,.000,2,2,1.000,2,6,8,1,4,0,0,2,10,10.3,-3
26,26,2014-12-20,29-173,HOU,,ATL,L (-7),1,40:40,5,14,.357,3,9,.333,0,0,,1,2,3,1,2,1,1,4,13,7.3,-7
