<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-28,22-088,NOP,,ORL,W (+17),0,19:49,2,5,.400,0,2,.000,3,6,.500,0,1,1,3,1,0,0,1,7,6.1,+6
2,2,2014-11-01,22-092,NOP,,DAL,L (-5),0,18:25,1,3,.333,0,1,.000,1,2,.500,0,3,3,4,0,0,1,3,3,2.4,-5
3,3,2014-11-03,22-094,NOP,@,MEM,L (-12),0,17:12,3,4,.750,1,2,.500,0,0,,0,1,1,0,1,0,1,1,7,5.3,+5
4,4,2014-11-04,22-095,NOP,,CHO,W (+9),0,32:18,5,9,.556,0,1,.000,2,2,1.000,1,4,5,3,1,1,0,1,12,13.0,-2
5,5,2014-11-08,22-099,NOP,@,SAS,W (+1),0,17:00,2,5,.400,0,1,.000,1,1,1.000,0,0,0,0,0,1,1,2,5,1.2,+10
6,6,2014-11-10,22-101,NOP,@,CLE,L (-7),0,19:44,3,6,.500,2,2,1.000,0,0,,0,0,0,4,0,0,1,2,8,6.0,+3
7,7,2014-11-12,22-103,NOP,,LAL,W (+7),0,20:26,3,6,.500,1,2,.500,1,2,.500,0,1,1,4,0,0,1,2,8,5.9,-3
8,8,2014-11-14,22-105,NOP,,MIN,W (+48),0,25:09,8,9,.889,1,1,1.000,0,0,,0,3,3,3,2,1,3,5,17,14.6,+25
9,9,2014-11-17,22-108,NOP,@,POR,L (-9),0,16:19,1,5,.200,0,1,.000,2,4,.500,0,2,2,0,0,0,0,1,4,0.3,-14
10,10,2014-11-18,22-109,NOP,@,SAC,W (+6),0,19:18,0,3,.000,0,0,,2,2,1.000,0,3,3,2,0,0,1,2,2,0.4,+8
11,11,2014-11-21,22-112,NOP,@,DEN,L (-20),0,20:49,1,6,.167,0,0,,6,8,.750,0,1,1,2,1,0,1,2,8,4.3,-24
12,12,2014-11-22,22-113,NOP,@,UTA,W (+12),0,32:40,3,8,.375,2,5,.400,0,0,,0,3,3,2,1,0,0,4,8,5.3,+1
13,13,2014-11-25,22-116,NOP,,SAC,L (-10),0,27:22,2,6,.333,0,1,.000,4,4,1.000,1,2,3,2,0,0,0,2,8,6.5,0
14,14,2014-11-28,22-119,NOP,@,ATL,L (-9),1,20:38,0,8,.000,0,3,.000,0,0,,0,0,0,2,0,0,0,1,0,-4.6,-8
15,15,2014-11-29,22-120,NOP,@,WAS,L (-3),1,29:16,1,5,.200,0,1,.000,2,4,.500,0,1,1,3,0,0,1,0,4,1.5,-4
16,16,2014-12-02,22-123,NOP,,OKC,W (+8),0,11:53,1,3,.333,1,1,1.000,2,4,.500,0,0,0,0,0,0,2,2,5,-0.3,-13
17,17,2014-12-04,22-125,NOP,@,GSW,L (-27),0,22:50,3,8,.375,0,1,.000,1,2,.500,0,0,0,3,0,0,0,3,7,3.1,-17
18,18,2014-12-06,22-127,NOP,@,LAC,L (-20),0,23:52,3,8,.375,1,2,.500,1,2,.500,1,5,6,6,0,0,1,1,8,8.2,-10
19,19,2014-12-07,22-128,NOP,@,LAL,W (+17),0,24:03,2,7,.286,0,2,.000,0,0,,0,0,0,5,1,0,1,1,4,3.0,+4
20,20,2014-12-09,22-130,NOP,,NYK,W (+11),0,18:35,4,6,.667,1,1,1.000,0,0,,0,1,1,2,1,1,2,0,9,7.8,-1
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,22-131,NOP,@,DAL,L (-5),0,16:40,2,5,.400,1,1,1.000,1,2,.500,1,2,3,1,0,0,0,1,6,4.5,-9
22,22,2014-12-12,22-133,NOP,,CLE,W (+5),0,23:22,2,5,.400,0,1,.000,7,7,1.000,0,2,2,1,1,0,1,2,11,8.8,-3
23,23,2014-12-14,22-135,NOP,,GSW,L (-6),0,24:02,3,8,.375,0,3,.000,0,0,,0,4,4,5,2,0,0,5,6,6.3,-1
24,24,2014-12-16,22-137,NOP,,UTA,W (+8),0,26:30,5,10,.500,1,1,1.000,1,1,1.000,1,2,3,2,1,1,0,1,12,11.0,+16
25,25,2014-12-18,22-139,NOP,@,HOU,W (+9),1,35:28,4,10,.400,0,2,.000,2,2,1.000,1,0,1,6,0,0,2,5,10,5.5,+21
26,26,2014-12-20,22-141,NOP,,POR,L (-26),0,33:17,5,9,.556,0,1,.000,11,12,.917,0,2,2,3,1,0,0,1,21,19.6,-3
27,27,2014-12-21,22-142,NOP,@,OKC,W (+2),0,18:32,2,4,.500,0,1,.000,0,0,,0,4,4,5,2,0,0,1,4,8.3,+11
28,28,2014-12-23,22-144,NOP,@,IND,L (-12),0,17:46,1,5,.200,0,1,.000,2,2,1.000,0,2,2,2,0,0,3,0,4,-0.1,-6
29,29,2014-12-26,22-147,NOP,,SAS,W (+7),0,29:10,5,13,.385,1,3,.333,1,2,.500,1,2,3,5,1,0,0,1,12,9.9,+3
30,30,2014-12-27,22-148,NOP,@,CHI,L (-7),0,26:15,3,11,.273,1,3,.333,0,0,,1,2,3,3,1,0,2,2,7,2.1,0
31,31,2014-12-30,22-151,NOP,,PHO,W (+4),0,21:39,0,4,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-2.6,-24
32,32,2014-12-31,22-152,NOP,@,SAS,L (-2),0,25:04,2,7,.286,0,3,.000,0,0,,1,1,2,1,0,0,2,3,4,-1.6,-17
33,33,2015-01-02,22-154,NOP,,HOU,W (+28),0,18:21,3,8,.375,0,0,,0,0,,2,1,3,2,0,1,1,2,6,3.6,+10
34,34,2015-01-05,22-157,NOP,,WAS,L (-7),0,5:57,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-0.4,-2
35,,2015-01-07,22-159,NOP,,CHO,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,35,2015-01-09,22-161,NOP,,MEM,W (+11),0,12:08,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,1,2,0,-1.1,-4
37,,2015-01-12,22-164,BOS,,NOP,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,,2015-01-14,22-166,BOS,,ATL,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,36,2015-01-16,22-168,LAC,,CLE,L (-5),0,11:32,0,4,.000,0,2,.000,0,0,,0,0,0,1,0,0,1,1,0,-3.5,-18
40,37,2015-01-17,22-169,LAC,@,SAC,W (+9),0,15:27,0,3,.000,0,0,,1,2,.500,0,0,0,1,0,1,0,0,1,-0.1,-2
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,38,2015-01-19,22-171,LAC,,BOS,W (+9),0,15:49,1,3,.333,0,0,,0,0,,0,1,1,3,1,0,2,0,2,1.7,-2
42,39,2015-01-22,22-174,LAC,,BRK,W (+39),0,23:59,4,7,.571,1,2,.500,0,4,.000,1,3,4,6,1,0,2,0,9,8.9,+9
43,40,2015-01-25,22-177,LAC,@,PHO,W (+20),0,14:32,1,4,.250,0,1,.000,0,0,,0,4,4,2,0,0,0,2,2,1.4,-6
44,41,2015-01-26,22-178,LAC,,DEN,W (+4),0,13:14,2,4,.500,0,0,,0,0,,0,2,2,0,0,0,1,0,4,1.6,+2
45,42,2015-01-28,22-180,LAC,@,UTA,W (+5),0,22:22,5,8,.625,2,4,.500,0,0,,0,1,1,1,0,0,0,1,12,9.0,+5
46,43,2015-01-30,22-182,LAC,@,NOP,L (-5),0,14:14,4,8,.500,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,3,10,5.8,-1
47,44,2015-01-31,22-183,LAC,@,SAS,W (+20),0,18:29,4,11,.364,1,4,.250,2,3,.667,2,0,2,0,1,0,0,2,11,6.1,+10
48,45,2015-02-02,22-185,LAC,@,BRK,L (-2),0,17:55,2,4,.500,1,1,1.000,0,0,,0,1,1,2,0,0,0,0,5,4.7,-2
49,46,2015-02-05,22-188,LAC,@,CLE,L (-11),0,22:05,4,11,.364,1,2,.500,1,2,.500,3,2,5,5,2,0,1,5,10,8.7,+11
50,47,2015-02-06,22-189,LAC,@,TOR,L (-16),1,33:14,6,11,.545,0,3,.000,0,1,.000,0,0,0,2,4,0,1,4,12,9.1,-11
51,48,2015-02-08,22-191,LAC,@,OKC,L (-23),1,25:38,4,9,.444,1,4,.250,0,0,,0,1,1,1,2,0,2,4,9,3.7,-19
52,49,2015-02-09,22-192,LAC,@,DAL,W (+17),0,24:01,2,7,.286,0,1,.000,1,1,1.000,0,3,3,0,0,0,1,3,5,-0.4,+11
