<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-30,29-177,LAC,,OKC,W (+3),1,37:36,9,18,.500,1,3,.333,3,7,.429,2,2,4,7,3,1,0,3,22,20.8,0
2,2,2014-10-31,29-178,LAC,@,LAL,W (+7),1,37:01,2,9,.222,1,5,.200,7,8,.875,0,2,2,10,2,0,1,4,12,13.1,+7
3,3,2014-11-02,29-180,LAC,,SAC,L (-6),1,37:26,6,12,.500,2,5,.400,2,2,1.000,1,4,5,11,4,1,0,3,16,23.1,-13
4,4,2014-11-03,29-181,LAC,,UTA,W (+6),1,35:58,5,12,.417,1,2,.500,2,2,1.000,0,10,10,12,2,1,2,2,13,17.9,+9
5,5,2014-11-05,29-183,LAC,@,GSW,L (-17),1,31:04,6,15,.400,1,3,.333,2,2,1.000,0,2,2,12,4,0,2,2,15,17.1,-25
6,6,2014-11-08,29-186,LAC,,POR,W (+4),1,36:27,9,18,.500,0,3,.000,4,4,1.000,0,4,4,11,1,1,0,2,22,22.8,-3
7,7,2014-11-10,29-188,LAC,,SAS,L (-4),1,38:34,6,13,.462,0,3,.000,0,0,,0,10,10,9,1,0,4,4,12,10.0,+2
8,8,2014-11-15,29-193,LAC,,PHO,W (+13),1,35:54,10,13,.769,5,6,.833,7,8,.875,0,5,5,9,2,0,3,3,32,32.1,+16
9,9,2014-11-17,29-195,LAC,,CHI,L (-16),1,37:05,5,11,.455,1,1,1.000,1,2,.500,0,1,1,7,1,1,1,2,12,11.0,-20
10,10,2014-11-19,29-197,LAC,@,ORL,W (+24),1,30:12,8,13,.615,0,2,.000,0,0,,1,3,4,9,2,0,2,1,16,17.6,+12
11,11,2014-11-20,29-198,LAC,@,MIA,W (+17),1,32:57,8,13,.615,3,5,.600,7,8,.875,0,2,2,12,1,0,1,0,26,28.7,+29
12,12,2014-11-23,29-201,LAC,@,MEM,L (-16),1,34:23,7,13,.538,1,2,.500,7,7,1.000,0,5,5,5,4,0,2,3,22,21.5,-12
13,13,2014-11-24,29-202,LAC,@,CHO,W (+21),1,38:28,10,16,.625,2,5,.400,0,0,,0,5,5,15,0,1,1,3,22,25.3,+33
14,14,2014-11-26,29-204,LAC,@,DET,W (+6),1,36:20,9,12,.750,3,4,.750,2,2,1.000,1,1,2,7,1,0,3,3,23,20.9,+9
15,15,2014-11-28,29-206,LAC,@,HOU,W (+17),1,32:41,3,7,.429,1,2,.500,3,3,1.000,0,1,1,7,5,0,0,2,10,15.7,+17
16,16,2014-11-29,29-207,LAC,@,UTA,W (+16),1,33:52,7,13,.538,1,3,.333,2,2,1.000,1,2,3,10,2,0,2,0,17,19.0,+33
17,17,2014-12-01,29-209,LAC,,MIN,W (+26),1,24:35,3,7,.429,0,2,.000,6,6,1.000,1,2,3,8,1,0,2,2,12,13.4,+22
18,18,2014-12-03,29-211,LAC,,ORL,W (+28),1,28:54,7,10,.700,3,5,.600,2,2,1.000,0,5,5,10,1,0,1,0,19,23.3,+27
19,19,2014-12-06,29-214,LAC,,NOP,W (+20),1,29:54,7,13,.538,4,6,.667,0,0,,0,6,6,16,0,0,2,2,18,21.9,+22
20,20,2014-12-08,29-216,LAC,,PHO,W (+1),1,43:22,8,23,.348,1,9,.111,3,4,.750,1,6,7,10,1,0,3,4,20,12.6,+10
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,21,2014-12-10,29-218,LAC,@,IND,W (+7),1,37:09,7,16,.438,0,2,.000,3,3,1.000,1,7,8,15,3,0,4,4,17,19.3,+22
